PAIS,ANO,DEWEY PRINCIPAL,DECILE_LABEL,DECILE_ORDER,IDIOMA_ORIGEN,CANTIDAD_OBRAS_IDIOMA,PROMEDIO_REGISTROS,DESVIACION_ESTANDAR,CANTIDAD_EDITORIALES
Brasil,2010,TODOS,20% - 30%,3,ITALIANO,13,5.34,0.99,94
Brasil,2010,TODOS,20% - 30%,3,JAPONÉS,1,5.34,0.99,94
Brasil,2010,TODOS,20% - 30%,3,LENGUA NO DETERMINADA,114,5.34,0.99,94
Brasil,2010,TODOS,20% - 30%,3,PORTUGUÉS,60,5.34,0.99,94
Brasil,2010,TODOS,20% - 30%,3,RUSO,3,5.34,0.99,94
Brasil,2010,TODOS,20% - 30%,3,SUECO,1,5.34,0.99,94
Brasil,2010,TODOS,30% - 40%,4,ALEMÁN,11,3.17,0.58,94
Brasil,2010,TODOS,30% - 40%,4,COREANO,3,3.17,0.58,94
Brasil,2010,TODOS,30% - 40%,4,ESLOVACO,2,3.17,0.58,94
Brasil,2010,TODOS,30% - 40%,4,ESPAÑOL,32,3.17,0.58,94
Brasil,2010,TODOS,30% - 40%,4,FRANCÉS,15,3.17,0.58,94
Brasil,2010,TODOS,30% - 40%,4,INGLÉS,75,3.17,0.58,94
Brasil,2010,TODOS,30% - 40%,4,ITALIANO,11,3.17,0.58,94
Brasil,2010,TODOS,30% - 40%,4,LENGUA NO DETERMINADA,80,3.17,0.58,94
Brasil,2010,TODOS,30% - 40%,4,NEERLANDÉS,4,3.17,0.58,94
Brasil,2010,TODOS,30% - 40%,4,PORTUGUÉS,61,3.17,0.58,94
Brasil,2010,TODOS,30% - 40%,4,RUMANO,1,3.17,0.58,94
Brasil,2010,TODOS,30% - 40%,4,TURCO,2,3.17,0.58,94
Brasil,2010,TODOS,30% - 40%,4,ÁRABE,1,3.17,0.58,94
Brasil,2010,TODOS,40% - 50%,5,ALEMÁN,5,2.0,0.0,94
Brasil,2010,TODOS,40% - 50%,5,ESPAÑOL,13,2.0,0.0,94
Brasil,2010,TODOS,40% - 50%,5,FRANCÉS,13,2.0,0.0,94
Brasil,2010,TODOS,40% - 50%,5,GRIEGO,2,2.0,0.0,94
Brasil,2010,TODOS,40% - 50%,5,INGLÉS,60,2.0,0.0,94
Brasil,2010,TODOS,40% - 50%,5,ITALIANO,7,2.0,0.0,94
Brasil,2010,TODOS,40% - 50%,5,LATÍN,2,2.0,0.0,94
Brasil,2010,TODOS,40% - 50%,5,LENGUA NO DETERMINADA,53,2.0,0.0,94
Brasil,2010,TODOS,40% - 50%,5,NEERLANDÉS,2,2.0,0.0,94
Brasil,2010,TODOS,40% - 50%,5,PORTUGUÉS,29,2.0,0.0,94
Brasil,2010,TODOS,40% - 50%,5,SUECO,1,2.0,0.0,94
Brasil,2010,TODOS,40% - 50%,5,ÁRABE,1,2.0,0.0,94
Brasil,2010,TODOS,50% - 60%,6,ALEMÁN,3,1.32,0.47,94
Brasil,2010,TODOS,50% - 60%,6,COREANO,1,1.32,0.47,94
Brasil,2010,TODOS,50% - 60%,6,ESPAÑOL,2,1.32,0.47,94
Brasil,2010,TODOS,50% - 60%,6,FRANCÉS,7,1.32,0.47,94
Brasil,2010,TODOS,50% - 60%,6,INGLÉS,28,1.32,0.47,94
Brasil,2010,TODOS,50% - 60%,6,ITALIANO,4,1.32,0.47,94
Brasil,2010,TODOS,50% - 60%,6,JAPONÉS,1,1.32,0.47,94
Brasil,2010,TODOS,50% - 60%,6,LENGUA NO DETERMINADA,44,1.32,0.47,94
Brasil,2010,TODOS,50% - 60%,6,POLACO,1,1.32,0.47,94
Brasil,2010,TODOS,50% - 60%,6,PORTUGUÉS,32,1.32,0.47,94
Brasil,2010,TODOS,50% - 60%,6,ÁRABE,1,1.32,0.47,94
Brasil,2010,TODOS,60% - 70%,7,ALEMÁN,2,1.0,0.0,94
Brasil,2010,TODOS,60% - 70%,7,ESPAÑOL,3,1.0,0.0,94
Brasil,2010,TODOS,60% - 70%,7,FRANCÉS,5,1.0,0.0,94
Brasil,2010,TODOS,60% - 70%,7,GRIEGO,1,1.0,0.0,94
Brasil,2010,TODOS,60% - 70%,7,INGLÉS,16,1.0,0.0,94
Brasil,2010,TODOS,60% - 70%,7,INGLÉS ANTIGUO,1,1.0,0.0,94
Brasil,2010,TODOS,60% - 70%,7,ITALIANO,3,1.0,0.0,94
Brasil,2010,TODOS,60% - 70%,7,LENGUA NO DETERMINADA,40,1.0,0.0,94
Brasil,2010,TODOS,60% - 70%,7,NEERLANDÉS,1,1.0,0.0,94
Brasil,2010,TODOS,60% - 70%,7,PORTUGUÉS,21,1.0,0.0,94
Brasil,2010,TODOS,60% - 70%,7,SÁNSCRITO,1,1.0,0.0,94
Brasil,2010,TODOS,70% - 80%,8,ALEMÁN,1,1.0,0.0,94
Brasil,2010,TODOS,70% - 80%,8,ESPAÑOL,4,1.0,0.0,94
Brasil,2010,TODOS,70% - 80%,8,FRANCÉS,4,1.0,0.0,94
Brasil,2010,TODOS,70% - 80%,8,INGLÉS,16,1.0,0.0,94
Brasil,2010,TODOS,70% - 80%,8,ITALIANO,4,1.0,0.0,94
Brasil,2010,TODOS,70% - 80%,8,JAPONÉS,2,1.0,0.0,94
Brasil,2010,TODOS,70% - 80%,8,LENGUA NO DETERMINADA,41,1.0,0.0,94
Brasil,2010,TODOS,70% - 80%,8,PORTUGUÉS,22,1.0,0.0,94
Brasil,2010,TODOS,80% - 90%,9,ALEMÁN,5,1.0,0.0,94
Brasil,2010,TODOS,80% - 90%,9,ESPAÑOL,3,1.0,0.0,94
Brasil,2010,TODOS,80% - 90%,9,FRANCÉS,5,1.0,0.0,94
Brasil,2010,TODOS,80% - 90%,9,HEBREO,1,1.0,0.0,94
Brasil,2010,TODOS,80% - 90%,9,INGLÉS,14,1.0,0.0,94
Brasil,2010,TODOS,80% - 90%,9,ITALIANO,2,1.0,0.0,94
Brasil,2010,TODOS,80% - 90%,9,JAPONÉS,1,1.0,0.0,94
Brasil,2010,TODOS,80% - 90%,9,LATÍN,2,1.0,0.0,94
Brasil,2010,TODOS,80% - 90%,9,LENGUA NO DETERMINADA,28,1.0,0.0,94
Brasil,2010,TODOS,80% - 90%,9,PORTUGUÉS,33,1.0,0.0,94
Brasil,2010,TODOS,Larga Cola,10,ESPAÑOL,6,1.0,0.0,94
Brasil,2010,TODOS,Larga Cola,10,INGLÉS,19,1.0,0.0,94
Brasil,2010,TODOS,Larga Cola,10,ITALIANO,1,1.0,0.0,94
Brasil,2010,TODOS,Larga Cola,10,LATÍN,2,1.0,0.0,94
Brasil,2010,TODOS,Larga Cola,10,LENGUA NO DETERMINADA,34,1.0,0.0,94
Brasil,2010,TODOS,Larga Cola,10,PORTUGUÉS,32,1.0,0.0,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,AFRIKÁANS,2,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,ALBANÉS,1,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,ALEMÁN,114,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,ARAMEO,6,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,BIELORRUSO,1,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,CHINO,1,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,DANÉS,1,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,ESLOVACO,1,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,ESPAÑOL,338,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,FRANCÉS,310,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,GRIEGO,14,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,HEBREO,14,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,HÚNGARO,1,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,INDONESIO,2,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,INGLÉS,5024,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,ISLANDÉS,2,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,ITALIANO,103,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,JAPONÉS,169,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,LATÍN,5,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,791,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,NEERLANDÉS,3,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,NORUEGO,7,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,POLACO,5,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,PORTUGUÉS,183,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,RUSO,14,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,SUECO,4,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,TURCO,1,75.73,108.22,94
Brasil,2010,TODOS,Top 10% (Grandes Motores),1,ÁRABE,2,75.73,108.22,94
Brasil,2011,0 - Generalidades,10% - 20%,2,ALEMÁN,18,5.26,3.75,82
Brasil,2011,0 - Generalidades,10% - 20%,2,ESPAÑOL,34,5.26,3.75,82
Brasil,2011,0 - Generalidades,10% - 20%,2,FRANCÉS,35,5.26,3.75,82
Brasil,2011,0 - Generalidades,10% - 20%,2,GRIEGO,6,5.26,3.75,82
Brasil,2011,0 - Generalidades,10% - 20%,2,HEBREO,4,5.26,3.75,82
Brasil,2011,0 - Generalidades,10% - 20%,2,IGBO,1,5.26,3.75,82
Brasil,2011,0 - Generalidades,10% - 20%,2,INGLÉS,220,5.26,3.75,82
Brasil,2011,0 - Generalidades,10% - 20%,2,ITALIANO,22,5.26,3.75,82
Brasil,2011,0 - Generalidades,10% - 20%,2,JAPONÉS,8,5.26,3.75,82
Brasil,2011,0 - Generalidades,10% - 20%,2,LENGUA NO DETERMINADA,44,5.26,3.75,82
Brasil,2011,0 - Generalidades,10% - 20%,2,NEERLANDÉS,2,5.26,3.75,82
Brasil,2011,0 - Generalidades,10% - 20%,2,PORTUGUÉS,36,5.26,3.75,82
Brasil,2011,0 - Generalidades,10% - 20%,2,TURCO,1,5.26,3.75,82
Brasil,2011,0 - Generalidades,20% - 30%,3,ALEMÁN,5,2.4,1.48,62
Brasil,2011,0 - Generalidades,20% - 30%,3,ESPAÑOL,19,2.4,1.48,62
Brasil,2011,0 - Generalidades,20% - 30%,3,FRANCÉS,8,2.4,1.48,62
Brasil,2011,0 - Generalidades,20% - 30%,3,GRIEGO,4,2.4,1.48,62
Brasil,2011,0 - Generalidades,20% - 30%,3,INGLÉS,47,2.4,1.48,62
Brasil,2011,0 - Generalidades,20% - 30%,3,ITALIANO,2,2.4,1.48,62
Brasil,2011,0 - Generalidades,20% - 30%,3,JAPONÉS,6,2.4,1.48,62
Brasil,2011,0 - Generalidades,20% - 30%,3,LENGUA NO DETERMINADA,38,2.4,1.48,62
Brasil,2011,0 - Generalidades,20% - 30%,3,NEERLANDÉS,1,2.4,1.48,62
Brasil,2011,0 - Generalidades,20% - 30%,3,PORTUGUÉS,19,2.4,1.48,62
Brasil,2011,0 - Generalidades,30% - 40%,4,ESPAÑOL,2,1.69,0.85,52
Brasil,2011,0 - Generalidades,30% - 40%,4,FRANCÉS,8,1.69,0.85,52
Brasil,2011,0 - Generalidades,30% - 40%,4,GRIEGO,1,1.69,0.85,52
Brasil,2011,0 - Generalidades,30% - 40%,4,INGLÉS,30,1.69,0.85,52
Brasil,2011,0 - Generalidades,30% - 40%,4,ITALIANO,5,1.69,0.85,52
Brasil,2011,0 - Generalidades,30% - 40%,4,LENGUA NO DETERMINADA,25,1.69,0.85,52
Brasil,2011,0 - Generalidades,30% - 40%,4,PORTUGUÉS,17,1.69,0.85,52
Brasil,2011,0 - Generalidades,40% - 50%,5,ESPAÑOL,5,1.38,0.49,37
Brasil,2011,0 - Generalidades,40% - 50%,5,FRANCÉS,6,1.38,0.49,37
Brasil,2011,0 - Generalidades,40% - 50%,5,INGLÉS,10,1.38,0.49,37
Brasil,2011,0 - Generalidades,40% - 50%,5,ITALIANO,1,1.38,0.49,37
Brasil,2011,0 - Generalidades,40% - 50%,5,JAPONÉS,2,1.38,0.49,37
Brasil,2011,0 - Generalidades,40% - 50%,5,LENGUA NO DETERMINADA,12,1.38,0.49,37
Brasil,2011,0 - Generalidades,40% - 50%,5,PORTUGUÉS,13,1.38,0.49,37
Brasil,2011,0 - Generalidades,40% - 50%,5,ÁRABE,2,1.38,0.49,37
Brasil,2011,0 - Generalidades,50% - 60%,6,ESPAÑOL,3,1.12,0.32,43
Brasil,2011,0 - Generalidades,50% - 60%,6,FRANCÉS,4,1.12,0.32,43
Brasil,2011,0 - Generalidades,50% - 60%,6,GRIEGO,1,1.12,0.32,43
Brasil,2011,0 - Generalidades,50% - 60%,6,INGLÉS,10,1.12,0.32,43
Brasil,2011,0 - Generalidades,50% - 60%,6,ITALIANO,3,1.12,0.32,43
Brasil,2011,0 - Generalidades,50% - 60%,6,LENGUA NO DETERMINADA,10,1.12,0.32,43
Brasil,2011,0 - Generalidades,50% - 60%,6,PORTUGUÉS,14,1.12,0.32,43
Brasil,2011,0 - Generalidades,50% - 60%,6,RUSO,1,1.12,0.32,43
Brasil,2011,0 - Generalidades,50% - 60%,6,ÁRABE,2,1.12,0.32,43
Brasil,2011,0 - Generalidades,60% - 70%,7,ALEMÁN,2,1.0,0.0,28
Brasil,2011,0 - Generalidades,60% - 70%,7,ESPAÑOL,1,1.0,0.0,28
Brasil,2011,0 - Generalidades,60% - 70%,7,FRANCÉS,2,1.0,0.0,28
Brasil,2011,0 - Generalidades,60% - 70%,7,INGLÉS,5,1.0,0.0,28
Brasil,2011,0 - Generalidades,60% - 70%,7,LATÍN,2,1.0,0.0,28
Brasil,2011,0 - Generalidades,60% - 70%,7,LENGUA NO DETERMINADA,12,1.0,0.0,28
Brasil,2011,0 - Generalidades,60% - 70%,7,PORTUGUÉS,4,1.0,0.0,28
Brasil,2011,0 - Generalidades,70% - 80%,8,ESPAÑOL,2,1.0,0.0,28
Brasil,2011,0 - Generalidades,70% - 80%,8,FRANCÉS,2,1.0,0.0,28
Brasil,2011,0 - Generalidades,70% - 80%,8,INGLÉS,6,1.0,0.0,28
Brasil,2011,0 - Generalidades,70% - 80%,8,ITALIANO,2,1.0,0.0,28
Brasil,2011,0 - Generalidades,70% - 80%,8,LENGUA NO DETERMINADA,13,1.0,0.0,28
Brasil,2011,0 - Generalidades,70% - 80%,8,PORTUGUÉS,2,1.0,0.0,28
Brasil,2011,0 - Generalidades,70% - 80%,8,SÁNSCRITO,1,1.0,0.0,28
Brasil,2011,0 - Generalidades,80% - 90%,9,ALEMÁN,3,1.0,0.0,26
Brasil,2011,0 - Generalidades,80% - 90%,9,COREANO,1,1.0,0.0,26
Brasil,2011,0 - Generalidades,80% - 90%,9,ESPAÑOL,2,1.0,0.0,26
Brasil,2011,0 - Generalidades,80% - 90%,9,FRANCÉS,1,1.0,0.0,26
Brasil,2011,0 - Generalidades,80% - 90%,9,HEBREO,1,1.0,0.0,26
Brasil,2011,0 - Generalidades,80% - 90%,9,INGLÉS,2,1.0,0.0,26
Brasil,2011,0 - Generalidades,80% - 90%,9,JAPONÉS,1,1.0,0.0,26
Brasil,2011,0 - Generalidades,80% - 90%,9,LENGUA NO DETERMINADA,10,1.0,0.0,26
Brasil,2011,0 - Generalidades,80% - 90%,9,PORTUGUÉS,5,1.0,0.0,26
Brasil,2011,0 - Generalidades,Larga Cola,10,ALEMÁN,1,1.0,0.0,34
Brasil,2011,0 - Generalidades,Larga Cola,10,ESPAÑOL,2,1.0,0.0,34
Brasil,2011,0 - Generalidades,Larga Cola,10,FRANCÉS,2,1.0,0.0,34
Brasil,2011,0 - Generalidades,Larga Cola,10,INGLÉS,8,1.0,0.0,34
Brasil,2011,0 - Generalidades,Larga Cola,10,LENGUA NO DETERMINADA,9,1.0,0.0,34
Brasil,2011,0 - Generalidades,Larga Cola,10,POLACO,1,1.0,0.0,34
Brasil,2011,0 - Generalidades,Larga Cola,10,PORTUGUÉS,11,1.0,0.0,34
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,ALEMÁN,83,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,CHINO MANDARÍN,1,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,COREANO,18,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,ESPAÑOL,192,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,FRANCÉS,205,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,GRIEGO,10,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,HEBREO,1,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,INGLÉS,1858,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,ITALIANO,80,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,JAPONÉS,107,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,LATÍN,2,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,306,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,NEERLANDÉS,2,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,POLACO,4,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,PORTUGUÉS,168,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,RUMANO,1,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,RUSO,25,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,SÁNSCRITO,1,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,TURCO,1,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,UCRANIANO,2,32.99,49.58,93
Brasil,2011,0 - Generalidades,Top 10% (Grandes Motores),1,YAO,1,32.99,49.58,93
Brasil,2011,100 - Filosofía y psicología,10% - 20%,2,INGLÉS,2,2.0,0.0,1
Brasil,2011,100 - Filosofía y psicología,20% - 30%,3,INGLÉS,3,3.0,0.0,1
Brasil,2011,100 - Filosofía y psicología,30% - 40%,4,ESPAÑOL,3,2.33,1.15,3
Brasil,2011,100 - Filosofía y psicología,30% - 40%,4,ITALIANO,1,2.33,1.15,3
Brasil,2011,100 - Filosofía y psicología,30% - 40%,4,PORTUGUÉS,3,2.33,1.15,3
Brasil,2011,100 - Filosofía y psicología,40% - 50%,5,ESPAÑOL,1,1.0,0.0,3
Brasil,2011,100 - Filosofía y psicología,40% - 50%,5,INGLÉS,1,1.0,0.0,3
Brasil,2011,100 - Filosofía y psicología,40% - 50%,5,LENGUA NO DETERMINADA,1,1.0,0.0,3
Brasil,2011,100 - Filosofía y psicología,50% - 60%,6,LENGUA NO DETERMINADA,1,1.0,0.0,1
Brasil,2011,100 - Filosofía y psicología,60% - 70%,7,SÁNSCRITO,1,1.0,0.0,1
Brasil,2011,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,ESPAÑOL,1,3.33,2.87,9
Brasil,2011,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,INGLÉS,23,3.33,2.87,9
Brasil,2011,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,ITALIANO,3,3.33,2.87,9
Brasil,2011,100 - Filosofía y psicología,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,3,3.33,2.87,9
Brasil,2011,200 - Religión,10% - 20%,2,ESPAÑOL,2,3.5,3.44,20
Brasil,2011,200 - Religión,10% - 20%,2,FRANCÉS,2,3.5,3.44,20
Brasil,2011,200 - Religión,10% - 20%,2,HEBREO,2,3.5,3.44,20
Brasil,2011,200 - Religión,10% - 20%,2,INGLÉS,49,3.5,3.44,20
Brasil,2011,200 - Religión,10% - 20%,2,ITALIANO,1,3.5,3.44,20
Brasil,2011,200 - Religión,10% - 20%,2,JAPONÉS,4,3.5,3.44,20
Brasil,2011,200 - Religión,10% - 20%,2,LENGUA NO DETERMINADA,3,3.5,3.44,20
Brasil,2011,200 - Religión,10% - 20%,2,PORTUGUÉS,7,3.5,3.44,20
Brasil,2011,200 - Religión,20% - 30%,3,ALEMÁN,2,2.0,1.21,16
Brasil,2011,200 - Religión,20% - 30%,3,ESPAÑOL,1,2.0,1.21,16
Brasil,2011,200 - Religión,20% - 30%,3,FRANCÉS,1,2.0,1.21,16
Brasil,2011,200 - Religión,20% - 30%,3,INGLÉS,17,2.0,1.21,16
Brasil,2011,200 - Religión,20% - 30%,3,LENGUA NO DETERMINADA,7,2.0,1.21,16
Brasil,2011,200 - Religión,20% - 30%,3,NEERLANDÉS,2,2.0,1.21,16
Brasil,2011,200 - Religión,20% - 30%,3,PORTUGUÉS,2,2.0,1.21,16
Brasil,2011,200 - Religión,30% - 40%,4,ESPAÑOL,3,1.73,0.9,11
Brasil,2011,200 - Religión,30% - 40%,4,FRANCÉS,1,1.73,0.9,11
Brasil,2011,200 - Religión,30% - 40%,4,INGLÉS,7,1.73,0.9,11
Brasil,2011,200 - Religión,30% - 40%,4,ITALIANO,3,1.73,0.9,11
Brasil,2011,200 - Religión,30% - 40%,4,LENGUA NO DETERMINADA,5,1.73,0.9,11
Brasil,2011,200 - Religión,40% - 50%,5,ESPAÑOL,4,1.56,0.53,9
Brasil,2011,200 - Religión,40% - 50%,5,INGLÉS,7,1.56,0.53,9
Brasil,2011,200 - Religión,40% - 50%,5,ITALIANO,1,1.56,0.53,9
Brasil,2011,200 - Religión,40% - 50%,5,LATÍN,1,1.56,0.53,9
Brasil,2011,200 - Religión,40% - 50%,5,LENGUA NO DETERMINADA,1,1.56,0.53,9
Brasil,2011,200 - Religión,50% - 60%,6,INGLÉS,2,1.0,0.0,3
Brasil,2011,200 - Religión,50% - 60%,6,LENGUA NO DETERMINADA,1,1.0,0.0,3
Brasil,2011,200 - Religión,60% - 70%,7,ALEMÁN,1,1.0,0.0,9
Brasil,2011,200 - Religión,60% - 70%,7,FRANCÉS,1,1.0,0.0,9
Brasil,2011,200 - Religión,60% - 70%,7,HEBREO,1,1.0,0.0,9
Brasil,2011,200 - Religión,60% - 70%,7,INGLÉS,1,1.0,0.0,9
Brasil,2011,200 - Religión,60% - 70%,7,LENGUA NO DETERMINADA,5,1.0,0.0,9
Brasil,2011,200 - Religión,70% - 80%,8,INGLÉS,2,1.0,0.0,3
Brasil,2011,200 - Religión,70% - 80%,8,LENGUA NO DETERMINADA,1,1.0,0.0,3
Brasil,2011,200 - Religión,80% - 90%,9,INGLÉS,3,1.0,0.0,6
Brasil,2011,200 - Religión,80% - 90%,9,PORTUGUÉS,2,1.0,0.0,6
Brasil,2011,200 - Religión,80% - 90%,9,ÁRABE,1,1.0,0.0,6
Brasil,2011,200 - Religión,Larga Cola,10,PORTUGUÉS,1,1.0,0.0,1
Brasil,2011,200 - Religión,Top 10% (Grandes Motores),1,ALEMÁN,2,7.74,11.84,53
Brasil,2011,200 - Religión,Top 10% (Grandes Motores),1,ESPAÑOL,23,7.74,11.84,53
Brasil,2011,200 - Religión,Top 10% (Grandes Motores),1,FRANCÉS,14,7.74,11.84,53
Brasil,2011,200 - Religión,Top 10% (Grandes Motores),1,INGLÉS,331,7.74,11.84,53
Brasil,2011,200 - Religión,Top 10% (Grandes Motores),1,ITALIANO,6,7.74,11.84,53
Brasil,2011,200 - Religión,Top 10% (Grandes Motores),1,JAPONÉS,1,7.74,11.84,53
Brasil,2011,200 - Religión,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,28,7.74,11.84,53
Brasil,2011,200 - Religión,Top 10% (Grandes Motores),1,PORTUGUÉS,5,7.74,11.84,53
Brasil,2011,300 - Ciencias sociales,10% - 20%,2,ALEMÁN,11,2.39,1.69,57
Brasil,2011,300 - Ciencias sociales,10% - 20%,2,ESPAÑOL,8,2.39,1.69,57
Brasil,2011,300 - Ciencias sociales,10% - 20%,2,FRANCÉS,13,2.39,1.69,57
Brasil,2011,300 - Ciencias sociales,10% - 20%,2,HEBREO,1,2.39,1.69,57
Brasil,2011,300 - Ciencias sociales,10% - 20%,2,INGLÉS,70,2.39,1.69,57
Brasil,2011,300 - Ciencias sociales,10% - 20%,2,ITALIANO,4,2.39,1.69,57
Brasil,2011,300 - Ciencias sociales,10% - 20%,2,JAPONÉS,1,2.39,1.69,57
Brasil,2011,300 - Ciencias sociales,10% - 20%,2,LATÍN,1,2.39,1.69,57
Brasil,2011,300 - Ciencias sociales,10% - 20%,2,LENGUA NO DETERMINADA,15,2.39,1.69,57
Brasil,2011,300 - Ciencias sociales,10% - 20%,2,PORTUGUÉS,11,2.39,1.69,57
Brasil,2011,300 - Ciencias sociales,10% - 20%,2,RUSO,1,2.39,1.69,57
Brasil,2011,300 - Ciencias sociales,20% - 30%,3,ALEMÁN,2,1.62,0.94,42
Brasil,2011,300 - Ciencias sociales,20% - 30%,3,ESPAÑOL,5,1.62,0.94,42
Brasil,2011,300 - Ciencias sociales,20% - 30%,3,FRANCÉS,6,1.62,0.94,42
Brasil,2011,300 - Ciencias sociales,20% - 30%,3,INGLÉS,29,1.62,0.94,42
Brasil,2011,300 - Ciencias sociales,20% - 30%,3,ITALIANO,2,1.62,0.94,42
Brasil,2011,300 - Ciencias sociales,20% - 30%,3,LENGUA NO DETERMINADA,16,1.62,0.94,42
Brasil,2011,300 - Ciencias sociales,20% - 30%,3,PORTUGUÉS,8,1.62,0.94,42
Brasil,2011,300 - Ciencias sociales,30% - 40%,4,ESPAÑOL,2,1.26,0.62,23
Brasil,2011,300 - Ciencias sociales,30% - 40%,4,FRANCÉS,3,1.26,0.62,23
Brasil,2011,300 - Ciencias sociales,30% - 40%,4,INGLÉS,6,1.26,0.62,23
Brasil,2011,300 - Ciencias sociales,30% - 40%,4,ITALIANO,1,1.26,0.62,23
Brasil,2011,300 - Ciencias sociales,30% - 40%,4,LENGUA NO DETERMINADA,13,1.26,0.62,23
Brasil,2011,300 - Ciencias sociales,30% - 40%,4,PORTUGUÉS,4,1.26,0.62,23
Brasil,2011,300 - Ciencias sociales,40% - 50%,5,ALEMÁN,1,1.31,0.47,29
Brasil,2011,300 - Ciencias sociales,40% - 50%,5,CHINO,1,1.31,0.47,29
Brasil,2011,300 - Ciencias sociales,40% - 50%,5,ESPAÑOL,2,1.31,0.47,29
Brasil,2011,300 - Ciencias sociales,40% - 50%,5,FRANCÉS,5,1.31,0.47,29
Brasil,2011,300 - Ciencias sociales,40% - 50%,5,INGLÉS,8,1.31,0.47,29
Brasil,2011,300 - Ciencias sociales,40% - 50%,5,ITALIANO,4,1.31,0.47,29
Brasil,2011,300 - Ciencias sociales,40% - 50%,5,LENGUA NO DETERMINADA,12,1.31,0.47,29
Brasil,2011,300 - Ciencias sociales,40% - 50%,5,PORTUGUÉS,5,1.31,0.47,29
Brasil,2011,300 - Ciencias sociales,50% - 60%,6,ESPAÑOL,2,1.0,0.0,22
