PAIS,ANO,DEWEY PRINCIPAL,DECILE_LABEL,DECILE_ORDER,IDIOMA_ORIGEN,CANTIDAD_OBRAS_IDIOMA,PROMEDIO_REGISTROS,DESVIACION_ESTANDAR,CANTIDAD_EDITORIALES
Brasil,2011,300 - Ciencias sociales,50% - 60%,6,FRANCÉS,1,1.0,0.0,22
Brasil,2011,300 - Ciencias sociales,50% - 60%,6,INGLÉS,5,1.0,0.0,22
Brasil,2011,300 - Ciencias sociales,50% - 60%,6,ITALIANO,2,1.0,0.0,22
Brasil,2011,300 - Ciencias sociales,50% - 60%,6,LENGUA NO DETERMINADA,9,1.0,0.0,22
Brasil,2011,300 - Ciencias sociales,50% - 60%,6,PORTUGUÉS,2,1.0,0.0,22
Brasil,2011,300 - Ciencias sociales,50% - 60%,6,RUSO,1,1.0,0.0,22
Brasil,2011,300 - Ciencias sociales,60% - 70%,7,INGLÉS,3,1.0,0.0,12
Brasil,2011,300 - Ciencias sociales,60% - 70%,7,LENGUA NO DETERMINADA,6,1.0,0.0,12
Brasil,2011,300 - Ciencias sociales,60% - 70%,7,PORTUGUÉS,3,1.0,0.0,12
Brasil,2011,300 - Ciencias sociales,70% - 80%,8,ALEMÁN,1,1.0,0.0,17
Brasil,2011,300 - Ciencias sociales,70% - 80%,8,FRANCÉS,2,1.0,0.0,17
Brasil,2011,300 - Ciencias sociales,70% - 80%,8,INGLÉS,4,1.0,0.0,17
Brasil,2011,300 - Ciencias sociales,70% - 80%,8,ITALIANO,1,1.0,0.0,17
Brasil,2011,300 - Ciencias sociales,70% - 80%,8,LENGUA NO DETERMINADA,6,1.0,0.0,17
Brasil,2011,300 - Ciencias sociales,70% - 80%,8,PORTUGUÉS,3,1.0,0.0,17
Brasil,2011,300 - Ciencias sociales,80% - 90%,9,ALEMÁN,1,1.0,0.0,19
Brasil,2011,300 - Ciencias sociales,80% - 90%,9,ESPAÑOL,1,1.0,0.0,19
Brasil,2011,300 - Ciencias sociales,80% - 90%,9,GRIEGO,1,1.0,0.0,19
Brasil,2011,300 - Ciencias sociales,80% - 90%,9,INGLÉS,3,1.0,0.0,19
Brasil,2011,300 - Ciencias sociales,80% - 90%,9,LENGUA NO DETERMINADA,13,1.0,0.0,19
Brasil,2011,300 - Ciencias sociales,Larga Cola,10,FRANCÉS,1,1.0,0.0,15
Brasil,2011,300 - Ciencias sociales,Larga Cola,10,INGLÉS,6,1.0,0.0,15
Brasil,2011,300 - Ciencias sociales,Larga Cola,10,LENGUA NO DETERMINADA,4,1.0,0.0,15
Brasil,2011,300 - Ciencias sociales,Larga Cola,10,PORTUGUÉS,4,1.0,0.0,15
Brasil,2011,300 - Ciencias sociales,Top 10% (Grandes Motores),1,ALEMÁN,51,17.18,38.88,88
Brasil,2011,300 - Ciencias sociales,Top 10% (Grandes Motores),1,COREANO,1,17.18,38.88,88
Brasil,2011,300 - Ciencias sociales,Top 10% (Grandes Motores),1,DANÉS,2,17.18,38.88,88
Brasil,2011,300 - Ciencias sociales,Top 10% (Grandes Motores),1,ESPAÑOL,112,17.18,38.88,88
Brasil,2011,300 - Ciencias sociales,Top 10% (Grandes Motores),1,FRANCÉS,95,17.18,38.88,88
Brasil,2011,300 - Ciencias sociales,Top 10% (Grandes Motores),1,GRIEGO,5,17.18,38.88,88
Brasil,2011,300 - Ciencias sociales,Top 10% (Grandes Motores),1,INGLÉS,987,17.18,38.88,88
Brasil,2011,300 - Ciencias sociales,Top 10% (Grandes Motores),1,ITALIANO,37,17.18,38.88,88
Brasil,2011,300 - Ciencias sociales,Top 10% (Grandes Motores),1,JAPONÉS,24,17.18,38.88,88
Brasil,2011,300 - Ciencias sociales,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,142,17.18,38.88,88
Brasil,2011,300 - Ciencias sociales,Top 10% (Grandes Motores),1,PORTUGUÉS,53,17.18,38.88,88
Brasil,2011,300 - Ciencias sociales,Top 10% (Grandes Motores),1,RUSO,3,17.18,38.88,88
Brasil,2011,500 - Ciencias naturales y matemáticas,10% - 20%,2,FRANCÉS,1,1.0,0.0,1
Brasil,2011,500 - Ciencias naturales y matemáticas,80% - 90%,9,INGLÉS,1,1.0,0.0,1
Brasil,2011,500 - Ciencias naturales y matemáticas,Top 10% (Grandes Motores),1,ESPAÑOL,1,1.0,0.0,2
Brasil,2011,500 - Ciencias naturales y matemáticas,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,1,1.0,0.0,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,ALEMÁN,1,2.18,1.89,28
Brasil,2011,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,ESPAÑOL,4,2.18,1.89,28
Brasil,2011,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,FRANCÉS,3,2.18,1.89,28
Brasil,2011,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,GRIEGO,1,2.18,1.89,28
Brasil,2011,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,INGLÉS,26,2.18,1.89,28
Brasil,2011,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,ITALIANO,1,2.18,1.89,28
Brasil,2011,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,LENGUA NO DETERMINADA,14,2.18,1.89,28
Brasil,2011,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,POLACO,2,2.18,1.89,28
Brasil,2011,600 - Tecnología (Ciencias aplicadas),10% - 20%,2,PORTUGUÉS,9,2.18,1.89,28
Brasil,2011,600 - Tecnología (Ciencias aplicadas),20% - 30%,3,FRANCÉS,6,1.78,0.97,9
Brasil,2011,600 - Tecnología (Ciencias aplicadas),20% - 30%,3,INGLÉS,5,1.78,0.97,9
Brasil,2011,600 - Tecnología (Ciencias aplicadas),20% - 30%,3,ITALIANO,1,1.78,0.97,9
Brasil,2011,600 - Tecnología (Ciencias aplicadas),20% - 30%,3,LENGUA NO DETERMINADA,2,1.78,0.97,9
Brasil,2011,600 - Tecnología (Ciencias aplicadas),20% - 30%,3,PORTUGUÉS,2,1.78,0.97,9
Brasil,2011,600 - Tecnología (Ciencias aplicadas),30% - 40%,4,ALEMÁN,1,1.36,0.67,11
Brasil,2011,600 - Tecnología (Ciencias aplicadas),30% - 40%,4,ESPAÑOL,5,1.36,0.67,11
Brasil,2011,600 - Tecnología (Ciencias aplicadas),30% - 40%,4,FRANCÉS,1,1.36,0.67,11
Brasil,2011,600 - Tecnología (Ciencias aplicadas),30% - 40%,4,GRIEGO,1,1.36,0.67,11
Brasil,2011,600 - Tecnología (Ciencias aplicadas),30% - 40%,4,INGLÉS,1,1.36,0.67,11
Brasil,2011,600 - Tecnología (Ciencias aplicadas),30% - 40%,4,ITALIANO,1,1.36,0.67,11
Brasil,2011,600 - Tecnología (Ciencias aplicadas),30% - 40%,4,LENGUA NO DETERMINADA,4,1.36,0.67,11
Brasil,2011,600 - Tecnología (Ciencias aplicadas),30% - 40%,4,PORTUGUÉS,1,1.36,0.67,11
Brasil,2011,600 - Tecnología (Ciencias aplicadas),40% - 50%,5,ALEMÁN,1,1.14,0.38,7
Brasil,2011,600 - Tecnología (Ciencias aplicadas),40% - 50%,5,ESPAÑOL,3,1.14,0.38,7
Brasil,2011,600 - Tecnología (Ciencias aplicadas),40% - 50%,5,LENGUA NO DETERMINADA,4,1.14,0.38,7
Brasil,2011,600 - Tecnología (Ciencias aplicadas),50% - 60%,6,FRANCÉS,1,1.0,0.0,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),50% - 60%,6,INGLÉS,1,1.0,0.0,2
Brasil,2011,600 - Tecnología (Ciencias aplicadas),60% - 70%,7,ALEMÁN,1,1.0,0.0,7
Brasil,2011,600 - Tecnología (Ciencias aplicadas),60% - 70%,7,INGLÉS,1,1.0,0.0,7
Brasil,2011,600 - Tecnología (Ciencias aplicadas),60% - 70%,7,LENGUA NO DETERMINADA,4,1.0,0.0,7
Brasil,2011,600 - Tecnología (Ciencias aplicadas),60% - 70%,7,PORTUGUÉS,1,1.0,0.0,7
Brasil,2011,600 - Tecnología (Ciencias aplicadas),70% - 80%,8,ESPAÑOL,1,1.0,0.0,5
Brasil,2011,600 - Tecnología (Ciencias aplicadas),70% - 80%,8,INGLÉS,1,1.0,0.0,5
Brasil,2011,600 - Tecnología (Ciencias aplicadas),70% - 80%,8,LENGUA NO DETERMINADA,2,1.0,0.0,5
Brasil,2011,600 - Tecnología (Ciencias aplicadas),70% - 80%,8,PORTUGUÉS,1,1.0,0.0,5
Brasil,2011,600 - Tecnología (Ciencias aplicadas),80% - 90%,9,GRIEGO,1,1.0,0.0,4
Brasil,2011,600 - Tecnología (Ciencias aplicadas),80% - 90%,9,INGLÉS,1,1.0,0.0,4
Brasil,2011,600 - Tecnología (Ciencias aplicadas),80% - 90%,9,LENGUA NO DETERMINADA,1,1.0,0.0,4
Brasil,2011,600 - Tecnología (Ciencias aplicadas),80% - 90%,9,PORTUGUÉS,1,1.0,0.0,4
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Larga Cola,10,ALEMÁN,1,1.0,0.0,8
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Larga Cola,10,ESPAÑOL,1,1.0,0.0,8
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Larga Cola,10,FRANCÉS,1,1.0,0.0,8
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Larga Cola,10,INGLÉS,2,1.0,0.0,8
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Larga Cola,10,LATÍN,1,1.0,0.0,8
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Larga Cola,10,PORTUGUÉS,2,1.0,0.0,8
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Top 10% (Grandes Motores),1,ALEMÁN,4,6.03,8.28,59
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Top 10% (Grandes Motores),1,ESPAÑOL,31,6.03,8.28,59
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Top 10% (Grandes Motores),1,FRANCÉS,28,6.03,8.28,59
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Top 10% (Grandes Motores),1,GRIEGO,1,6.03,8.28,59
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Top 10% (Grandes Motores),1,INGLÉS,223,6.03,8.28,59
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Top 10% (Grandes Motores),1,ITALIANO,4,6.03,8.28,59
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Top 10% (Grandes Motores),1,JAPONÉS,19,6.03,8.28,59
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,37,6.03,8.28,59
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Top 10% (Grandes Motores),1,PORTUGUÉS,6,6.03,8.28,59
Brasil,2011,600 - Tecnología (Ciencias aplicadas),Top 10% (Grandes Motores),1,RUSO,3,6.03,8.28,59
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,ALEMÁN,31,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,CHINO,2,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,ESPAÑOL,18,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,FRANCÉS,22,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,GEORGIANO,2,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,GRIEGO,12,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,HEBREO,9,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,INGLÉS,125,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,ITALIANO,14,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,JAPONÉS,5,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,LATÍN,1,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,LENGUA NO DETERMINADA,31,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,POLACO,2,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,PORTUGUÉS,32,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,10% - 20%,2,TURCO,4,4.31,3.54,72
Brasil,2011,800 - Literatura y retórica,20% - 30%,3,ALEMÁN,4,2.39,1.38,69
Brasil,2011,800 - Literatura y retórica,20% - 30%,3,ESPAÑOL,15,2.39,1.38,69
Brasil,2011,800 - Literatura y retórica,20% - 30%,3,FRANCÉS,12,2.39,1.38,69
Brasil,2011,800 - Literatura y retórica,20% - 30%,3,GALLEGO,3,2.39,1.38,69
Brasil,2011,800 - Literatura y retórica,20% - 30%,3,INGLÉS,72,2.39,1.38,69
Brasil,2011,800 - Literatura y retórica,20% - 30%,3,ITALIANO,2,2.39,1.38,69
Brasil,2011,800 - Literatura y retórica,20% - 30%,3,LENGUA NO DETERMINADA,29,2.39,1.38,69
Brasil,2011,800 - Literatura y retórica,20% - 30%,3,NEERLANDÉS,1,2.39,1.38,69
Brasil,2011,800 - Literatura y retórica,20% - 30%,3,PORTUGUÉS,15,2.39,1.38,69
Brasil,2011,800 - Literatura y retórica,20% - 30%,3,RUMANO,6,2.39,1.38,69
Brasil,2011,800 - Literatura y retórica,20% - 30%,3,RUSO,6,2.39,1.38,69
Brasil,2011,800 - Literatura y retórica,30% - 40%,4,CATALÁN,1,1.58,0.71,55
Brasil,2011,800 - Literatura y retórica,30% - 40%,4,ESPAÑOL,7,1.58,0.71,55
Brasil,2011,800 - Literatura y retórica,30% - 40%,4,FRANCÉS,10,1.58,0.71,55
Brasil,2011,800 - Literatura y retórica,30% - 40%,4,GRIEGO,2,1.58,0.71,55
Brasil,2011,800 - Literatura y retórica,30% - 40%,4,INGLÉS,22,1.58,0.71,55
Brasil,2011,800 - Literatura y retórica,30% - 40%,4,ITALIANO,2,1.58,0.71,55
Brasil,2011,800 - Literatura y retórica,30% - 40%,4,LENGUA NO DETERMINADA,30,1.58,0.71,55
Brasil,2011,800 - Literatura y retórica,30% - 40%,4,PORTUGUÉS,13,1.58,0.71,55
Brasil,2011,800 - Literatura y retórica,40% - 50%,5,ALEMÁN,3,1.25,0.44,40
Brasil,2011,800 - Literatura y retórica,40% - 50%,5,ESPAÑOL,5,1.25,0.44,40
Brasil,2011,800 - Literatura y retórica,40% - 50%,5,FRANCÉS,7,1.25,0.44,40
Brasil,2011,800 - Literatura y retórica,40% - 50%,5,INGLÉS,20,1.25,0.44,40
Brasil,2011,800 - Literatura y retórica,40% - 50%,5,LENGUA NO DETERMINADA,10,1.25,0.44,40
Brasil,2011,800 - Literatura y retórica,40% - 50%,5,PORTUGUÉS,5,1.25,0.44,40
Brasil,2011,800 - Literatura y retórica,50% - 60%,6,ALEMÁN,1,1.19,0.4,26
Brasil,2011,800 - Literatura y retórica,50% - 60%,6,ESPAÑOL,1,1.19,0.4,26
Brasil,2011,800 - Literatura y retórica,50% - 60%,6,FRANCÉS,5,1.19,0.4,26
Brasil,2011,800 - Literatura y retórica,50% - 60%,6,INGLÉS,8,1.19,0.4,26
Brasil,2011,800 - Literatura y retórica,50% - 60%,6,ITALIANO,4,1.19,0.4,26
Brasil,2011,800 - Literatura y retórica,50% - 60%,6,JAPONÉS,1,1.19,0.4,26
Brasil,2011,800 - Literatura y retórica,50% - 60%,6,LENGUA NO DETERMINADA,7,1.19,0.4,26
Brasil,2011,800 - Literatura y retórica,50% - 60%,6,PORTUGUÉS,4,1.19,0.4,26
Brasil,2011,800 - Literatura y retórica,60% - 70%,7,ALEMÁN,1,1.0,0.0,23
Brasil,2011,800 - Literatura y retórica,60% - 70%,7,ESPAÑOL,3,1.0,0.0,23
Brasil,2011,800 - Literatura y retórica,60% - 70%,7,INGLÉS,7,1.0,0.0,23
Brasil,2011,800 - Literatura y retórica,60% - 70%,7,LENGUA NO DETERMINADA,7,1.0,0.0,23
Brasil,2011,800 - Literatura y retórica,60% - 70%,7,PORTUGUÉS,5,1.0,0.0,23
Brasil,2011,800 - Literatura y retórica,70% - 80%,8,ESPAÑOL,3,1.0,0.0,30
Brasil,2011,800 - Literatura y retórica,70% - 80%,8,FRANCÉS,2,1.0,0.0,30
Brasil,2011,800 - Literatura y retórica,70% - 80%,8,INGLÉS,5,1.0,0.0,30
Brasil,2011,800 - Literatura y retórica,70% - 80%,8,ITALIANO,1,1.0,0.0,30
Brasil,2011,800 - Literatura y retórica,70% - 80%,8,JAPONÉS,1,1.0,0.0,30
Brasil,2011,800 - Literatura y retórica,70% - 80%,8,LENGUA NO DETERMINADA,12,1.0,0.0,30
Brasil,2011,800 - Literatura y retórica,70% - 80%,8,PORTUGUÉS,6,1.0,0.0,30
Brasil,2011,800 - Literatura y retórica,80% - 90%,9,COREANO,1,1.0,0.0,21
Brasil,2011,800 - Literatura y retórica,80% - 90%,9,FRANCÉS,3,1.0,0.0,21
Brasil,2011,800 - Literatura y retórica,80% - 90%,9,INGLÉS,5,1.0,0.0,21
Brasil,2011,800 - Literatura y retórica,80% - 90%,9,LENGUA NO DETERMINADA,8,1.0,0.0,21
Brasil,2011,800 - Literatura y retórica,80% - 90%,9,PORTUGUÉS,4,1.0,0.0,21
Brasil,2011,800 - Literatura y retórica,Larga Cola,10,ESPAÑOL,2,1.0,0.0,24
Brasil,2011,800 - Literatura y retórica,Larga Cola,10,FRANCÉS,2,1.0,0.0,24
Brasil,2011,800 - Literatura y retórica,Larga Cola,10,INGLÉS,4,1.0,0.0,24
Brasil,2011,800 - Literatura y retórica,Larga Cola,10,LENGUA NO DETERMINADA,10,1.0,0.0,24
Brasil,2011,800 - Literatura y retórica,Larga Cola,10,PORTUGUÉS,5,1.0,0.0,24
Brasil,2011,800 - Literatura y retórica,Larga Cola,10,SÁNSCRITO,1,1.0,0.0,24
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,ALEMÁN,58,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,CHINO,2,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,COREANO,13,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,DANÉS,3,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,ESPAÑOL,120,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,FRANCÉS,157,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,GRIEGO,14,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,HEBREO,1,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,HÚNGARO,1,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,INGLÉS,1809,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,ITALIANO,79,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,JAPONÉS,20,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,LATÍN,3,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,302,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,NEERLANDÉS,3,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,NORUEGO,1,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,PORTUGUÉS,241,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,RUSO,6,31.52,57.05,90
Brasil,2011,800 - Literatura y retórica,Top 10% (Grandes Motores),1,SUECO,4,31.52,57.05,90
Brasil,2011,SIN IDENTIFICAR,10% - 20%,2,ALEMÁN,5,4.82,4.31,34
Brasil,2011,SIN IDENTIFICAR,10% - 20%,2,CHINO,1,4.82,4.31,34
Brasil,2011,SIN IDENTIFICAR,10% - 20%,2,ESPAÑOL,1,4.82,4.31,34
Brasil,2011,SIN IDENTIFICAR,10% - 20%,2,FRANCÉS,8,4.82,4.31,34
Brasil,2011,SIN IDENTIFICAR,10% - 20%,2,HEBREO,2,4.82,4.31,34
Brasil,2011,SIN IDENTIFICAR,10% - 20%,2,INGLÉS,93,4.82,4.31,34
Brasil,2011,SIN IDENTIFICAR,10% - 20%,2,ITALIANO,6,4.82,4.31,34
Brasil,2011,SIN IDENTIFICAR,10% - 20%,2,LENGUA NO DETERMINADA,36,4.82,4.31,34
Brasil,2011,SIN IDENTIFICAR,10% - 20%,2,PORTUGUÉS,11,4.82,4.31,34
Brasil,2011,SIN IDENTIFICAR,10% - 20%,2,RUSO,1,4.82,4.31,34
Brasil,2011,SIN IDENTIFICAR,20% - 30%,3,ALEMÁN,1,2.48,1.73,25
Brasil,2011,SIN IDENTIFICAR,20% - 30%,3,ESPAÑOL,5,2.48,1.73,25
Brasil,2011,SIN IDENTIFICAR,20% - 30%,3,FRANCÉS,3,2.48,1.73,25
Brasil,2011,SIN IDENTIFICAR,20% - 30%,3,INGLÉS,31,2.48,1.73,25
Brasil,2011,SIN IDENTIFICAR,20% - 30%,3,LENGUA NO DETERMINADA,17,2.48,1.73,25
Brasil,2011,SIN IDENTIFICAR,20% - 30%,3,PORTUGUÉS,5,2.48,1.73,25
Brasil,2011,SIN IDENTIFICAR,30% - 40%,4,ALEMÁN,1,1.79,0.92,28
Brasil,2011,SIN IDENTIFICAR,30% - 40%,4,ESPAÑOL,1,1.79,0.92,28
Brasil,2011,SIN IDENTIFICAR,30% - 40%,4,FINÉS,1,1.79,0.92,28
Brasil,2011,SIN IDENTIFICAR,30% - 40%,4,FRANCÉS,7,1.79,0.92,28
Brasil,2011,SIN IDENTIFICAR,30% - 40%,4,INGLÉS,7,1.79,0.92,28
Brasil,2011,SIN IDENTIFICAR,30% - 40%,4,ITALIANO,3,1.79,0.92,28
Brasil,2011,SIN IDENTIFICAR,30% - 40%,4,LADINO,1,1.79,0.92,28
Brasil,2011,SIN IDENTIFICAR,30% - 40%,4,LENGUA NO DETERMINADA,23,1.79,0.92,28
Brasil,2011,SIN IDENTIFICAR,30% - 40%,4,PORTUGUÉS,6,1.79,0.92,28
Brasil,2011,SIN IDENTIFICAR,40% - 50%,5,ALEMÁN,1,1.58,0.51,19
Brasil,2011,SIN IDENTIFICAR,40% - 50%,5,ESPAÑOL,4,1.58,0.51,19
Brasil,2011,SIN IDENTIFICAR,40% - 50%,5,FRANCÉS,3,1.58,0.51,19
Brasil,2011,SIN IDENTIFICAR,40% - 50%,5,INGLÉS,6,1.58,0.51,19
Brasil,2011,SIN IDENTIFICAR,40% - 50%,5,LENGUA NO DETERMINADA,10,1.58,0.51,19
Brasil,2011,SIN IDENTIFICAR,40% - 50%,5,PORTUGUÉS,6,1.58,0.51,19
Brasil,2011,SIN IDENTIFICAR,50% - 60%,6,ESPAÑOL,1,1.16,0.37,25
Brasil,2011,SIN IDENTIFICAR,50% - 60%,6,FRANCÉS,2,1.16,0.37,25
Brasil,2011,SIN IDENTIFICAR,50% - 60%,6,INGLÉS,10,1.16,0.37,25
Brasil,2011,SIN IDENTIFICAR,50% - 60%,6,ITALIANO,2,1.16,0.37,25
Brasil,2011,SIN IDENTIFICAR,50% - 60%,6,LENGUA NO DETERMINADA,10,1.16,0.37,25
Brasil,2011,SIN IDENTIFICAR,50% - 60%,6,PORTUGUÉS,4,1.16,0.37,25
Brasil,2011,SIN IDENTIFICAR,60% - 70%,7,ESPAÑOL,3,1.0,0.0,17
Brasil,2011,SIN IDENTIFICAR,60% - 70%,7,FRANCÉS,2,1.0,0.0,17
Brasil,2011,SIN IDENTIFICAR,60% - 70%,7,INGLÉS,5,1.0,0.0,17
Brasil,2011,SIN IDENTIFICAR,60% - 70%,7,LENGUA NO DETERMINADA,3,1.0,0.0,17
Brasil,2011,SIN IDENTIFICAR,60% - 70%,7,PORTUGUÉS,4,1.0,0.0,17
Brasil,2011,SIN IDENTIFICAR,70% - 80%,8,INGLÉS,4,1.0,0.0,14
Brasil,2011,SIN IDENTIFICAR,70% - 80%,8,LENGUA NO DETERMINADA,6,1.0,0.0,14
Brasil,2011,SIN IDENTIFICAR,70% - 80%,8,PORTUGUÉS,4,1.0,0.0,14
Brasil,2011,SIN IDENTIFICAR,80% - 90%,9,ESPAÑOL,1,1.0,0.0,20
Brasil,2011,SIN IDENTIFICAR,80% - 90%,9,FRANCÉS,1,1.0,0.0,20
Brasil,2011,SIN IDENTIFICAR,80% - 90%,9,INGLÉS,2,1.0,0.0,20
Brasil,2011,SIN IDENTIFICAR,80% - 90%,9,LENGUA NO DETERMINADA,6,1.0,0.0,20
Brasil,2011,SIN IDENTIFICAR,80% - 90%,9,PORTUGUÉS,10,1.0,0.0,20
Brasil,2011,SIN IDENTIFICAR,Larga Cola,10,FRANCÉS,1,1.0,0.0,15
Brasil,2011,SIN IDENTIFICAR,Larga Cola,10,INGLÉS,3,1.0,0.0,15
Brasil,2011,SIN IDENTIFICAR,Larga Cola,10,LENGUA NO DETERMINADA,7,1.0,0.0,15
Brasil,2011,SIN IDENTIFICAR,Larga Cola,10,PORTUGUÉS,4,1.0,0.0,15
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,ALEMÁN,19,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,ESLOVACO,1,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,ESPAÑOL,120,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,FRANCÉS,60,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,GRIEGO,3,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,HEBREO,1,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,INGLÉS,870,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,ITALIANO,66,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,JAPONÉS,3,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,LENGUA NO DETERMINADA,148,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,POLACO,1,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,PORTUGUÉS,43,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,SUECO,4,21.61,30.05,62
Brasil,2011,SIN IDENTIFICAR,Top 10% (Grandes Motores),1,ÁRABE,1,21.61,30.05,62
Brasil,2011,TODOS,10% - 20%,2,ALEMÁN,66,12.11,3.8,97
Brasil,2011,TODOS,10% - 20%,2,CHINO,3,12.11,3.8,97
Brasil,2011,TODOS,10% - 20%,2,ESPAÑOL,67,12.11,3.8,97
Brasil,2011,TODOS,10% - 20%,2,FRANCÉS,84,12.11,3.8,97
Brasil,2011,TODOS,10% - 20%,2,GEORGIANO,2,12.11,3.8,97
Brasil,2011,TODOS,10% - 20%,2,GRIEGO,19,12.11,3.8,97
Brasil,2011,TODOS,10% - 20%,2,HEBREO,18,12.11,3.8,97
Brasil,2011,TODOS,10% - 20%,2,IGBO,1,12.11,3.8,97
