PAIS,ANO,DEWEY PRINCIPAL,IDIOMA DE ORIGEN,IDIOMA PUBLICACION,EDITORIAL,CANTIDAD
Colombia,2014,400 - Lenguas,LENGUA NO DETERMINADA,MULTILINGÜE,IMPRESORA FERIVA S.A.,1
Colombia,2014,500 - Ciencias naturales y matemáticas,ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,10
Colombia,2014,500 - Ciencias naturales y matemáticas,ESPAÑOL,INGLÉS,UNIVERSIDAD NACIONAL DE COLOMBIA,1
Colombia,2014,500 - Ciencias naturales y matemáticas,FRANCÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,3
Colombia,2014,500 - Ciencias naturales y matemáticas,INGLÉS,ESPAÑOL,GRUPO EDITORIAL SHALOM S.A.S.,3
Colombia,2014,500 - Ciencias naturales y matemáticas,INGLÉS,ESPAÑOL,M.S.T.V. & VIDEO EDITORES Y CIA SAS,6
Colombia,2014,500 - Ciencias naturales y matemáticas,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,31
Colombia,2014,500 - Ciencias naturales y matemáticas,INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,2
Colombia,2014,500 - Ciencias naturales y matemáticas,INGLÉS,ESPAÑOL,"VASQUEZ SILVA, HERNANDO",2
Colombia,2014,500 - Ciencias naturales y matemáticas,LENGUA NO DETERMINADA,MULTILINGÜE,SOCIEDAD INTERNACIONAL PARA LA CONCIENCIA DE KRISHNA,1
Colombia,2014,500 - Ciencias naturales y matemáticas,PORTUGUÉS,ESPAÑOL,EDITORIAL IMPRESION MEDICA S.A.S.,2
Colombia,2014,600 - Tecnología (Ciencias aplicadas),ALEMÁN,ESPAÑOL,EDITORIAL GUADUALES LIMITADA,1
Colombia,2014,600 - Tecnología (Ciencias aplicadas),ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,21
Colombia,2014,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,INGLÉS,CENTRO INTERNACIONAL DE AGRICULTURA TROPICAL,2
Colombia,2014,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,INGLÉS,EDITORIAL IMPRESION MEDICA S.A.S.,1
Colombia,2014,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,INGLÉS,FEDERACION NACIONAL DE CULTIVADORES DE PALMA DE ACEITE,1
Colombia,2014,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,INGLÉS,"VALENCIA VELASQUEZ, CARLOS ALBERTO",2
Colombia,2014,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,INGLÉS,WORLD WILDLIFE FUND. INC (WWF),2
Colombia,2014,600 - Tecnología (Ciencias aplicadas),FRANCÉS,ESPAÑOL,GRUPO PLANETA,1
Colombia,2014,600 - Tecnología (Ciencias aplicadas),FRANCÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2014,600 - Tecnología (Ciencias aplicadas),INGLÉS,ESPAÑOL,GARANI.S.A.S,47
Colombia,2014,600 - Tecnología (Ciencias aplicadas),INGLÉS,ESPAÑOL,GRUPO DISTRIBUNA SAS,3
Colombia,2014,600 - Tecnología (Ciencias aplicadas),INGLÉS,ESPAÑOL,ORGANIZACION IBEROAMERICANA DE PROTECCION CONTRA INCENDIOS,4
Colombia,2014,600 - Tecnología (Ciencias aplicadas),INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,8
Colombia,2014,600 - Tecnología (Ciencias aplicadas),INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,5
Colombia,2014,600 - Tecnología (Ciencias aplicadas),INGLÉS,INGLÉS,ESCUELA COLOMBIANA DE INGENIERIA,1
Colombia,2014,600 - Tecnología (Ciencias aplicadas),INGLÉS,INGLÉS,GARANI.S.A.S,3
Colombia,2014,600 - Tecnología (Ciencias aplicadas),ITALIANO,ESPAÑOL,GARANI.S.A.S,1
Colombia,2014,600 - Tecnología (Ciencias aplicadas),ITALIANO,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2014,600 - Tecnología (Ciencias aplicadas),ITALIANO,ITALIANO,GARANI.S.A.S,2
Colombia,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,ESPAÑOL,GARANI.S.A.S,3
Colombia,2014,600 - Tecnología (Ciencias aplicadas),LENGUA NO DETERMINADA,MULTILINGÜE,CONSUELO MENDOZA EDICIONES S EN C,1
Colombia,2014,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,ESPAÑOL,GARANI.S.A.S,4
Colombia,2014,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,ESPAÑOL,SOCIEDAD DE SAN PABLO,1
Colombia,2014,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,ESPAÑOL,UNIVERSIDAD DE NARINO,1
Colombia,2014,600 - Tecnología (Ciencias aplicadas),PORTUGUÉS,PORTUGUÉS,GARANI.S.A.S,3
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,ESPAÑOL,MULTILINGÜE,LA SILUETA EDICIONES LTDA.,1
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,ESPAÑOL,MULTILINGÜE,"NARANJO URIBE, MONICA",1
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,FRANCÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,5
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,INGLÉS,ESPAÑOL,GRUPO PLANETA,1
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,37
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,INGLÉS,ESPAÑOL,UNIVERSIDAD DEL CAUCA,1
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,LENGUA NO DETERMINADA,INGLÉS,VILLEGAS ASOCIADOS S.A.,1
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,LENGUA NO DETERMINADA,MULTILINGÜE,"BELLO MENDOZA, MILTON FERNANDO",1
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,LENGUA NO DETERMINADA,MULTILINGÜE,CARBONELL JOSE ANTONIO (EDITORIAL MAREMAGNUM),1
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,LENGUA NO DETERMINADA,MULTILINGÜE,DEMATINADA SAS,1
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,LENGUA NO DETERMINADA,MULTILINGÜE,MUNICIPIO DE MEDELLIN,1
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,LENGUA NO DETERMINADA,MULTILINGÜE,SOCIEDAD COLOMBIANA DE ARQUITECTOS,1
Colombia,2014,700 - Las Artes  Bellas artes y artes decorativas,PORTUGUÉS,ESPAÑOL,UNIVERSIDAD DE LOS ANDES,1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,ALEMÁN,ESPAÑOL,UNIVERSIDAD DEL ROSARIO,2
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,INGLÉS,GALERIA CASAS RIEGNER S.A.S,1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,INGLÉS,"PATINO SPITZER, SYLVIA",1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,PORTUGUÉS,"PATINO SPITZER, SYLVIA",1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,ESPAÑOL,FONDO MIXTO DE PROMOCION CINEMATOGRAFICA PROIMAGENES COLOMBIA,1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,ESPAÑOL,GRUPO PLANETA,1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,ESPAÑOL,HUS HOLA SAS,1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,ESPAÑOL,UNIVERSIDAD DE LOS ANDES,2
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,ITALIANO,ESPAÑOL,UNIVERSIDAD DE ANTIOQUIA,1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,ESPAÑOL,UNIVERSIDAD NACIONAL DE COLOMBIA,1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,MULTILINGÜE,CORPORACION MUSEO DE ARTE MODERNO,1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,MULTILINGÜE,FUNDACION NEME,1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,MULTILINGÜE,FUNDACION PROYECTO BACHUE,1
Colombia,2014,700 - Las Artes Bellas artes y artes decorativas,LENGUA NO DETERMINADA,MULTILINGÜE,MUSEO DE ANTIOQUIA,1
Colombia,2014,800 - Literatura y retórica,ALEMÁN,ESPAÑOL,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1
Colombia,2014,800 - Literatura y retórica,ALEMÁN,ESPAÑOL,GRUPO PLANETA,2
Colombia,2014,800 - Literatura y retórica,ALEMÁN,ESPAÑOL,GRUPO SM,4
Colombia,2014,800 - Literatura y retórica,ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,33
Colombia,2014,800 - Literatura y retórica,ALEMÁN,ESPAÑOL,REPRESENTACIONES Y EDICIONES ELIBER LTDA.,5
Colombia,2014,800 - Literatura y retórica,CHECO,ESPAÑOL,GRUPO PLANETA,6
Colombia,2014,800 - Literatura y retórica,CHINO,ESPAÑOL,GRUPO PLANETA,1
Colombia,2014,800 - Literatura y retórica,DANÉS,ESPAÑOL,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1
Colombia,2014,800 - Literatura y retórica,DANÉS,MULTILINGÜE,EDITEMOS SAS,1
Colombia,2014,800 - Literatura y retórica,ESPAÑOL,ESPAÑOL,ALCALDIA DE PASTO,1
Colombia,2014,800 - Literatura y retórica,ESPAÑOL,INGLÉS,EDITORIAL HUELLAS SAS,1
Colombia,2014,800 - Literatura y retórica,ESPAÑOL,INGLÉS,EDUCAR EDITORES S.A.,5
Colombia,2014,800 - Literatura y retórica,ESPAÑOL,INGLÉS,ELIBROS EDITORIAL SAS,2
Colombia,2014,800 - Literatura y retórica,ESPAÑOL,INGLÉS,"GONZALEZ MOORE, JORGE GABRIEL",1
Colombia,2014,800 - Literatura y retórica,ESPAÑOL,MULTILINGÜE,EDITORIAL GENTE NUEVA S.A.S,1
Colombia,2014,800 - Literatura y retórica,FRANCÉS,ESPAÑOL,GRUPO PLANETA,3
Colombia,2014,800 - Literatura y retórica,FRANCÉS,ESPAÑOL,GRUPO SM,3
Colombia,2014,800 - Literatura y retórica,FRANCÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,55
Colombia,2014,800 - Literatura y retórica,FRANCÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,6
Colombia,2014,800 - Literatura y retórica,FRANCÉS,ESPAÑOL,REY NARANJO EDITORES S.A.S,5
Colombia,2014,800 - Literatura y retórica,FRANCÉS,MULTILINGÜE,INSTITUTO DISTRITAL DE LAS ARTES,2
Colombia,2014,800 - Literatura y retórica,GRIEGO,ESPAÑOL,EDITORIAL ATENEA LTDA.,1
Colombia,2014,800 - Literatura y retórica,GRIEGO,ESPAÑOL,EDITORIAL UNION LTDA.,1
Colombia,2014,800 - Literatura y retórica,GRIEGO,ESPAÑOL,"HERNANDEZ ARBELAEZ, IVAN / FRAILEJON EDITORES",1
Colombia,2014,800 - Literatura y retórica,INGLÉS,ESPAÑOL,EDUCACTIVA,8
Colombia,2014,800 - Literatura y retórica,INGLÉS,ESPAÑOL,GRUPO PLANETA,54
Colombia,2014,800 - Literatura y retórica,INGLÉS,ESPAÑOL,GRUPO SM,12
Colombia,2014,800 - Literatura y retórica,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,151
Colombia,2014,800 - Literatura y retórica,INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,125
Colombia,2014,800 - Literatura y retórica,INGLÉS,INGLÉS,EDITORIAL ATENEA LTDA.,1
Colombia,2014,800 - Literatura y retórica,INGLÉS,INGLÉS,"HERNANDEZ ARBELAEZ, IVAN / FRAILEJON EDITORES",1
Colombia,2014,800 - Literatura y retórica,INGLÉS,MULTILINGÜE,EDITORIAL LIBROS & LIBROS S.A.,1
Colombia,2014,800 - Literatura y retórica,INGLÉS,MULTILINGÜE,FUNDACION LITERARIA EXILIO,1
Colombia,2014,800 - Literatura y retórica,INGLÉS,MULTILINGÜE,PENGUIN RANDOM HOUSE,1
Colombia,2014,800 - Literatura y retórica,INGLÉS,MULTILINGÜE,TRAGALUZ EDITORES S.A.S.,1
Colombia,2014,800 - Literatura y retórica,INGLÉS,MULTILINGÜE,VISOR LIBROS COLOMBIA SAS,1
Colombia,2014,800 - Literatura y retórica,ITALIANO,ESPAÑOL,ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,1
Colombia,2014,800 - Literatura y retórica,ITALIANO,ESPAÑOL,EDICIONES MONSERRATE SAS,1
Colombia,2014,800 - Literatura y retórica,ITALIANO,ESPAÑOL,GRUPO PLANETA,10
Colombia,2014,800 - Literatura y retórica,ITALIANO,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,17
Colombia,2014,800 - Literatura y retórica,ITALIANO,ESPAÑOL,PENGUIN RANDOM HOUSE,3
Colombia,2014,800 - Literatura y retórica,ITALIANO,MULTILINGÜE,3J EDITORES S.A,11
Colombia,2014,800 - Literatura y retórica,JAPONÉS,ESPAÑOL,GRUPO PLANETA,8
Colombia,2014,800 - Literatura y retórica,JAPONÉS,ESPAÑOL,SIGLO DEL HOMBRE EDITORES LTDA,1
Colombia,2014,800 - Literatura y retórica,LATÍN,ESPAÑOL,EDITORIAL ATENEA LTDA.,1
Colombia,2014,800 - Literatura y retórica,LATÍN,ESPAÑOL,EDUCACTIVA,1
Colombia,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,ESPAÑOL,COMERCIALIZADORA CONO SUR LTDA,2
Colombia,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,ESPAÑOL,DISTRIBUCIONES DACAR - DANIEL CARDONA,4
Colombia,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,ESPAÑOL,EDUCAR EDITORES S.A.,4
Colombia,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,ESPAÑOL,INTERMEDIO EDITORES S.A.S,2
Colombia,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,ESPAÑOL,PENGUIN RANDOM HOUSE,4
Colombia,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,INGLÉS,EDITORIAL DARTAGNAN SAS,1
Colombia,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,MULTILINGÜE,EDITORIAL 3J MEDIA SAS,2
Colombia,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,MULTILINGÜE,"GARZON CABRERA, MARTIN",1
Colombia,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,MULTILINGÜE,LUABOOKS S A S,1
Colombia,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,MULTILINGÜE,"SALDARRIAGA GUAYARA, MARTIN DE JESUS",1
Colombia,2014,800 - Literatura y retórica,LENGUA NO DETERMINADA,MULTILINGÜE,SIC EDITORIAL LTDA.,9
Colombia,2014,800 - Literatura y retórica,NEERLANDÉS,ESPAÑOL,GRUPO SM,1
Colombia,2014,800 - Literatura y retórica,NEERLANDÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,10
Colombia,2014,800 - Literatura y retórica,PORTUGUÉS,ESPAÑOL,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1
Colombia,2014,800 - Literatura y retórica,PORTUGUÉS,ESPAÑOL,GRUPO PLANETA,8
Colombia,2014,800 - Literatura y retórica,PORTUGUÉS,ESPAÑOL,INSTITUTO DISTRITAL DE LAS ARTES,1
Colombia,2014,800 - Literatura y retórica,PORTUGUÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,27
Colombia,2014,800 - Literatura y retórica,PORTUGUÉS,ESPAÑOL,TALLER DE EDICION-ROCCA S.A.,2
Colombia,2014,800 - Literatura y retórica,PORTUGUÉS,PORTUGUÉS,"HERNANDEZ ARBELAEZ, IVAN / FRAILEJON EDITORES",1
Colombia,2014,800 - Literatura y retórica,RUSO,ESPAÑOL,COMERCIALIZADORA CONO SUR LTDA,1
Colombia,2014,800 - Literatura y retórica,RUSO,ESPAÑOL,EDICIONES FONDO DE CULTURA ECONOMICA S.A.S.,1
Colombia,2014,800 - Literatura y retórica,RUSO,ESPAÑOL,EDITORIAL ATENEA LTDA.,1
Colombia,2014,800 - Literatura y retórica,RUSO,ESPAÑOL,EDUCACTIVA,1
Colombia,2014,800 - Literatura y retórica,RUSO,ESPAÑOL,PENGUIN RANDOM HOUSE,3
Colombia,2014,800 - Literatura y retórica,SUECO,ESPAÑOL,GRUPO PLANETA,4
Colombia,2014,800 - Literatura y retórica,SUECO,SUECO,CORPORACION EDITORIAL ZONA TORRIDA,1
Colombia,2014,900 - Geografía e historia,ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2014,900 - Geografía e historia,ESPAÑOL,INGLÉS,BANCO DE LA REPUBLICA,1
Colombia,2014,900 - Geografía e historia,ESPAÑOL,INGLÉS,CONTRALORIA GENERAL DE LA REPUBLICA,1
Colombia,2014,900 - Geografía e historia,ESPAÑOL,INGLÉS,EDITORIAL MIGEMA S.A.,1
Colombia,2014,900 - Geografía e historia,ESPAÑOL,INGLÉS,PUNTOAPARTE LTDA.,1
Colombia,2014,900 - Geografía e historia,ESPAÑOL,MULTILINGÜE,LETRARTE EDITORES S.A.S.,1
Colombia,2014,900 - Geografía e historia,FRANCÉS,ESPAÑOL,TRAGALUZ EDITORES S.A.S.,1
Colombia,2014,900 - Geografía e historia,INGLÉS,ESPAÑOL,FUNDACION EDITORIAL COLGRAF,1
Colombia,2014,900 - Geografía e historia,INGLÉS,ESPAÑOL,GRUPO PLANETA,3
Colombia,2014,900 - Geografía e historia,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,1
Colombia,2014,900 - Geografía e historia,INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,5
Colombia,2014,900 - Geografía e historia,INGLÉS,ESPAÑOL,UNIVERSIDAD DE LOS ANDES,2
Colombia,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,ESPAÑOL,INSTITUTO GEOGRAFICO AGUSTIN CODAZZI,1
Colombia,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Colombia,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,INGLÉS,BANCO DE LA REPUBLICA,1
Colombia,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,MULTILINGÜE,"DE LIMA LE FRANC, ERNESTO",1
Colombia,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,MULTILINGÜE,NESTLE DE COLOMBIA S.A.,1
Colombia,2014,900 - Geografía e historia,LENGUA NO DETERMINADA,MULTILINGÜE,SOMOS EDITORES LTDA.,1
Colombia,2014,900 - Geografía e historia,PORTUGUÉS,ESPAÑOL,GRUPO PLANETA,1
Colombia,2014,900 - Geografía e historia,PORTUGUÉS,ESPAÑOL,INSTITUTO DISTRITAL DE LAS ARTES,1
Colombia,2015,0 - Generalidades,ALEMÁN,ESPAÑOL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,2
Colombia,2015,0 - Generalidades,ALEMÁN,ESPAÑOL,UNIVERSIDAD AUTONOMA LATINOAMERICANA,1
Colombia,2015,0 - Generalidades,ESPAÑOL,ESPAÑOL,MNR COMUNICACIONES & EDICIONES S A S,1
Colombia,2015,0 - Generalidades,ESPAÑOL,INGLÉS,"CENTRO DE ESTUDIOS DE DERECHO, JUSTICIA Y SOCIEDAD",8
Colombia,2015,0 - Generalidades,ESPAÑOL,INGLÉS,FUNDACION GABRIEL GARCIA MARQUEZ PARA EL NUEVO PERIODISMO IBEROAMERICANO,1
Colombia,2015,0 - Generalidades,ESPAÑOL,INGLÉS,MINISTERIO DE CULTURA,1
Colombia,2015,0 - Generalidades,ESPAÑOL,INGLÉS,UNIVERSIDAD NACIONAL DE COLOMBIA,3
Colombia,2015,0 - Generalidades,FRANCÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,1
Colombia,2015,0 - Generalidades,INGLÉS,ESPAÑOL,ASOCIACION COLOMBIANA DE LIBREROS INDEPENDIENTES,1
Colombia,2015,0 - Generalidades,INGLÉS,ESPAÑOL,CANGREJO EDITORES LTDA.,3
Colombia,2015,0 - Generalidades,INGLÉS,ESPAÑOL,GRUPO PLANETA,1
Colombia,2015,0 - Generalidades,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,12
Colombia,2015,0 - Generalidades,INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,24
Colombia,2015,0 - Generalidades,INGLÉS,ÁRABE,FUNDACION DL PUBLICACIONES,1
Colombia,2015,0 - Generalidades,ITALIANO,ESPAÑOL,EDITORIAL ESCAR S.A.S,1
Colombia,2015,0 - Generalidades,ITALIANO,ESPAÑOL,UNIVERSIDAD DE LOS ANDES,2
Colombia,2015,0 - Generalidades,LENGUA NO DETERMINADA,ESPAÑOL,CABILDO INDIGENA DEL RESGUARDO KANKUAMO,1
Colombia,2015,0 - Generalidades,LENGUA NO DETERMINADA,ESPAÑOL,EDITORIAL SKLA-JORGE JAVIER VALENCIA QUINTERO,2
Colombia,2015,0 - Generalidades,LENGUA NO DETERMINADA,ESPAÑOL,FUNDACION COLOMBIA VIVA,1
Colombia,2015,0 - Generalidades,LENGUA NO DETERMINADA,ESPAÑOL,"MADRID ESCOBAR, ANDRES FELIPE",1
Colombia,2015,0 - Generalidades,LENGUA NO DETERMINADA,ESPAÑOL,SUSAETA EDICIONES S.A.,1
Colombia,2015,0 - Generalidades,LENGUA NO DETERMINADA,MULTILINGÜE,"IGUARAN, JOHN JAIRO",1
Colombia,2015,0 - Generalidades,LENGUA NO DETERMINADA,MULTILINGÜE,INSTITUTO ALEXANDER VON HUMBOLDT,1
Colombia,2015,0 - Generalidades,LENGUA NO DETERMINADA,MULTILINGÜE,MUNICIPIO DE MEDELLIN,1
Colombia,2015,100 - Filosofía y psicología,ALEMÁN,ESPAÑOL,"CASTILLO POVEDA, JORGE ARTURO",1
Colombia,2015,100 - Filosofía y psicología,ALEMÁN,ESPAÑOL,FUNDACION UNIVERSIDAD EXTERNADO DE COLOMBIA,3
Colombia,2015,100 - Filosofía y psicología,ALEMÁN,ESPAÑOL,"GARAVITO PINZON, JOSE GERMAN / MULTIPAPELES EDITORES",1
Colombia,2015,100 - Filosofía y psicología,ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,4
Colombia,2015,100 - Filosofía y psicología,ALEMÁN,ESPAÑOL,"QUIROZ DE VARGAS, LUCIA / EXITO EDICIONES",1
Colombia,2015,100 - Filosofía y psicología,ESPAÑOL,INGLÉS,UNIDAD DE INFORMACION Y ANALISIS FINANCIERO,3
Colombia,2015,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,ASOCIACION FORO DEL CAMPO LACANIANO DE MEDELLIN,1
Colombia,2015,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,EDITORIAL SOLAR SAS,1
Colombia,2015,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,GRUPO PLANETA,1
Colombia,2015,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,8
Colombia,2015,100 - Filosofía y psicología,FRANCÉS,ESPAÑOL,UNIVERSIDAD DE ANTIOQUIA,2
Colombia,2015,100 - Filosofía y psicología,GRIEGO,ESPAÑOL,COMERCIALIZADORA CONO SUR LTDA,1
Colombia,2015,100 - Filosofía y psicología,GRIEGO,ESPAÑOL,"QUIROZ DE VARGAS, LUCIA / EXITO EDICIONES",3
Colombia,2015,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,EDGEMAKERS S.A.S,3
Colombia,2015,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,GRUPO PLANETA,12
Colombia,2015,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,3
Colombia,2015,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,PENGUIN RANDOM HOUSE,14
Colombia,2015,100 - Filosofía y psicología,INGLÉS,ESPAÑOL,SOFIA EDITORES S.A.S.,3
Colombia,2015,100 - Filosofía y psicología,INGLÉS,INGLÉS,EDITORIAL SOLAR SAS,1
Colombia,2015,100 - Filosofía y psicología,INGLÉS,MULTILINGÜE,SOFIA EDITORES S.A.S.,1
Colombia,2015,100 - Filosofía y psicología,INGLÉS,MULTILINGÜE,UNIVERSIDAD DE LA SABANA,2
Colombia,2015,100 - Filosofía y psicología,ITALIANO,ESPAÑOL,GRUPO PLANETA,1
Colombia,2015,100 - Filosofía y psicología,ITALIANO,ESPAÑOL,SOCIEDAD DE SAN PABLO,4
Colombia,2015,100 - Filosofía y psicología,LATÍN,ESPAÑOL,GRUPO EDITORIAL CON LAS UNAS S.A.S.,1
Colombia,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,ESPAÑOL,"LAMUS AMAYA, MARIA CRISTINA",1
Colombia,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,ESPAÑOL,"SUAREZ MONSALVE, LUISA FERNANDA",1
Colombia,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,ESPAÑOL,UNIVERSIDAD DE ANTIOQUIA,1
Colombia,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,ESPAÑOL,UNIVERSIDAD NACIONAL DE COLOMBIA,1
Colombia,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,MULTILINGÜE,"CARDENAS LONDONO, RICARDO",1
Colombia,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,MULTILINGÜE,FUNDACION MAS ARTE MAS ACCION,1
Colombia,2015,100 - Filosofía y psicología,LENGUA NO DETERMINADA,MULTILINGÜE,"PENA ECHEVERRY, MARIA CAMILA",1
Colombia,2015,100 - Filosofía y psicología,PORTUGUÉS,ESPAÑOL,ASOCIACION CENTRO DE ESTUDIOS ESPIRITAS FRANCISCO DE ASIS,1
Colombia,2015,100 - Filosofía y psicología,PORTUGUÉS,ESPAÑOL,GRUPO PLANETA,1
Colombia,2015,100 - Filosofía y psicología,PORTUGUÉS,ESPAÑOL,INSTITUTO MISIONERO HIJAS DE SAN PABLO,1
Colombia,2015,100 - Filosofía y psicología,PORTUGUÉS,ESPAÑOL,SIGLO DEL HOMBRE EDITORES LTDA,2
Colombia,2015,200 - Religión,ALEMÁN,ESPAÑOL,PANAMERICANA LIBRERIA Y PAPELERIA,4
Colombia,2015,200 - Religión,CHINO,ESPAÑOL,EDICIONES MONSERRATE SAS,1
Colombia,2015,200 - Religión,ESPAÑOL,ESPAÑOL,"ECHEVERRY NARANJO, JUAN ALBERTO",2
Colombia,2015,200 - Religión,ESPAÑOL,INGLÉS,"ALUMA TENORIO, MARIA SOLEDAD",2
