PAIS,ANO,DEWEY PRINCIPAL,IDIOMA DE ORIGEN,IDIOMA PUBLICACION,EDITORIAL,CANTIDAD
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,INGLÉS,EDITORA ARQUEIRO LTDA,7
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,INGLÉS,GRUPO EDITORIAL FIVE,13
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,INGLÉS,LEABHAR BOOKS,13
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,ITALIANO,CLUBE DE AUTORES,1
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,ITALIANO,GRUPO EDITORIAL RECORD,1
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,ITALIANO,VALQUIRIA KOVALEVICH,1
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,LENGUA NO DETERMINADA,ANDREIA MARTINS DE ALMEIDA,1
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,LENGUA NO DETERMINADA,CARLOS ALBERTO SANTOS MOTA,1
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,LENGUA NO DETERMINADA,FERNANDO MARQUES DA SILVA,2
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,LENGUA NO DETERMINADA,JOSE NUNES MONTES NETO,3
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,LENGUA NO DETERMINADA,LEONARDO BASTOS,2
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,PORTUGUÉS,100/CABECAS,2
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,PORTUGUÉS,CEDIC DO BRASIL,5
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,PORTUGUÉS,EDITORA WISH,3
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,PORTUGUÉS,GLOBO LIVROS,2
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,PORTUGUÉS,JAMBO EDITORA,2
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,RUMANO,EDITORA CABANA VERMELHA,1
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,RUSO,ARS ET VITA,1
Brasil,2024,800 - Literatura y retórica,PORTUGUÉS,TURCO,EDITORA DA UFSC,1
Brasil,2024,800 - Literatura y retórica,PROVENZAL ANTIGUO (HASTA 1500),LENGUA NO DETERMINADA,COBALTO,1
Brasil,2024,800 - Literatura y retórica,RUMANO,LENGUA NO DETERMINADA,EDITORA MUNDAREU,2
Brasil,2024,800 - Literatura y retórica,RUMANO,PORTUGUÉS,ACADEMIA MONERGISTA,1
Brasil,2024,800 - Literatura y retórica,RUMANO,PORTUGUÉS,CARAMBAIA,1
Brasil,2024,800 - Literatura y retórica,RUSO,ESPAÑOL,ARS ET VITA,1
Brasil,2024,800 - Literatura y retórica,RUSO,INGLÉS,GRUPO EDITORIAL RECORD,1
Brasil,2024,800 - Literatura y retórica,RUSO,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,1
Brasil,2024,800 - Literatura y retórica,RUSO,PORTUGUÉS,ARS ET VITA,1
Brasil,2024,800 - Literatura y retórica,RUSO,PORTUGUÉS,EDITORA HEDRA,1
Brasil,2024,800 - Literatura y retórica,RUSO,PORTUGUÉS,POENTE,1
Brasil,2024,800 - Literatura y retórica,RUSO,PORTUGUÉS,SEGUINTE,1
Brasil,2024,800 - Literatura y retórica,RUSO,PORTUGUÉS,TAIGA,1
Brasil,2024,800 - Literatura y retórica,SANDAWE,PORTUGUÉS,ALFAGUARA,1
Brasil,2024,800 - Literatura y retórica,SUECO,LENGUA NO DETERMINADA,ABOIO,1
Brasil,2024,800 - Literatura y retórica,SUECO,LENGUA NO DETERMINADA,EDITORA SATOR,1
Brasil,2024,800 - Literatura y retórica,SUECO,LENGUA NO DETERMINADA,TRAMA EDITORA LTDA,2
Brasil,2024,800 - Literatura y retórica,SUECO,PORTUGUÉS,EDITORA WMF MARTINS FONTES,1
Brasil,2024,800 - Literatura y retórica,TURCO,PORTUGUÉS,HARPERCOLLINS BRASIL,1
Brasil,2024,800 - Literatura y retórica,ÁRABE,PORTUGUÉS,BRUNA PEDRAO MARZOA DEL RIO,1
Brasil,2024,900 - Geografía e historia,ALEMÁN,ESPAÑOL,LIVRARIA TABEBUIAS - EDITORA FAZENDA DA ESPERANCA,1
Brasil,2024,900 - Geografía e historia,ALEMÁN,PORTUGUÉS,EDITACUJA EDITORA LTDA,1
Brasil,2024,900 - Geografía e historia,ALEMÁN,PORTUGUÉS,EDITORA WMF MARTINS FONTES,1
Brasil,2024,900 - Geografía e historia,ESPAÑOL,PORTUGUÉS,CENTRO DE ESTUDOS FLORAIS,1
Brasil,2024,900 - Geografía e historia,ESPAÑOL,PORTUGUÉS,CULTOR DE LIVROS,1
Brasil,2024,900 - Geografía e historia,ESPAÑOL,PORTUGUÉS,DIFEL,1
Brasil,2024,900 - Geografía e historia,ESPAÑOL,PORTUGUÉS,LPM EDITORES,2
Brasil,2024,900 - Geografía e historia,ESPAÑOL,PORTUGUÉS,PERSPECTIVA,2
Brasil,2024,900 - Geografía e historia,FRANCÉS,ESPAÑOL,ANTONIO JOSE FONTOURA JUNIOR,1
Brasil,2024,900 - Geografía e historia,FRANCÉS,INGLÉS,LPM EDITORES,2
Brasil,2024,900 - Geografía e historia,FRANCÉS,LENGUA NO DETERMINADA,BERTRAND BRASIL,1
Brasil,2024,900 - Geografía e historia,FRANCÉS,LENGUA NO DETERMINADA,LPM EDITORES,3
Brasil,2024,900 - Geografía e historia,FRANCÉS,LENGUA NO DETERMINADA,MARCILIO FRANCO DA COSTA PEREIRA,1
Brasil,2024,900 - Geografía e historia,FRANCÉS,LENGUA NO DETERMINADA,TELUCAZU EDICOES,1
Brasil,2024,900 - Geografía e historia,FRANCÉS,LENGUA NO DETERMINADA,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),1
Brasil,2024,900 - Geografía e historia,FRANCÉS,PORTUGUÉS,ANTONIO JOSE FONTOURA JUNIOR,2
Brasil,2024,900 - Geografía e historia,FRANCÉS,PORTUGUÉS,CASSARA EDITORA,1
Brasil,2024,900 - Geografía e historia,FRANCÉS,PORTUGUÉS,EDUFF - EDITORA DA UNIVERSIDADE FEDERAL FLUMINENSE,2
Brasil,2024,900 - Geografía e historia,FRANCÉS,PORTUGUÉS,ESTETICA TORTA,2
Brasil,2024,900 - Geografía e historia,FRANCÉS,PORTUGUÉS,LPM EDITORES,3
Brasil,2024,900 - Geografía e historia,HÚNGARO,PORTUGUÉS,COMPANHIA DAS LETRAS,1
Brasil,2024,900 - Geografía e historia,INGLÉS,ALEMÁN,EDITORA INTRINSECA,2
Brasil,2024,900 - Geografía e historia,INGLÉS,ESPAÑOL,ANTONIO JOSE FONTOURA JUNIOR,4
Brasil,2024,900 - Geografía e historia,INGLÉS,ESPAÑOL,EDUFF - EDITORA DA UNIVERSIDADE FEDERAL FLUMINENSE,2
Brasil,2024,900 - Geografía e historia,INGLÉS,ESPAÑOL,VIDE EDITORIAL,1
Brasil,2024,900 - Geografía e historia,INGLÉS,ESTONIO,EDITORA INTRINSECA,1
Brasil,2024,900 - Geografía e historia,INGLÉS,GALLEGO,ALTA BOOKS,2
Brasil,2024,900 - Geografía e historia,INGLÉS,INGLÉS,DARKSIDE ENTRETENIMENTO LTDA ME,1
Brasil,2024,900 - Geografía e historia,INGLÉS,INGLÉS,EDITORA BEST SELLER,1
Brasil,2024,900 - Geografía e historia,INGLÉS,INGLÉS,HARPERCOLLINS BRASIL,2
Brasil,2024,900 - Geografía e historia,INGLÉS,LATÍN,ESTETICA TORTA,2
Brasil,2024,900 - Geografía e historia,INGLÉS,LENGUA NO DETERMINADA,DARKSIDE ENTRETENIMENTO LTDA ME,4
Brasil,2024,900 - Geografía e historia,INGLÉS,LENGUA NO DETERMINADA,EDITORA BEST SELLER,4
Brasil,2024,900 - Geografía e historia,INGLÉS,LENGUA NO DETERMINADA,EDITORA INSTANTE,2
Brasil,2024,900 - Geografía e historia,INGLÉS,LENGUA NO DETERMINADA,ELEFANTE LETRADO SERVICOS EDUCACIONAIS LTDA.,8
Brasil,2024,900 - Geografía e historia,INGLÉS,LENGUA NO DETERMINADA,ESTETICA TORTA,9
Brasil,2024,900 - Geografía e historia,INGLÉS,PORTUGUÉS,CULTURAL LIVROS E EDITORA,4
Brasil,2024,900 - Geografía e historia,INGLÉS,PORTUGUÉS,DARKSIDE ENTRETENIMENTO LTDA ME,8
Brasil,2024,900 - Geografía e historia,INGLÉS,PORTUGUÉS,EDITORA BEST SELLER,6
Brasil,2024,900 - Geografía e historia,INGLÉS,PORTUGUÉS,EDITORA ELEFANTE,3
Brasil,2024,900 - Geografía e historia,INGLÉS,PORTUGUÉS,GUILHERME FERNANDEZ QUINTIAN MACIEL,4
Brasil,2024,900 - Geografía e historia,INGLÉS,WARAY,GROK GAMES,1
Brasil,2024,900 - Geografía e historia,ITALIANO,INGLÉS,ESTETICA TORTA,4
Brasil,2024,900 - Geografía e historia,ITALIANO,LENGUA NO DETERMINADA,ESTETICA TORTA,1
Brasil,2024,900 - Geografía e historia,ITALIANO,LENGUA NO DETERMINADA,HARPERCOLLINS BRASIL,2
Brasil,2024,900 - Geografía e historia,ITALIANO,PORTUGUÉS,EDITORA SEM FRONTEIRAS,2
Brasil,2024,900 - Geografía e historia,ITALIANO,PORTUGUÉS,FONTANAR,1
Brasil,2024,900 - Geografía e historia,ITALIANO,PORTUGUÉS,HARPERCOLLINS BRASIL,2
Brasil,2024,900 - Geografía e historia,ITALIANO,PORTUGUÉS,MARGHERITA DETOMAS,1
Brasil,2024,900 - Geografía e historia,JAPONÉS,LENGUA NO DETERMINADA,EDITORA BRASIL SEIKYO,2
Brasil,2024,900 - Geografía e historia,JAPONÉS,PORTUGUÉS,EDITORA BRASIL SEIKYO,2
Brasil,2024,900 - Geografía e historia,JAPONÉS,PORTUGUÉS,ENGENHO DAS LETRAS,1
Brasil,2024,900 - Geografía e historia,JAPONÉS,SERBIO,URSO & BURURU,1
Brasil,2024,900 - Geografía e historia,LATÍN,PORTUGUÉS,EDITORA HERACLITO,5
Brasil,2024,900 - Geografía e historia,LENGUA NO DETERMINADA,INGLÉS,HARPERCOLLINS BRASIL,1
Brasil,2024,900 - Geografía e historia,POMERANO,LENGUA NO DETERMINADA,CULTOR DE LIVROS,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,ALBANÉS,LUIS FELIPE GOIFMAN,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,ALEMÁN,GEPCOACH,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,ALEMÁN,SGUERRA DESIGN LTDA,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,ESPAÑOL,EDITORA CLAREIRA,2
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,ESPAÑOL,MATRIX EDITORA,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,ESPAÑOL,RAMONA ESPINOSA LEITE,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,FRANCÉS,VIEGAS EDITORA,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,INGLÉS,ARY PIMENTEL,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,INGLÉS,EDITORA ALEPH,2
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,INGLÉS,ELEFANTE LETRADO SERVICOS EDUCACIONAIS LTDA.,3
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,INGLÉS,ESTETICA TORTA,18
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,INGLÉS,MATRIX EDITORA,3
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,ITALIANO,AMADEO GIORDANO FILHO,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,LENGUA NO DETERMINADA,POWERLINE MUSIC & BOOKS,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,PORTUGUÉS,ASSOCIACAO DOS MUNICIPIOS DO VALE GERMANICO - AMVAG,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,PORTUGUÉS,CONSEQUENCIA EDITORIAL,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,PORTUGUÉS,EDITORA CIDADE NOVA,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,PORTUGUÉS,EDITORA TREM FANTASMA,1
Brasil,2024,900 - Geografía e historia,PORTUGUÉS,PORTUGUÉS,ESTETICA TORTA,1
Brasil,2024,900 - Geografía e historia,RUSO,PORTUGUÉS,PAULO AFONSO FRANCISCO DE CARVALHO,2
Brasil,2025,0 - Generalidades,ALEMÁN,LENGUA NO DETERMINADA,EDITORA SEXTANTE,3
Brasil,2025,0 - Generalidades,ESPAÑOL,LENGUA NO DETERMINADA,EDILSON PEREIRA,1
Brasil,2025,0 - Generalidades,ESPAÑOL,LENGUA NO DETERMINADA,EDITORA AGE,1
Brasil,2025,0 - Generalidades,ESPAÑOL,LENGUA NO DETERMINADA,EDITORA ILUMINURAS,2
Brasil,2025,0 - Generalidades,ESPAÑOL,LENGUA NO DETERMINADA,GRUPO EDITORIAL RECORD,2
Brasil,2025,0 - Generalidades,ESPAÑOL,LENGUA NO DETERMINADA,LUPPA DO BRASIL,10
Brasil,2025,0 - Generalidades,FRANCÉS,LENGUA NO DETERMINADA,BUZZ EDITORA,1
Brasil,2025,0 - Generalidades,FRANCÉS,LENGUA NO DETERMINADA,CLUBE DE AUTORES,1
Brasil,2025,0 - Generalidades,FRANCÉS,LENGUA NO DETERMINADA,EDIPRO,2
Brasil,2025,0 - Generalidades,FRANCÉS,LENGUA NO DETERMINADA,EDITORA VOZES,1
Brasil,2025,0 - Generalidades,FRANCÉS,LENGUA NO DETERMINADA,MAMBEMBE LIVROS,1
Brasil,2025,0 - Generalidades,INGLÉS,LENGUA NO DETERMINADA,AGIR EDITORA LTDA,14
Brasil,2025,0 - Generalidades,INGLÉS,LENGUA NO DETERMINADA,CITADEL GRUPO EDITORIAL,29
Brasil,2025,0 - Generalidades,INGLÉS,LENGUA NO DETERMINADA,EDITORA BEST SELLER,28
Brasil,2025,0 - Generalidades,INGLÉS,LENGUA NO DETERMINADA,EDITORA SEXTANTE,25
Brasil,2025,0 - Generalidades,INGLÉS,LENGUA NO DETERMINADA,PANINI,22
Brasil,2025,0 - Generalidades,JAPONÉS,LENGUA NO DETERMINADA,ANA PAULA MOMOSE,1
Brasil,2025,0 - Generalidades,JAPONÉS,LENGUA NO DETERMINADA,PANINI,32
Brasil,2025,0 - Generalidades,LENGUA NO DETERMINADA,LENGUA NO DETERMINADA,ANDREA SOUZA,1
Brasil,2025,0 - Generalidades,NEERLANDÉS,LENGUA NO DETERMINADA,EDITORA SEXTANTE,1
Brasil,2025,0 - Generalidades,PORTUGUÉS,LENGUA NO DETERMINADA,CLUBE DE AUTORES,3
Brasil,2025,0 - Generalidades,PORTUGUÉS,LENGUA NO DETERMINADA,ERIKA ROLIM FAVASSA ANDRADE,7
Brasil,2025,0 - Generalidades,PORTUGUÉS,LENGUA NO DETERMINADA,GERSON DORNELES,2
Brasil,2025,0 - Generalidades,PORTUGUÉS,LENGUA NO DETERMINADA,GISELE DE OLIVEIRA,2
Brasil,2025,0 - Generalidades,PORTUGUÉS,LENGUA NO DETERMINADA,MARCELLO NIEK MACHADO LEAL,2
Brasil,2025,100 - Filosofía y psicología,ALEMÁN,LENGUA NO DETERMINADA,ANTONIO JOSE FONTOURA JUNIOR,3
Brasil,2025,100 - Filosofía y psicología,ALEMÁN,LENGUA NO DETERMINADA,AUTENTICA EDITORA,4
Brasil,2025,100 - Filosofía y psicología,ALEMÁN,LENGUA NO DETERMINADA,EDITORA EDGARD BLUCHER,3
Brasil,2025,100 - Filosofía y psicología,ALEMÁN,LENGUA NO DETERMINADA,EDITORA VOZES,22
Brasil,2025,100 - Filosofía y psicología,ALEMÁN,LENGUA NO DETERMINADA,ZAGODONI EDITORA,4
Brasil,2025,100 - Filosofía y psicología,CATALÁN,LENGUA NO DETERMINADA,EDITORA MANOLE,2
Brasil,2025,100 - Filosofía y psicología,COREANO,LENGUA NO DETERMINADA,HARPER BUSINESS,2
Brasil,2025,100 - Filosofía y psicología,DANÉS,LENGUA NO DETERMINADA,EDITORA VOZES,1
Brasil,2025,100 - Filosofía y psicología,ESPAÑOL,LENGUA NO DETERMINADA,AGIR EDITORA LTDA,1
Brasil,2025,100 - Filosofía y psicología,ESPAÑOL,LENGUA NO DETERMINADA,CATAPULTA,2
Brasil,2025,100 - Filosofía y psicología,ESPAÑOL,LENGUA NO DETERMINADA,EDITORA LOGOSOFICA,2
Brasil,2025,100 - Filosofía y psicología,ESPAÑOL,LENGUA NO DETERMINADA,EDITORA SCRIPTUM,2
Brasil,2025,100 - Filosofía y psicología,ESPAÑOL,LENGUA NO DETERMINADA,PHORTE EDITORA,2
Brasil,2025,100 - Filosofía y psicología,FRANCÉS,LENGUA NO DETERMINADA,ALLER,2
Brasil,2025,100 - Filosofía y psicología,FRANCÉS,LENGUA NO DETERMINADA,DWWEDITORIAL,2
Brasil,2025,100 - Filosofía y psicología,FRANCÉS,LENGUA NO DETERMINADA,EDITORA EDGARD BLUCHER,9
Brasil,2025,100 - Filosofía y psicología,FRANCÉS,LENGUA NO DETERMINADA,EDITORA VOZES,5
Brasil,2025,100 - Filosofía y psicología,FRANCÉS,LENGUA NO DETERMINADA,RICARDO DE SOUZA UCHOA,5
Brasil,2025,100 - Filosofía y psicología,GRIEGO,LENGUA NO DETERMINADA,AJNA EDITORA,2
Brasil,2025,100 - Filosofía y psicología,GRIEGO,LENGUA NO DETERMINADA,EDIPRO,1
Brasil,2025,100 - Filosofía y psicología,GRIEGO,LENGUA NO DETERMINADA,EDITORA VOZES,1
Brasil,2025,100 - Filosofía y psicología,GRIEGO,LENGUA NO DETERMINADA,LPM EDITORES,1
Brasil,2025,100 - Filosofía y psicología,GRIEGO,LENGUA NO DETERMINADA,PENGUIN RANDOM HOUSE,2
Brasil,2025,100 - Filosofía y psicología,INGLÉS,LENGUA NO DETERMINADA,EDITORA EDGARD BLUCHER,8
Brasil,2025,100 - Filosofía y psicología,INGLÉS,LENGUA NO DETERMINADA,EDITORA MANOLE,6
Brasil,2025,100 - Filosofía y psicología,INGLÉS,LENGUA NO DETERMINADA,EDITORA SEXTANTE,19
Brasil,2025,100 - Filosofía y psicología,INGLÉS,LENGUA NO DETERMINADA,EDITORA VOZES,16
Brasil,2025,100 - Filosofía y psicología,INGLÉS,LENGUA NO DETERMINADA,VIDE EDITORIAL,8
Brasil,2025,100 - Filosofía y psicología,ITALIANO,LENGUA NO DETERMINADA,ANDRE RENE BARBONI,4
Brasil,2025,100 - Filosofía y psicología,ITALIANO,LENGUA NO DETERMINADA,CLUBE DE AUTORES,1
Brasil,2025,100 - Filosofía y psicología,ITALIANO,LENGUA NO DETERMINADA,EDITORA CONTRACORRENTE,4
Brasil,2025,100 - Filosofía y psicología,ITALIANO,LENGUA NO DETERMINADA,EDITORA IDEIAS E LETRAS,1
Brasil,2025,100 - Filosofía y psicología,ITALIANO,LENGUA NO DETERMINADA,FOSFORO,2
Brasil,2025,100 - Filosofía y psicología,JAPONÉS,LENGUA NO DETERMINADA,DEPARTAMENTO EDITORIAL DA GLA,1
Brasil,2025,100 - Filosofía y psicología,JAPONÉS,LENGUA NO DETERMINADA,SEICHO-NO-IE DO BRASIL,9
Brasil,2025,100 - Filosofía y psicología,LATÍN,LENGUA NO DETERMINADA,COMPENDIO NERD,1
Brasil,2025,100 - Filosofía y psicología,LATÍN,LENGUA NO DETERMINADA,EDITORA ALEPH,2
Brasil,2025,100 - Filosofía y psicología,LATÍN,LENGUA NO DETERMINADA,EDITORA VOZES,4
Brasil,2025,100 - Filosofía y psicología,LATÍN,LENGUA NO DETERMINADA,RAFAEL DUARTE OLIVEIRA VENANCIO,2
Brasil,2025,100 - Filosofía y psicología,LATÍN,LENGUA NO DETERMINADA,RODOLFO MELCHIOR LOPES,1
Brasil,2025,100 - Filosofía y psicología,NEERLANDÉS,LENGUA NO DETERMINADA,EDITORA VOZES,1
Brasil,2025,100 - Filosofía y psicología,POHNPEIANO,LENGUA NO DETERMINADA,GUSTAVO PEDROSA,1
Brasil,2025,100 - Filosofía y psicología,POLACO,LENGUA NO DETERMINADA,OSEIAS COSTA DA SILVA,1
Brasil,2025,100 - Filosofía y psicología,PORTUGUÉS,LENGUA NO DETERMINADA,CLUBE DE AUTORES,4
Brasil,2025,100 - Filosofía y psicología,PORTUGUÉS,LENGUA NO DETERMINADA,EDITORA DUFAUX,4
Brasil,2025,100 - Filosofía y psicología,PORTUGUÉS,LENGUA NO DETERMINADA,FEDERACAO ESPIRITA DO ESTADO DE SAO PAULO,7
Brasil,2025,100 - Filosofía y psicología,PORTUGUÉS,LENGUA NO DETERMINADA,GM EDITORIAL,13
Brasil,2025,100 - Filosofía y psicología,PORTUGUÉS,LENGUA NO DETERMINADA,ROBSON BELLI,4
Brasil,2025,100 - Filosofía y psicología,RUSO,LENGUA NO DETERMINADA,EDITORA DO CONHECIMENTO,2
Brasil,2025,100 - Filosofía y psicología,RUSO,LENGUA NO DETERMINADA,EDITORA MACHADO,1
Brasil,2025,100 - Filosofía y psicología,SERBIO,LENGUA NO DETERMINADA,ANA FLAVIA LEANDRO,1
Brasil,2025,200 - Religión,ALEMÁN,LENGUA NO DETERMINADA,COMPANHIA DAS LETRINHAS*,4
Brasil,2025,200 - Religión,ALEMÁN,LENGUA NO DETERMINADA,EDITORA ESPERANCA,18
Brasil,2025,200 - Religión,ALEMÁN,LENGUA NO DETERMINADA,EDITORA VIA LUDICA LTDA,6
Brasil,2025,200 - Religión,ALEMÁN,LENGUA NO DETERMINADA,EDITORA VOZES,11
Brasil,2025,200 - Religión,ALEMÁN,LENGUA NO DETERMINADA,OBRA MISSIONARIA CHAMADA DA MEIA-NOITE,4
Brasil,2025,200 - Religión,CATALÁN,LENGUA NO DETERMINADA,ALEBEBE EDICOES,2
Brasil,2025,200 - Religión,CATALÁN,LENGUA NO DETERMINADA,ALEGRIO EDICOES,1
Brasil,2025,200 - Religión,CATALÁN,LENGUA NO DETERMINADA,ALETRIA,2
Brasil,2025,200 - Religión,CATALÁN,LENGUA NO DETERMINADA,BECBOOKS SOLUCOES EDUCACIONAIS,2
Brasil,2025,200 - Religión,CATALÁN,LENGUA NO DETERMINADA,GRAN COMERCIO DE LIVROS E SERVICOS LTDA.,2
Brasil,2025,200 - Religión,CHINO,LENGUA NO DETERMINADA,CEDIC DO BRASIL,3
Brasil,2025,200 - Religión,CHINO,LENGUA NO DETERMINADA,PERSE EDITORA,1
Brasil,2025,200 - Religión,CHINO,LENGUA NO DETERMINADA,ROBSON BELLI,1
Brasil,2025,200 - Religión,COREANO,LENGUA NO DETERMINADA,AMELI EDITORA LTDA,1
Brasil,2025,200 - Religión,COREANO,LENGUA NO DETERMINADA,COMPANHIA DAS LETRINHAS*,3
Brasil,2025,200 - Religión,COREANO,LENGUA NO DETERMINADA,LIVROS DA RAPOSA VERMELHA,1
Brasil,2025,200 - Religión,ELAMITA,LENGUA NO DETERMINADA,TURMINHA FELIZ,1
Brasil,2025,200 - Religión,ESPAÑOL,LENGUA NO DETERMINADA,CATAPULTA,10
Brasil,2025,200 - Religión,ESPAÑOL,LENGUA NO DETERMINADA,EDITORA VIA LUDICA LTDA,15
Brasil,2025,200 - Religión,ESPAÑOL,LENGUA NO DETERMINADA,GDB EDITORIAL,56
Brasil,2025,200 - Religión,ESPAÑOL,LENGUA NO DETERMINADA,GRUPO PLANETA,29
Brasil,2025,200 - Religión,ESPAÑOL,LENGUA NO DETERMINADA,HAPPY BOOKS,26
Brasil,2025,200 - Religión,FRANCÉS,LENGUA NO DETERMINADA,ANEAS EDICOES LOYOLA,8
Brasil,2025,200 - Religión,FRANCÉS,LENGUA NO DETERMINADA,EDITORA CARAVELAS,5
Brasil,2025,200 - Religión,FRANCÉS,LENGUA NO DETERMINADA,EDITORA VIA LUDICA LTDA,14
Brasil,2025,200 - Religión,FRANCÉS,LENGUA NO DETERMINADA,EDITORA VOZES,7
Brasil,2025,200 - Religión,FRANCÉS,LENGUA NO DETERMINADA,TODOLIVRO,8
Brasil,2025,200 - Religión,GALLEGO,LENGUA NO DETERMINADA,ALETRIA,1
Brasil,2025,200 - Religión,HEBREO,LENGUA NO DETERMINADA,EDITORA PAULINAS,1
Brasil,2025,200 - Religión,INGLÉS,LENGUA NO DETERMINADA,CASA PUBLICADORA BRASILEIRA (CPB),82
Brasil,2025,200 - Religión,INGLÉS,LENGUA NO DETERMINADA,EDITORA FIEL,38
Brasil,2025,200 - Religión,INGLÉS,LENGUA NO DETERMINADA,HAPPY BOOKS,249
Brasil,2025,200 - Religión,INGLÉS,LENGUA NO DETERMINADA,HARPERKIDS,49
Brasil,2025,200 - Religión,INGLÉS,LENGUA NO DETERMINADA,TODOLIVRO,54
Brasil,2025,200 - Religión,ITALIANO,LENGUA NO DETERMINADA,ANEAS EDICOES LOYOLA,9
Brasil,2025,200 - Religión,ITALIANO,LENGUA NO DETERMINADA,ATTILIO GIOIA,23
Brasil,2025,200 - Religión,ITALIANO,LENGUA NO DETERMINADA,CONFERENCIA NACIONAL DOS BISPOS DO BRASIL - EDICOES CNBB,5
Brasil,2025,200 - Religión,ITALIANO,LENGUA NO DETERMINADA,EDEBE BRASIL,6
Brasil,2025,200 - Religión,ITALIANO,LENGUA NO DETERMINADA,EDITORA PAULINAS,5
Brasil,2025,200 - Religión,JAPONÉS,LENGUA NO DETERMINADA,COMPANHIA DAS LETRINHAS*,2
Brasil,2025,200 - Religión,JAPONÉS,LENGUA NO DETERMINADA,DEPARTAMENTO EDITORIAL DA GLA,1
Brasil,2025,200 - Religión,JAPONÉS,LENGUA NO DETERMINADA,EDITORA ALEPH,1
Brasil,2025,200 - Religión,JAPONÉS,LENGUA NO DETERMINADA,EDITORA BRASIL SEIKYO,6
Brasil,2025,200 - Religión,JAPONÉS,LENGUA NO DETERMINADA,FUNDACAO MOKITI OKADA,9
Brasil,2025,200 - Religión,LATÍN,LENGUA NO DETERMINADA,ALDO DOS SANTOS DIAS,1
Brasil,2025,200 - Religión,LATÍN,LENGUA NO DETERMINADA,ASSOCIACAO CULTURAL CHRISTUS REGNAT,2
Brasil,2025,200 - Religión,LATÍN,LENGUA NO DETERMINADA,EDITORA EXAMEN,1
Brasil,2025,200 - Religión,LATÍN,LENGUA NO DETERMINADA,EDITORA SACRO ELOQUIO,3
Brasil,2025,200 - Religión,LATÍN,LENGUA NO DETERMINADA,EDITORA VOZES,5
Brasil,2025,200 - Religión,LENGUAS INDOEUROPEAS,LENGUA NO DETERMINADA,INA EDITORA,1
Brasil,2025,200 - Religión,LIBRAS,LENGUA NO DETERMINADA,LETRAS DIVERSAS,1
Brasil,2025,200 - Religión,MULTILINGÜE,LENGUA NO DETERMINADA,SOCIEDADE BIBLICA TRINITARIANA DO BRASIL,4
Brasil,2025,200 - Religión,NEERLANDÉS,LENGUA NO DETERMINADA,ANTONIO LUIZ DE PAULA E SILVA,1
Brasil,2025,200 - Religión,NEERLANDÉS,LENGUA NO DETERMINADA,BRINQUE-BOOK,1
Brasil,2025,200 - Religión,NEERLANDÉS,LENGUA NO DETERMINADA,EDITORA CARISMA,1
Brasil,2025,200 - Religión,NEERLANDÉS,LENGUA NO DETERMINADA,EDITORA VIA LUDICA LTDA,2
Brasil,2025,200 - Religión,NEERLANDÉS,LENGUA NO DETERMINADA,GAUDI EDITORIAL,1
Brasil,2025,200 - Religión,NORUEGO,LENGUA NO DETERMINADA,COMPANHIA DAS LETRINHAS*,1
Brasil,2025,200 - Religión,NORUEGO,LENGUA NO DETERMINADA,EDITORA MORRO BRANCO,1
