PAIS,ANO,DEWEY PRINCIPAL,ESTADO_TRADUCCION,EDITORIAL,CANTIDAD
Bolivia,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,FUNDACII? 1/2N XAVIER ALBI? 1/2 CENTRO DE SERVICIOS BIBLIOGRI? 1/2FICOS,6
Bolivia,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"GRANDON CHOQUE, ROBERTO DENNIS",3
Bolivia,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,LATINAS EDITORES LTDA.,2
Bolivia,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"LLANOS TORRICO, BORIS ADOLFO",2
Bolivia,2017,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,"PEREZ ZUBIETA, FERNANDO LUIS",1
Bolivia,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"AGUILAR VERA, ANAHI ELIZABETH",2
Bolivia,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,6
Bolivia,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"OTERO LORENT, ROGER DAVID",12
Bolivia,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"ROMERO BALDIVIESO, XIMENA MARCELA",3
Bolivia,2017,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,3
Bolivia,2017,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL 3600,40
Bolivia,2017,800 - Literatura y retórica,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,15
Bolivia,2017,800 - Literatura y retórica,NO TRADUCIDO,GRUPO SANTILLANA,42
Bolivia,2017,800 - Literatura y retórica,NO TRADUCIDO,LIBRERIA Y EDITORIAL AMERICA S.R.L.,22
Bolivia,2017,800 - Literatura y retórica,NO TRADUCIDO,PLURAL EDITORES,30
Bolivia,2017,800 - Literatura y retórica,TRADUCIDO,"BIANCHI, ROBERTO",1
Bolivia,2017,800 - Literatura y retórica,TRADUCIDO,"CONDORI SARMIENTO, ALEX",1
Bolivia,2017,800 - Literatura y retórica,TRADUCIDO,EDITORIAL QUATRO HERMANOS,1
Bolivia,2017,800 - Literatura y retórica,TRADUCIDO,FUNDACII? 1/2N XAVIER ALBI? 1/2 CENTRO DE SERVICIOS BIBLIOGRI? 1/2FICOS,1
Bolivia,2017,800 - Literatura y retórica,TRADUCIDO,PLURAL EDITORES,2
Bolivia,2017,900 - Geografía e historia,NO TRADUCIDO,"ALCAZAR CHAVEZ, LUIS FERNANDO",3
Bolivia,2017,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,4
Bolivia,2017,900 - Geografía e historia,NO TRADUCIDO,"GARCIA CRISPIERI, GONZALO ALFONSO ELIO",3
Bolivia,2017,900 - Geografía e historia,NO TRADUCIDO,PLURAL EDITORES,22
Bolivia,2017,900 - Geografía e historia,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,35
Bolivia,2017,900 - Geografía e historia,TRADUCIDO,"CENTRO DE INVESTIGACIONES ARQUEOLOGICAS, ANTROPOLOGICAS Y ADMINISTRACION DE TIWANAKU",2
Bolivia,2017,900 - Geografía e historia,TRADUCIDO,"ORTIZ TABORGA, KANDIRE",1
Bolivia,2017,900 - Geografía e historia,TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,2
Bolivia,2018,0 - Generalidades,NO TRADUCIDO,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,66
Bolivia,2018,0 - Generalidades,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,40
Bolivia,2018,0 - Generalidades,NO TRADUCIDO,EDITORIAL VERBO DIVINO,6
Bolivia,2018,0 - Generalidades,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,43
Bolivia,2018,0 - Generalidades,NO TRADUCIDO,"VARGAS HANSSEN, RITA JEANNETTE",7
Bolivia,2018,0 - Generalidades,TRADUCIDO,"SUAREZ OTTERBURG, XIMENA",1
Bolivia,2018,100 - Filosofía y psicología,NO TRADUCIDO,ART GRAF COLOR SRL.,5
Bolivia,2018,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL DON BOSCO,3
Bolivia,2018,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,3
Bolivia,2018,100 - Filosofía y psicología,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,10
Bolivia,2018,100 - Filosofía y psicología,NO TRADUCIDO,"OTERO LORENT, ROGER DAVID",6
Bolivia,2018,200 - Religión,NO TRADUCIDO,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,6
Bolivia,2018,200 - Religión,NO TRADUCIDO,EDITORIAL VERBO DIVINO,14
Bolivia,2018,200 - Religión,NO TRADUCIDO,"HEREDIA COPA, MIGUEL ORLANDO",13
Bolivia,2018,200 - Religión,NO TRADUCIDO,"MOGOLLON RODRIGUEZ, NAUDY ANTONIO",6
Bolivia,2018,200 - Religión,NO TRADUCIDO,SOCIEDAD BI? 1/2BLICA BOLIVIANA,6
Bolivia,2018,200 - Religión,TRADUCIDO,BETH SHALOM,1
Bolivia,2018,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,8
Bolivia,2018,300 - Ciencias sociales,NO TRADUCIDO,"FES, FUNDACION FRIEDRICH EBERT",23
Bolivia,2018,300 - Ciencias sociales,NO TRADUCIDO,FUNDACII? 1/2N XAVIER ALBI? 1/2 CENTRO DE SERVICIOS BIBLIOGRI? 1/2FICOS,19
Bolivia,2018,300 - Ciencias sociales,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,18
Bolivia,2018,300 - Ciencias sociales,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,20
Bolivia,2018,300 - Ciencias sociales,TRADUCIDO,BETH SHALOM,5
Bolivia,2018,300 - Ciencias sociales,TRADUCIDO,PAYMAL NOEMI ROSE,1
Bolivia,2018,300 - Ciencias sociales,TRADUCIDO,PLURAL EDITORES,1
Bolivia,2018,300 - Ciencias sociales,TRADUCIDO,TALLER DE INICIATIVAS EN ESTUDIOS RURALES Y REFORMA AGRARIA,3
Bolivia,2018,300 - Ciencias sociales,TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,2
Bolivia,2018,400 - Lenguas,NO TRADUCIDO,EDITORIAL DON BOSCO,10
Bolivia,2018,400 - Lenguas,NO TRADUCIDO,FUNDACION PARA LA EDUCACION EN CONTEXTOS DE MULTILINGUISMO Y PLURICULTURALIDAD,6
Bolivia,2018,400 - Lenguas,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,9
Bolivia,2018,400 - Lenguas,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,6
Bolivia,2018,400 - Lenguas,NO TRADUCIDO,PRIMERA ESCUELA DE HOTELERIA Y TURISMO DE BOLIVIA,6
Bolivia,2018,400 - Lenguas,TRADUCIDO,"DOMINGUEZ MARTILOTTI, EDUARDO ENRIQUE",9
Bolivia,2018,400 - Lenguas,TRADUCIDO,PLURAL EDITORES,1
Bolivia,2018,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,35
Bolivia,2018,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL DON BOSCO,19
Bolivia,2018,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO SANTILLANA,11
Bolivia,2018,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,"IMPRESORES, MAC",5
Bolivia,2018,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,LATINAS EDITORES LTDA.,10
Bolivia,2018,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"AYALA ALBERTO, EUSEBIO FLORENCIO",4
Bolivia,2018,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"DELGADILLO ZURITA, MARCELO GONZALO",3
Bolivia,2018,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"ESPINOZA ALARCON, ERLAN WILLIAM",6
Bolivia,2018,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,FUNDACII? 1/2N XAVIER ALBI? 1/2 CENTRO DE SERVICIOS BIBLIOGRI? 1/2FICOS,5
Bolivia,2018,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,LATINAS EDITORES LTDA.,4
Bolivia,2018,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDITORIAL DON BOSCO,9
Bolivia,2018,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,FONDO EDITORIAL ASOCIACII? 1/2N PRO ARTE Y CULTURA,3
Bolivia,2018,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,FUNDACII? 1/2N UNIVERSITARIA SIMI? 1/2N I. PATII? 1/2O - ESPACIO PATII? 1/2O,3
Bolivia,2018,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,6
Bolivia,2018,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,LATINAS EDITORES LTDA.,3
Bolivia,2018,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL 3600,44
Bolivia,2018,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL DON BOSCO,28
Bolivia,2018,800 - Literatura y retórica,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,42
Bolivia,2018,800 - Literatura y retórica,NO TRADUCIDO,GRUPO SANTILLANA,18
Bolivia,2018,800 - Literatura y retórica,NO TRADUCIDO,PLURAL EDITORES,46
Bolivia,2018,800 - Literatura y retórica,TRADUCIDO,"DOTZAUER GUMUCIO, DANIELA SUSANA",1
Bolivia,2018,800 - Literatura y retórica,TRADUCIDO,EDITORIAL 3600,1
Bolivia,2018,800 - Literatura y retórica,TRADUCIDO,FERNANDO BARRIENTOS,1
Bolivia,2018,800 - Literatura y retórica,TRADUCIDO,"LIZARRAGA MALDONADO, HELEN REYNA",2
Bolivia,2018,800 - Literatura y retórica,TRADUCIDO,NUEVO MILENIO,1
Bolivia,2018,900 - Geografía e historia,NO TRADUCIDO,CONCEJO MUNICIPAL DE LA PAZ,5
Bolivia,2018,900 - Geografía e historia,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,5
Bolivia,2018,900 - Geografía e historia,NO TRADUCIDO,GRUPO SANTILLANA,19
Bolivia,2018,900 - Geografía e historia,NO TRADUCIDO,PLURAL EDITORES,12
Bolivia,2018,900 - Geografía e historia,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,6
Bolivia,2018,900 - Geografía e historia,TRADUCIDO,"CENTRO DE INVESTIGACIONES ARQUEOLI? 1/2GICAS, ANTROPOLI? 1/2GICAS Y ADMINISTRACII? 1/2N DE TIWANAKU",1
Bolivia,2018,900 - Geografía e historia,TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,2
Bolivia,2019,0 - Generalidades,NO TRADUCIDO,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,22
Bolivia,2019,0 - Generalidades,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,22
Bolivia,2019,0 - Generalidades,NO TRADUCIDO,ENCICLOPEDISTAS EDITORES,17
Bolivia,2019,0 - Generalidades,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,23
Bolivia,2019,0 - Generalidades,NO TRADUCIDO,PLURAL EDITORES,18
Bolivia,2019,0 - Generalidades,TRADUCIDO,EDITORIAL DON BOSCO,1
Bolivia,2019,0 - Generalidades,TRADUCIDO,"VEIZAGA CAMACHO, EDGAR ANTONIO",1
Bolivia,2019,100 - Filosofía y psicología,NO TRADUCIDO,"ADRIAN VARGAS, ANA ROSARIO",1
Bolivia,2019,100 - Filosofía y psicología,NO TRADUCIDO,ART GRAF COLOR SRL.,6
Bolivia,2019,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL 3600,2
Bolivia,2019,100 - Filosofía y psicología,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,6
Bolivia,2019,100 - Filosofía y psicología,NO TRADUCIDO,"PRADO SEJAS, GERMAN IVAN",2
Bolivia,2019,100 - Filosofía y psicología,TRADUCIDO,ART GRAF COLOR SRL.,1
Bolivia,2019,200 - Religión,NO TRADUCIDO,CENTRO DE PROMOCION DEL LAICADO RICARDO BACHERER,4
Bolivia,2019,200 - Religión,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,4
Bolivia,2019,200 - Religión,NO TRADUCIDO,EDITORIAL DON BOSCO,6
Bolivia,2019,200 - Religión,NO TRADUCIDO,EDITORIAL VERBO DIVINO,13
Bolivia,2019,200 - Religión,NO TRADUCIDO,"HEREDIA COPA, MIGUEL ORLANDO",13
Bolivia,2019,200 - Religión,TRADUCIDO,CENTRO DE DICIPULADO ETNOS,1
Bolivia,2019,200 - Religión,TRADUCIDO,"MORALES GUACULLA, SAMUEL",2
Bolivia,2019,200 - Religión,TRADUCIDO,VERDAD PARA VIVIR,3
Bolivia,2019,300 - Ciencias sociales,NO TRADUCIDO,"FES, FUNDACION FRIEDRICH EBERT",10
Bolivia,2019,300 - Ciencias sociales,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,36
Bolivia,2019,300 - Ciencias sociales,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,36
Bolivia,2019,300 - Ciencias sociales,NO TRADUCIDO,PLURAL EDITORES,17
Bolivia,2019,300 - Ciencias sociales,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,22
Bolivia,2019,300 - Ciencias sociales,TRADUCIDO,GRUPO EDITORIAL KIPUS,1
Bolivia,2019,300 - Ciencias sociales,TRADUCIDO,TRIBUNAL CONSTITUCIONAL PLURINACIONAL DE BOLIVIA,1
Bolivia,2019,300 - Ciencias sociales,TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,1
Bolivia,2019,400 - Lenguas,NO TRADUCIDO,"BALBOA VELASCO, HUGO FERNANDO",2
Bolivia,2019,400 - Lenguas,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,21
Bolivia,2019,400 - Lenguas,NO TRADUCIDO,EDITORIAL DON BOSCO,4
Bolivia,2019,400 - Lenguas,NO TRADUCIDO,FUNDACION PARA LA EDUCACION EN CONTEXTOS DE MULTILINGUISMO Y PLURICULTURALIDAD,4
Bolivia,2019,400 - Lenguas,NO TRADUCIDO,"VELASQUEZ VARGAS, RAMIRO",4
Bolivia,2019,400 - Lenguas,TRADUCIDO,"HILARE QUISPE, RUBEN",1
Bolivia,2019,400 - Lenguas,TRADUCIDO,PRIMERA ESCUELA DE HOTELERIA Y TURISMO DE BOLIVIA,4
Bolivia,2019,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,DIVISION DE DESARROLLO DEL NORTE AMAZONICO -UNIVERSIDAD MAYOR DE SAN ANDRES,3
Bolivia,2019,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,15
Bolivia,2019,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO SANTILLANA,4
Bolivia,2019,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,LATINAS EDITORES LTDA.,9
Bolivia,2019,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,"RAMIREZ, JOEL",4
Bolivia,2019,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"AYALA ALBERTO, EUSEBIO FLORENCIO",3
Bolivia,2019,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,FUNDACION XAVIER ALBO CENTRO DE SERVICIOS BIBLIOGRIFICOS,4
Bolivia,2019,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,IDEAS POSITIVAS,4
Bolivia,2019,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,LATINAS EDITORES LTDA.,6
Bolivia,2019,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"PHILCO LIMA, PATRICIA",3
Bolivia,2019,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,"SALAS ROCHA, RUDY ANTONIO",1
Bolivia,2019,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,3
Bolivia,2019,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,FONDO EDITORIAL ASOCIACION PRO ARTE Y CULTURA,2
Bolivia,2019,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,GOBIERNO AUTONOMO DEPARTAMENTAL DE LA PAZ,2
Bolivia,2019,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"PENA ORTIZ, JOSE",6
Bolivia,2019,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,UNIVERSIDAD CATOLICA BOLIVIANA,3
Bolivia,2019,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL 3600,49
Bolivia,2019,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,12
Bolivia,2019,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL DON BOSCO,14
Bolivia,2019,800 - Literatura y retórica,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,41
Bolivia,2019,800 - Literatura y retórica,NO TRADUCIDO,GRUPO SANTILLANA,24
Bolivia,2019,800 - Literatura y retórica,TRADUCIDO,EDITORIAL 3600,1
Bolivia,2019,800 - Literatura y retórica,TRADUCIDO,"MORALES GUACULLA, SAMUEL",2
Bolivia,2019,900 - Geografía e historia,NO TRADUCIDO,"CHOQUE CONDORI, GERMAN",3
Bolivia,2019,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL EL PAIS,4
Bolivia,2019,900 - Geografía e historia,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,6
Bolivia,2019,900 - Geografía e historia,NO TRADUCIDO,PLURAL EDITORES,12
Bolivia,2019,900 - Geografía e historia,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,9
Bolivia,2020,0 - Generalidades,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,6
Bolivia,2020,0 - Generalidades,NO TRADUCIDO,"IMPRESORES, MAC",5
Bolivia,2020,0 - Generalidades,NO TRADUCIDO,LATINAS EDITORES LTDA.,9
Bolivia,2020,0 - Generalidades,NO TRADUCIDO,PLURAL EDITORES,24
Bolivia,2020,0 - Generalidades,NO TRADUCIDO,STOLZEL SERVICES SRL,6
Bolivia,2020,0 - Generalidades,TRADUCIDO,"BARRAGAN VARGAS, CARLOS FREDDY",2
Bolivia,2020,0 - Generalidades,TRADUCIDO,"DE HERRERA BARRERO, RONALD PASCUAL EDUARDO",1
Bolivia,2020,0 - Generalidades,TRADUCIDO,"FLORES CHUMACERO, DIETHER",1
Bolivia,2020,0 - Generalidades,TRADUCIDO,"MIRANDA KASA, MIRIAN",1
Bolivia,2020,0 - Generalidades,TRADUCIDO,"RAMIREZ LLANQUE, MILVIAN DUNIA",1
Bolivia,2020,100 - Filosofía y psicología,NO TRADUCIDO,"ALAKA ROBLES, EDSON ELIAS",1
Bolivia,2020,100 - Filosofía y psicología,NO TRADUCIDO,"ANEZ PENA, ROBERTO CIRO",1
Bolivia,2020,100 - Filosofía y psicología,NO TRADUCIDO,"ARDAYA, GLORIA",1
Bolivia,2020,100 - Filosofía y psicología,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,6
Bolivia,2020,100 - Filosofía y psicología,NO TRADUCIDO,IMAGO MUNDI LTDA.,2
Bolivia,2020,200 - Religión,NO TRADUCIDO,"CASTANON GOMEZ, RICARDO",1
Bolivia,2020,200 - Religión,NO TRADUCIDO,CENTRO DE PROMOCION DEL LAICADO RICARDO BACHERER,1
Bolivia,2020,200 - Religión,NO TRADUCIDO,EDITORIAL VERBO DIVINO,2
Bolivia,2020,200 - Religión,NO TRADUCIDO,INSTITUTO SUPERIOR ECUMENICO ANDINO DE TEOLOGIA,3
Bolivia,2020,200 - Religión,NO TRADUCIDO,"ZUNIGA MURILLO, ELISEO",2
Bolivia,2020,200 - Religión,TRADUCIDO,"MIRANDA SEGOVIA , GROVER JOSE",1
Bolivia,2020,300 - Ciencias sociales,NO TRADUCIDO,"FES, FUNDACION FRIEDRICH EBERT",16
Bolivia,2020,300 - Ciencias sociales,NO TRADUCIDO,FUNDACION XAVIER ALBO CENTRO DE SERVICIOS BIBLIOGRIFICOS,23
Bolivia,2020,300 - Ciencias sociales,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,26
Bolivia,2020,300 - Ciencias sociales,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,21
Bolivia,2020,300 - Ciencias sociales,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,18
Bolivia,2020,300 - Ciencias sociales,TRADUCIDO,BETH SHALOM,1
Bolivia,2020,300 - Ciencias sociales,TRADUCIDO,LIBRERIA SUBTTERRANEA,1
Bolivia,2020,300 - Ciencias sociales,TRADUCIDO,"MAMANI QUISPE, ARMANDO",1
Bolivia,2020,300 - Ciencias sociales,TRADUCIDO,"MIRANDA SEGOVIA , GROVER JOSE",1
Bolivia,2020,400 - Lenguas,NO TRADUCIDO,"ANGOLA AGUILAR, EDWIN ROLANDO",3
Bolivia,2020,400 - Lenguas,NO TRADUCIDO,"CHOQUE CANAVIRI, PEDRO ELIAS",3
Bolivia,2020,400 - Lenguas,NO TRADUCIDO,"JALIRE CANAZA, JULIO",3
Bolivia,2020,400 - Lenguas,NO TRADUCIDO,"MARCE BENITO, ESTELA JHAKELINA",2
Bolivia,2020,400 - Lenguas,NO TRADUCIDO,"OPORTO BARRIGA, LUIS",2
Bolivia,2020,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,7
Bolivia,2020,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,LATINAS EDITORES LTDA.,8
Bolivia,2020,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,PLURAL EDITORES,4
Bolivia,2020,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,"UBERHUAGA CONDE, JULIO CESAR",3
Bolivia,2020,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,WILDLIFE CONSERVATION SOCIETY,9
Bolivia,2020,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"CARVAJAL CHOQUE, REYNALDO",2
Bolivia,2020,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDICIONES SABER ES PODER,2
Bolivia,2020,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"FES, FUNDACION FRIEDRICH EBERT",3
Bolivia,2020,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,FUNDACION XAVIER ALBO CENTRO DE SERVICIOS BIBLIOGRIFICOS,11
Bolivia,2020,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,LATINAS EDITORES LTDA.,12
Bolivia,2020,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,"ROCA SANCHEZ, MARIA MERCEDES",1
Bolivia,2020,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,SAGACOM,1
Bolivia,2020,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,ESCUELA BOLIVIANA INTERCULTURAL DE MUSICA,2
Bolivia,2020,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,GLOBAL EDUCACION,2
Bolivia,2020,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,GOBIERNO AUTONOMO DEPARTAMENTAL ORURO,4
Bolivia,2020,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,4
Bolivia,2020,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,UNIVERSIDAD CATOLICA BOLIVIANA,4
Bolivia,2020,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,"CLAURE LIZARAZU, RIVER OBED",1
Bolivia,2020,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL 3600,11
Bolivia,2020,800 - Literatura y retórica,NO TRADUCIDO,FUNDACION CULTURAL DEL BANCO CENTRAL DE BOLIVIA,14
Bolivia,2020,800 - Literatura y retórica,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,20
Bolivia,2020,800 - Literatura y retórica,NO TRADUCIDO,NUEVO MILENIO,6
Bolivia,2020,800 - Literatura y retórica,NO TRADUCIDO,PLURAL EDITORES,10
Bolivia,2020,800 - Literatura y retórica,TRADUCIDO,COMUNIDAD INTI WARA YASSI,1
Bolivia,2020,800 - Literatura y retórica,TRADUCIDO,EDITORIAL EL CUERVO,1
Bolivia,2020,800 - Literatura y retórica,TRADUCIDO,GRUPO SANTILLANA,1
Bolivia,2020,900 - Geografía e historia,NO TRADUCIDO,CONCEJO MUNICIPAL DE LA PAZ - GAMLP,2
Bolivia,2020,900 - Geografía e historia,NO TRADUCIDO,GENTE QUE PIENSA S.R.L.,3
Bolivia,2020,900 - Geografía e historia,NO TRADUCIDO,PLURAL EDITORES,2
Bolivia,2020,900 - Geografía e historia,NO TRADUCIDO,UNIVERSIDAD CATOLICA BOLIVIANA,2
Bolivia,2020,900 - Geografía e historia,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,2
Bolivia,2020,900 - Geografía e historia,TRADUCIDO,GRUPO EDITORIAL KIPUS,1
Bolivia,2021,0 - Generalidades,NO TRADUCIDO,EDITORIAL VERBO DIVINO,11
Bolivia,2021,0 - Generalidades,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,5
Bolivia,2021,0 - Generalidades,NO TRADUCIDO,"PORTUGAL ILLANES, EDGAR HECTOR",5
Bolivia,2021,0 - Generalidades,NO TRADUCIDO,PRACTICAL ACTION,8
Bolivia,2021,0 - Generalidades,NO TRADUCIDO,UNIVERSIDAD AUTONOMA GABRIEL RENE MORENO,7
Bolivia,2021,0 - Generalidades,TRADUCIDO,EDITORIAL EL CUERVO,1
Bolivia,2021,100 - Filosofía y psicología,NO TRADUCIDO,"CARRASCO JALDIN, RONALD",2
Bolivia,2021,100 - Filosofía y psicología,NO TRADUCIDO,"GONZALEZ VELASCO, JUAN MIGUEL",2
Bolivia,2021,100 - Filosofía y psicología,NO TRADUCIDO,IMAGO MUNDI LTDA.,2
Bolivia,2021,100 - Filosofía y psicología,NO TRADUCIDO,"LINO AZOGUE, MARIO STEPHANO",2
Bolivia,2021,100 - Filosofía y psicología,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,3
Bolivia,2021,200 - Religión,NO TRADUCIDO,"CESPEDES ARGOTE, VITALIANO",1
Bolivia,2021,200 - Religión,NO TRADUCIDO,"CHACON NAVIA, MARIA TERESA",1
Bolivia,2021,200 - Religión,NO TRADUCIDO,EDITORIAL VERBO DIVINO,10
Bolivia,2021,200 - Religión,NO TRADUCIDO,GRUPO EDITORIAL CONTEXTO EDUCATIVO SRL,6
Bolivia,2021,200 - Religión,NO TRADUCIDO,PROGRAMA DE FORTALECIMIENTO INTEGRAL,2
Bolivia,2021,300 - Ciencias sociales,NO TRADUCIDO,FUNDACION XAVIER ALBO CENTRO DE SERVICIOS BIBLIOGRIFICOS,20
Bolivia,2021,300 - Ciencias sociales,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,39
Bolivia,2021,300 - Ciencias sociales,NO TRADUCIDO,LATINAS EDITORES LTDA.,26
