PAIS,ANO,DEWEY PRINCIPAL,ESTADO_TRADUCCION,EDITORIAL,CANTIDAD
Bolivia,2014,300 - Ciencias sociales,NO TRADUCIDO,FUNDACII? 1/2N XAVIER ALBI? 1/2 CENTRO DE SERVICIOS BIBLIOGRI? 1/2FICOS,21
Bolivia,2014,300 - Ciencias sociales,NO TRADUCIDO,FUNDACION P.I.E.B.,18
Bolivia,2014,300 - Ciencias sociales,NO TRADUCIDO,PLURAL EDITORES,70
Bolivia,2014,300 - Ciencias sociales,TRADUCIDO,ASOCIACION CINENOMADA PARA LAS ARTES,1
Bolivia,2014,300 - Ciencias sociales,TRADUCIDO,FUNDACION P.I.E.B.,1
Bolivia,2014,300 - Ciencias sociales,TRADUCIDO,PLURAL EDITORES,1
Bolivia,2014,300 - Ciencias sociales,TRADUCIDO,PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO,1
Bolivia,2014,300 - Ciencias sociales,TRADUCIDO,TALLER DE INICIATIVAS EN ESTUDIOS RURALES Y REFORMA AGRARIA,2
Bolivia,2014,400 - Lenguas,NO TRADUCIDO,EDITORIAL DON BOSCO,3
Bolivia,2014,400 - Lenguas,NO TRADUCIDO,EDITORIAL OASIS S.R.L.,2
Bolivia,2014,400 - Lenguas,NO TRADUCIDO,"FLORES CHACOLLA, CARLO MAGNO",2
Bolivia,2014,400 - Lenguas,NO TRADUCIDO,GRUPO SANTILLANA,14
Bolivia,2014,400 - Lenguas,NO TRADUCIDO,INSTITUTO DE LENGUA Y CULTURA AYMARA,3
Bolivia,2014,400 - Lenguas,TRADUCIDO,"CANAVIRI GUZMAN, JUAN REYNALDO",6
Bolivia,2014,400 - Lenguas,TRADUCIDO,"MALGOR CASTEDO, MARGOTH",2
Bolivia,2014,400 - Lenguas,TRADUCIDO,"MIRANDA CASAS, FILOMENA",2
Bolivia,2014,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,5
Bolivia,2014,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EL PAURO EDICIONES S.R.L.,13
Bolivia,2014,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GIZ,10
Bolivia,2014,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,10
Bolivia,2014,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO SANTILLANA,10
Bolivia,2014,500 - Ciencias naturales y matemáticas,TRADUCIDO,WILDLIFE CONSERVATII? 1/2N SOCIETY,1
Bolivia,2014,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"ALANOCA LLUSCO, GUALBERTO TEOFILO",1
Bolivia,2014,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,FUNDACII? 1/2N XAVIER ALBI? 1/2 CENTRO DE SERVICIOS BIBLIOGRI? 1/2FICOS,11
Bolivia,2014,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"LIZONDO RODRIGUEZ, JESUS HUMBERTO",2
Bolivia,2014,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"MORALES MARTINEZ, ESTELA",4
Bolivia,2014,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,RAFAEL ALFREDO TERRAZAS PASTOR,2
Bolivia,2014,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,"NEME AMUSQUIVAR, JHONNY LUIS",1
Bolivia,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"ALEM ROJO, ROBERTO",1
Bolivia,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"BARCELO GRACIA, GABRIEL ESTEBAN",1
Bolivia,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"BRAVO CLADERA, ALEXANDRA",1
Bolivia,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,FONDO EDITORIAL ASOCIACII? 1/2N PRO ARTE Y CULTURA,3
Bolivia,2014,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,MUSEO NACIONAL DE ETNOGRAFI? 1/2A Y FOLKLORE,2
Bolivia,2014,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,ASOCIACION CINENOMADA PARA LAS ARTES,1
Bolivia,2014,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL 3600,21
Bolivia,2014,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,13
Bolivia,2014,800 - Literatura y retórica,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,18
Bolivia,2014,800 - Literatura y retórica,NO TRADUCIDO,GRUPO SANTILLANA,36
Bolivia,2014,800 - Literatura y retórica,NO TRADUCIDO,MINISTERIO DE CULTURAS Y TURISMO,10
Bolivia,2014,800 - Literatura y retórica,TRADUCIDO,"CHAMBI CALLE, ROBERTO",1
Bolivia,2014,800 - Literatura y retórica,TRADUCIDO,FUNDACI&#;N UNIVERSITARIA SIM&#;N I PATI&#;O - ESPACIO PATI&#;O,1
Bolivia,2014,800 - Literatura y retórica,TRADUCIDO,"ICHASO ELCUAZ, GABRIELA",1
Bolivia,2014,800 - Literatura y retórica,TRADUCIDO,"MIRANDA CASAS, FILOMENA",1
Bolivia,2014,900 - Geografía e historia,NO TRADUCIDO,"CALDERON GUZMAN, EMERSON ALFREDO",4
Bolivia,2014,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,4
Bolivia,2014,900 - Geografía e historia,NO TRADUCIDO,GRUPO SANTILLANA,8
Bolivia,2014,900 - Geografía e historia,NO TRADUCIDO,JUAN FRANCISCO BEDREGAL VILLANUEVA,3
Bolivia,2014,900 - Geografía e historia,NO TRADUCIDO,PRODUCCIONES CIMA,3
Bolivia,2014,900 - Geografía e historia,TRADUCIDO,"CALDERON GUZMAN, EMERSON ALFREDO",1
Bolivia,2014,900 - Geografía e historia,TRADUCIDO,"ICHASO ELCUAZ, GABRIELA",1
Bolivia,2015,0 - Generalidades,NO TRADUCIDO,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,35
Bolivia,2015,0 - Generalidades,NO TRADUCIDO,EDITORIAL 3600,10
Bolivia,2015,0 - Generalidades,NO TRADUCIDO,EDITORIAL VERBO DIVINO,17
Bolivia,2015,0 - Generalidades,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,106
Bolivia,2015,0 - Generalidades,NO TRADUCIDO,INSTITUTO INTERNACIONAL DE INTEGRACION,13
Bolivia,2015,0 - Generalidades,TRADUCIDO,BETH SHALOM,3
Bolivia,2015,0 - Generalidades,TRADUCIDO,GRUPO EDITORIAL KIPUS,4
Bolivia,2015,0 - Generalidades,TRADUCIDO,"HURTADO MORON, EDSON ERNESTO",1
Bolivia,2015,100 - Filosofía y psicología,NO TRADUCIDO,"ALDABA LECUMBERRI, MARIA DEL CARMEN",4
Bolivia,2015,100 - Filosofía y psicología,NO TRADUCIDO,"CARRASCO JALDIN, RONALD",2
Bolivia,2015,100 - Filosofía y psicología,NO TRADUCIDO,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,6
Bolivia,2015,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL VERBO DIVINO,2
Bolivia,2015,100 - Filosofía y psicología,NO TRADUCIDO,FORMANDO VIDAS,13
Bolivia,2015,200 - Religión,NO TRADUCIDO,COMISION DE ALFABETIZACION Y LITERATURA EN AYMARA,2
Bolivia,2015,200 - Religión,NO TRADUCIDO,"CORONA CORTES, THELIAN ARGEO",3
Bolivia,2015,200 - Religión,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,3
Bolivia,2015,200 - Religión,NO TRADUCIDO,EDITORIAL VERBO DIVINO,14
Bolivia,2015,200 - Religión,NO TRADUCIDO,INSTITUTO SUPERIOR ECUMENICO ANDINO DE TEOLOGIA,3
Bolivia,2015,200 - Religión,TRADUCIDO,VERDAD PARA VIVIR,3
Bolivia,2015,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,17
Bolivia,2015,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,11
Bolivia,2015,300 - Ciencias sociales,NO TRADUCIDO,FES,14
Bolivia,2015,300 - Ciencias sociales,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,11
Bolivia,2015,300 - Ciencias sociales,NO TRADUCIDO,PLURAL EDITORES,56
Bolivia,2015,300 - Ciencias sociales,TRADUCIDO,BETH SHALOM,1
Bolivia,2015,300 - Ciencias sociales,TRADUCIDO,"CARRASCO PATZI, MARIA ROSARIO",1
Bolivia,2015,300 - Ciencias sociales,TRADUCIDO,"PENARANDA UNDURRAGA, RAUL ALBERTO",1
Bolivia,2015,300 - Ciencias sociales,TRADUCIDO,"REVOLLO VALENCIA, JUAN",1
Bolivia,2015,300 - Ciencias sociales,TRADUCIDO,"SUSTACH MENACHO, JORGE ALBERTO",1
Bolivia,2015,400 - Lenguas,NO TRADUCIDO,"CALLISAYA APAZA, GREGORIO MARCELINO",2
Bolivia,2015,400 - Lenguas,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,2
Bolivia,2015,400 - Lenguas,NO TRADUCIDO,EDITORIAL DON BOSCO,4
Bolivia,2015,400 - Lenguas,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,8
Bolivia,2015,400 - Lenguas,NO TRADUCIDO,GRUPO SANTILLANA,5
Bolivia,2015,400 - Lenguas,TRADUCIDO,"PALABRA USCAMAYTA, MARIO",1
Bolivia,2015,400 - Lenguas,TRADUCIDO,"PENARANDA ADRIAZOLA, FRANZ VICTOR",1
Bolivia,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,10
Bolivia,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,7
Bolivia,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EL PAURO EDICIONES S.R.L.,12
Bolivia,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,23
Bolivia,2015,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO SANTILLANA,16
Bolivia,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,EDITORIAL RIQUEZAS SRL,10
Bolivia,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,FUNDACII? 1/2N XAVIER ALBI? 1/2 CENTRO DE SERVICIOS BIBLIOGRI? 1/2FICOS,6
Bolivia,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"LAZARTE HURTADO, MARCO ANTONIO",2
Bolivia,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"QUIROGA CHOQUE, EMMA OLIVIA",3
Bolivia,2015,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,UNIVERSIDAD AUTI? 1/2NOMA GABRIEL RENE MORENO,4
Bolivia,2015,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,INSTITUTO BOLIVIANO DE INVESTIGACION FORESTAL,1
Bolivia,2015,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,"ZULETA RIVERA, DAVID",1
Bolivia,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,EDITORIAL 3600,2
Bolivia,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,FONDO EDITORIAL ASOCIACII? 1/2N PRO ARTE Y CULTURA,2
Bolivia,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,FUNDACI&#;N UNIVERSITARIA SIM&#;N I PATI&#;O - ESPACIO PATI&#;O,2
Bolivia,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,MUSEO NACIONAL DE ETNOGRAFI? 1/2A Y FOLKLORE,4
Bolivia,2015,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"VALLEJO CANEDO, MERCEDES GABY",6
Bolivia,2015,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,"QUEREJAZU LEYTON, PEDRO ALFONSO",1
Bolivia,2015,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL 3600,25
Bolivia,2015,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,8
Bolivia,2015,800 - Literatura y retórica,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,18
Bolivia,2015,800 - Literatura y retórica,NO TRADUCIDO,GRUPO SANTILLANA,9
Bolivia,2015,800 - Literatura y retórica,NO TRADUCIDO,"VALLEJO CANEDO, MERCEDES GABY",9
Bolivia,2015,800 - Literatura y retórica,TRADUCIDO,"BAPTISTA GUMUCIO, MARIANO",1
Bolivia,2015,800 - Literatura y retórica,TRADUCIDO,EDITORIAL DON BOSCO,1
Bolivia,2015,800 - Literatura y retórica,TRADUCIDO,"GUZMAN REQUE, NIDIA ANGELICA",1
Bolivia,2015,800 - Literatura y retórica,TRADUCIDO,"REVOLLO VALENCIA, JUAN",1
Bolivia,2015,800 - Literatura y retórica,TRADUCIDO,"SUSTACH MENACHO, JORGE ALBERTO",1
Bolivia,2015,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,11
Bolivia,2015,900 - Geografía e historia,NO TRADUCIDO,"LIBRERI? 1/2A, PAPELERI? 1/2A Y EDITORIAL GISBERT Y CIA. S. A.",3
Bolivia,2015,900 - Geografía e historia,NO TRADUCIDO,"SORIA GALVARRO TERAN, CARLOS",4
Bolivia,2015,900 - Geografía e historia,NO TRADUCIDO,"SOUX MUNOZ REYES DE WAYAR, MARIA LUISA",7
Bolivia,2015,900 - Geografía e historia,NO TRADUCIDO,UNIVERSIDAD AUTI? 1/2NOMA GABRIEL RENE MORENO,4
Bolivia,2015,900 - Geografía e historia,TRADUCIDO,"CALDERON GUZMAN, EMERSON ALFREDO",4
Bolivia,2015,900 - Geografía e historia,TRADUCIDO,GRUPO EDITORIAL KIPUS,1
Bolivia,2016,0 - Generalidades,NO TRADUCIDO,"CALVIMONTES SALINAS, VELIA",7
Bolivia,2016,0 - Generalidades,NO TRADUCIDO,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,40
Bolivia,2016,0 - Generalidades,NO TRADUCIDO,EDITORIAL VERBO DIVINO,29
Bolivia,2016,0 - Generalidades,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,136
Bolivia,2016,0 - Generalidades,NO TRADUCIDO,"OTERO LORENT, ROGER DAVID",12
Bolivia,2016,0 - Generalidades,TRADUCIDO,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,1
Bolivia,2016,0 - Generalidades,TRADUCIDO,"GROSSMAN RAMIREZ, PABLO",1
Bolivia,2016,100 - Filosofía y psicología,NO TRADUCIDO,"AGREDA NOGALES, OSCAR ABEL",1
Bolivia,2016,100 - Filosofía y psicología,NO TRADUCIDO,EDGAR RAMIRO REYNAGA BURGOA,2
Bolivia,2016,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL DON BOSCO,7
Bolivia,2016,100 - Filosofía y psicología,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,2
Bolivia,2016,100 - Filosofía y psicología,NO TRADUCIDO,"ESPINOZA SANCHEZ, LUIS ERNESTO",3
Bolivia,2016,200 - Religión,NO TRADUCIDO,EDITORIAL VERBO DIVINO,20
Bolivia,2016,200 - Religión,NO TRADUCIDO,INSTITUTO SUPERIOR ECUMENICO ANDINO DE TEOLOGIA,5
Bolivia,2016,200 - Religión,NO TRADUCIDO,"MOGOLLON RODRIGUEZ, NAUDY ANTONIO",3
Bolivia,2016,200 - Religión,NO TRADUCIDO,"SALAS MARCHETTI, MARCELO ALBERTO",2
Bolivia,2016,200 - Religión,NO TRADUCIDO,VERDAD PARA VIVIR,2
Bolivia,2016,200 - Religión,TRADUCIDO,"CAMPBELL, JEREMIAH JHOHN",1
Bolivia,2016,200 - Religión,TRADUCIDO,CENTRO DE DICIPULADO ETNOS,2
Bolivia,2016,200 - Religión,TRADUCIDO,"CLAROS VILLLARROEL, SINFORIANO",1
Bolivia,2016,200 - Religión,TRADUCIDO,SOCIEDAD BI? 1/2BLICA BOLIVIANA,2
Bolivia,2016,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,12
Bolivia,2016,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,13
Bolivia,2016,300 - Ciencias sociales,NO TRADUCIDO,FUNDACII? 1/2N XAVIER ALBI? 1/2 CENTRO DE SERVICIOS BIBLIOGRI? 1/2FICOS,16
Bolivia,2016,300 - Ciencias sociales,NO TRADUCIDO,PLURAL EDITORES,8
Bolivia,2016,300 - Ciencias sociales,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,20
Bolivia,2016,300 - Ciencias sociales,TRADUCIDO,BIBLIOTECA Y ARCHIVO HISTORICO DE LA ASAMBLEA LEGISLATIVA PLURINACIONAL,1
Bolivia,2016,300 - Ciencias sociales,TRADUCIDO,FES,1
Bolivia,2016,300 - Ciencias sociales,TRADUCIDO,TALLER DE INICIATIVAS EN ESTUDIOS RURALES Y REFORMA AGRARIA,3
Bolivia,2016,400 - Lenguas,NO TRADUCIDO,BRISA EDITORIAL,14
Bolivia,2016,400 - Lenguas,NO TRADUCIDO,EDITORIAL DON BOSCO,13
Bolivia,2016,400 - Lenguas,NO TRADUCIDO,FE DE ERRATAS EDITORA-CONSULTORA EDUCATIVA,4
Bolivia,2016,400 - Lenguas,NO TRADUCIDO,GRUPO SANTILLANA,6
Bolivia,2016,400 - Lenguas,NO TRADUCIDO,"MASSUD GUZMAN, RAUL",5
Bolivia,2016,400 - Lenguas,TRADUCIDO,EDITORIAL DON BOSCO,2
Bolivia,2016,400 - Lenguas,TRADUCIDO,EDITORIAL PANAMERICAN BOOKS,1
Bolivia,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,15
Bolivia,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EL PAURO EDICIONES S.R.L.,8
Bolivia,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,15
Bolivia,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO SANTILLANA,13
Bolivia,2016,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,LATINAS EDITORES LTDA.,13
Bolivia,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"BUSTILLOS DURAN, VIDHER WILFREDO",2
Bolivia,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,FUNDACII? 1/2N XAVIER ALBI? 1/2 CENTRO DE SERVICIOS BIBLIOGRI? 1/2FICOS,2
Bolivia,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,GRUPO SANTILLANA,4
Bolivia,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"RODRIGO LIRA, GLORIA DEL CARMEN",2
Bolivia,2016,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,2
Bolivia,2016,600 - Tecnología (Ciencias aplicadas),TRADUCIDO,"QUISPE LAYME, ALFREDO",1
Bolivia,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,2
Bolivia,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"FINOT GAINSBORG, ENRIQUE",2
Bolivia,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,MUSEO NACIONAL DE ETNOGRAFI? 1/2A Y FOLKLORE,3
Bolivia,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,"PAZ PRADA, ELOISA MARIA",3
Bolivia,2016,700 - Las Artes Bellas artes y artes decorativas,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,14
Bolivia,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,EDITORIAL 3600,1
Bolivia,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,MIGUEL ANGEL GONZALES RODRIGUEZ,1
Bolivia,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,MUSEO NACIONAL DE ETNOGRAFI? 1/2A Y FOLKLORE,1
Bolivia,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,"PAZ PRADA, ELOISA MARIA",1
Bolivia,2016,700 - Las Artes Bellas artes y artes decorativas,TRADUCIDO,"SCHWARTZ DE VARGAS, RAQUEL",1
Bolivia,2016,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL 3600,29
Bolivia,2016,800 - Literatura y retórica,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,10
Bolivia,2016,800 - Literatura y retórica,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,21
Bolivia,2016,800 - Literatura y retórica,NO TRADUCIDO,GRUPO SANTILLANA,28
Bolivia,2016,800 - Literatura y retórica,NO TRADUCIDO,PLURAL EDITORES,38
Bolivia,2016,800 - Literatura y retórica,TRADUCIDO,EDITORIAL 3600,1
Bolivia,2016,800 - Literatura y retórica,TRADUCIDO,GRUPO SANTILLANA,2
Bolivia,2016,800 - Literatura y retórica,TRADUCIDO,"LEDERMANN, ERNESTO ALBERTO",1
Bolivia,2016,900 - Geografía e historia,NO TRADUCIDO,"ALCAZAR CHAVEZ, LUIS FERNANDO",3
Bolivia,2016,900 - Geografía e historia,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,8
Bolivia,2016,900 - Geografía e historia,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,4
Bolivia,2016,900 - Geografía e historia,NO TRADUCIDO,"LIBRERI? 1/2A, PAPELERI? 1/2A Y EDITORIAL GISBERT Y CIA. S. A.",6
Bolivia,2016,900 - Geografía e historia,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,12
Bolivia,2016,900 - Geografía e historia,TRADUCIDO,"CENTRO DE INVESTIGACIONES ARQUEOLOGICAS, ANTROPOLOGICAS Y ADMINISTRACION DE TIWANAKU",1
Bolivia,2017,0 - Generalidades,NO TRADUCIDO,"CALVIMONTES SALINAS, VELIA",9
Bolivia,2017,0 - Generalidades,NO TRADUCIDO,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,23
Bolivia,2017,0 - Generalidades,NO TRADUCIDO,EDITORIAL VERBO DIVINO,13
Bolivia,2017,0 - Generalidades,NO TRADUCIDO,"FACULTAD DE ARQUITECTURA, ARTES, DISEA+/-O Y URBANISMO - UMSA",13
Bolivia,2017,0 - Generalidades,NO TRADUCIDO,GRUPO EDITORIAL KIPUS,106
Bolivia,2017,0 - Generalidades,TRADUCIDO,COMUNIDAD RELIGIOSA MISIONERAS DE LAS BIENAVENTURANZAS,1
Bolivia,2017,0 - Generalidades,TRADUCIDO,EDITORIAL-IMPRENTA UNIVERSITARIA - UTO,1
Bolivia,2017,100 - Filosofía y psicología,NO TRADUCIDO,"DAVEZIES MARTINEZ, WENDDY REBECA",2
Bolivia,2017,100 - Filosofía y psicología,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,4
Bolivia,2017,100 - Filosofía y psicología,NO TRADUCIDO,PLURAL EDITORES,5
Bolivia,2017,100 - Filosofía y psicología,NO TRADUCIDO,PROGRAMA DE LAS NACIONES UNIDAS PARA EL DESARROLLO,11
Bolivia,2017,100 - Filosofía y psicología,NO TRADUCIDO,"SALGADO HUAYTA, GROVER",3
Bolivia,2017,100 - Filosofía y psicología,TRADUCIDO,WOLFGANG MANUEL KELLERT DE VILLEGAS,1
Bolivia,2017,200 - Religión,NO TRADUCIDO,EDITORIAL EDUCARTE SRL,12
Bolivia,2017,200 - Religión,NO TRADUCIDO,EDITORIAL VERBO DIVINO,22
Bolivia,2017,200 - Religión,NO TRADUCIDO,INSTITUTO SUPERIOR ECUMENICO ANDINO DE TEOLOGIA,6
Bolivia,2017,200 - Religión,NO TRADUCIDO,SANDRA PATRICIA HEREDIA AILLON,3
Bolivia,2017,200 - Religión,NO TRADUCIDO,VERDAD PARA VIVIR,8
Bolivia,2017,200 - Religión,TRADUCIDO,"BALLIVIAN, MARTIN MIGUEL",1
Bolivia,2017,200 - Religión,TRADUCIDO,CENTRO DE DICIPULADO ETNOS,2
Bolivia,2017,300 - Ciencias sociales,NO TRADUCIDO,CIDES - UMSA,9
Bolivia,2017,300 - Ciencias sociales,NO TRADUCIDO,EDITORIAL EL PAI? 1/2S,14
Bolivia,2017,300 - Ciencias sociales,NO TRADUCIDO,FUNDACII? 1/2N XAVIER ALBI? 1/2 CENTRO DE SERVICIOS BIBLIOGRI? 1/2FICOS,13
Bolivia,2017,300 - Ciencias sociales,NO TRADUCIDO,PLURAL EDITORES,7
Bolivia,2017,300 - Ciencias sociales,NO TRADUCIDO,VICEPRESIDENCIA DEL ESTADO PLURINACIONAL,24
Bolivia,2017,300 - Ciencias sociales,TRADUCIDO,BETH SHALOM,1
Bolivia,2017,300 - Ciencias sociales,TRADUCIDO,"BIANCHI, ROBERTO",1
Bolivia,2017,300 - Ciencias sociales,TRADUCIDO,FELIX HUANCA AYAVIRI,1
Bolivia,2017,300 - Ciencias sociales,TRADUCIDO,"SUSTACH MENACHO, JORGE ALBERTO",1
Bolivia,2017,300 - Ciencias sociales,TRADUCIDO,TALLER DE INICIATIVAS EN ESTUDIOS RURALES Y REFORMA AGRARIA,2
Bolivia,2017,400 - Lenguas,NO TRADUCIDO,BRISA EDITORIAL,12
Bolivia,2017,400 - Lenguas,NO TRADUCIDO,CENTRO MISIONERO MARYKNOLL EN AMERICA LATINA,2
Bolivia,2017,400 - Lenguas,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,6
Bolivia,2017,400 - Lenguas,NO TRADUCIDO,FUNDACION PARA LA EDUCACION EN CONTEXTOS DE MULTILINGUISMO Y PLURICULTURALIDAD,6
Bolivia,2017,400 - Lenguas,NO TRADUCIDO,"PAUCAR CALDERON DE REYNAGA, EVA MARIA",6
Bolivia,2017,400 - Lenguas,TRADUCIDO,"CAYETANO CHOQUE, MIRIAM",1
Bolivia,2017,400 - Lenguas,TRADUCIDO,"CHINAHUANCA SINANI, HILARION",1
Bolivia,2017,400 - Lenguas,TRADUCIDO,EDITORIAL DON BOSCO,8
Bolivia,2017,400 - Lenguas,TRADUCIDO,INSTITUTO DE ESTUDIOS BOLIVIANOS,1
Bolivia,2017,400 - Lenguas,TRADUCIDO,"KAMA RIVEROS, MARIO",2
Bolivia,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL COMUNICARTE S. R. L.,7
Bolivia,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,EDITORIAL DON BOSCO,10
Bolivia,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,GRUPO EDITORIAL LA HOGUERA S.A.,11
Bolivia,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,LATINAS EDITORES LTDA.,15
Bolivia,2017,500 - Ciencias naturales y matemáticas,NO TRADUCIDO,"MOLLERICONA VILLCA, LUCIO",5
Bolivia,2017,500 - Ciencias naturales y matemáticas,TRADUCIDO,SANDRA PATRICIA HEREDIA AILLON,1
Bolivia,2017,600 - Tecnología (Ciencias aplicadas),NO TRADUCIDO,"AYLLON ECHALAR, FERNANDO",2
