PAIS,ANO,DEWEY PRINCIPAL,IDIOMA DE ORIGEN,EDITORIAL,CANTIDAD
Perú,2018,300 - Ciencias sociales,ALEMÁN,IMPORTADORA Y DISTRIBUIDORA EDITORIAL MORENO S.A.,1
Perú,2018,300 - Ciencias sociales,ALEMÁN,INSTITUTO APOYO,6
Perú,2018,300 - Ciencias sociales,ALEMÁN,INSTITUTO PACIFICO S.A.C.,1
Perú,2018,300 - Ciencias sociales,ESPAÑOL,AVANTGARD EDICIONES S.A.C.,1
Perú,2018,300 - Ciencias sociales,ESPAÑOL,"CATACORA FLORES, NUBIA LILIA",1
Perú,2018,300 - Ciencias sociales,ESPAÑOL,ENTIDAD PRIVADA NO EDITORIAL,1
Perú,2018,300 - Ciencias sociales,ESPAÑOL,HALA EDITORES DE GUILLERMO JESUS HARO LAZARO,2
Perú,2018,300 - Ciencias sociales,ESPAÑOL,LETRAS E IMAGENES S.A.C.,1
Perú,2018,300 - Ciencias sociales,FRANCÉS,EDICIONES EL LECTOR S.R.L.,1
Perú,2018,300 - Ciencias sociales,FRANCÉS,UNIVERSIDAD DE LIMA,4
Perú,2018,300 - Ciencias sociales,INGLÉS,ASOCIACION CIVIL UNIVERSIDAD DE CIENCIAS Y HUMANIDADES,1
Perú,2018,300 - Ciencias sociales,INGLÉS,AVANTGARD EDICIONES S.A.C.,44
Perú,2018,300 - Ciencias sociales,INGLÉS,INSTITUTO DE ESTUDIOS PERUANOS,3
Perú,2018,300 - Ciencias sociales,INGLÉS,PALESTRA EDITORES S.A.C.,9
Perú,2018,300 - Ciencias sociales,INGLÉS,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,2
Perú,2018,300 - Ciencias sociales,ITALIANO,ASOCIACION LIBRERIA EDITORIAL SALESIANA,1
Perú,2018,300 - Ciencias sociales,ITALIANO,COMMUNITAS S.A.C.,1
Perú,2018,300 - Ciencias sociales,ITALIANO,PALESTRA EDITORES S.A.C.,9
Perú,2018,300 - Ciencias sociales,ITALIANO,UNIVERSIDAD CATOLICA SAN PABLO,1
Perú,2018,300 - Ciencias sociales,ITALIANO,ZELA GRUPO EDITORIAL E.I.R.L.,3
Perú,2018,400 - Lenguas,MULTILINGÜE,UNIVERSIDAD CATOLICA SEDES SAPIENTIAE,2
Perú,2018,500 - Ciencias naturales y matemáticas,ALEMÁN,INSTITUTO APOYO,1
Perú,2018,500 - Ciencias naturales y matemáticas,ESPAÑOL,INDUSTRIAL SOLUTIONS OF PERU S.A.C.,1
Perú,2018,500 - Ciencias naturales y matemáticas,ESPAÑOL,"TICONA TITO, SONIA GABINA",1
Perú,2018,500 - Ciencias naturales y matemáticas,INGLÉS,AVANTGARD EDICIONES S.A.C.,1
Perú,2018,500 - Ciencias naturales y matemáticas,INGLÉS,CREES MANU S.A.C.,1
Perú,2018,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,"ALDAVE BECERRA, JUAN CARLOS",1
Perú,2018,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,COMISION DE PROMOCION DEL PERU PARA LA EXPORTACION Y EL TURISMO,2
Perú,2018,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,FUNDICION FERROSA S.A.C.,2
Perú,2018,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,"RODRIGUEZ ROCHA, LUIGI HEDRIK",1
Perú,2018,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,UNIVERSIDAD SAN IGNACIO DE LOYOLA,1
Perú,2018,600 - Tecnología (Ciencias aplicadas),INGLÉS,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.,3
Perú,2018,600 - Tecnología (Ciencias aplicadas),ITALIANO,EDITORIAL COMERCIAL,1
Perú,2018,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,ASOCIACION ISHMA,1
Perú,2018,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,CENTRO DE LA FOTOGRAFIA S.A,1
Perú,2018,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,INSTITUTO CULTURAL PERUANO NORTEAMERICANO,1
Perú,2018,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,INSTITUTO DE ARTE CONTEMPORANEO,1
Perú,2018,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,1
Perú,2018,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,EDITORA VUK S.A.C.,3
Perú,2018,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,GRUPO PLANETA,1
Perú,2018,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,1
Perú,2018,700 - Las Artes Bellas artes y artes decorativas,ITALIANO,EDITORIAL C S.A.C.,2
Perú,2018,800 - Literatura y retórica,ALEMÁN,EDUCACTIVA,1
Perú,2018,800 - Literatura y retórica,ESPAÑOL,AUSTERK PRODUCCIONES S.A.C.,1
Perú,2018,800 - Literatura y retórica,ESPAÑOL,"BARRIONUEVO, ALFONSINA",1
Perú,2018,800 - Literatura y retórica,ESPAÑOL,CASCAHUESOS EDITORES S.A.C.,1
Perú,2018,800 - Literatura y retórica,ESPAÑOL,"FONSECA LUNA, EDUARDO",1
Perú,2018,800 - Literatura y retórica,ESPAÑOL,GRUPO EMPRESARIAL AMOTAPE S.A.C.,1
Perú,2018,800 - Literatura y retórica,FRANCÉS,CASA CARTON PERU E.I.R.L,1
Perú,2018,800 - Literatura y retórica,FRANCÉS,EDICIONES EL LECTOR S.R.L.,1
Perú,2018,800 - Literatura y retórica,FRANCÉS,UNIVERSIDAD RICARDO PALMA,1
Perú,2018,800 - Literatura y retórica,INGLÉS,ASOCIACION CULTURAL GARUA,4
Perú,2018,800 - Literatura y retórica,INGLÉS,EDICIONES URANO,8
Perú,2018,800 - Literatura y retórica,INGLÉS,EL GATO DESCALZO DE GERMAN ATOCHE INTILI,5
Perú,2018,800 - Literatura y retórica,INGLÉS,GRUPO PLANETA,16
Perú,2018,800 - Literatura y retórica,INGLÉS,PENGUIN RANDOM HOUSE,8
Perú,2018,800 - Literatura y retórica,ITALIANO,GRUPO PLANETA,2
Perú,2018,800 - Literatura y retórica,ITALIANO,PANAMERICANA LIBRERIA Y PAPELERIA,1
Perú,2018,800 - Literatura y retórica,ITALIANO,PARACAIDAS SOLUCIONES EDITORIALES S.A.C.,1
Perú,2018,800 - Literatura y retórica,JAPONÉS,GRUPO PLANETA,5
Perú,2018,800 - Literatura y retórica,PORTUGUÉS,GRUPO EMPRESARIAL AMOTAPE S.A.C.,1
Perú,2018,900 - Geografía e historia,ESPAÑOL,CUSCO ANUNCIOS NEGOCIOS Y PUBLICIDAD S.A.C.,1
Perú,2018,900 - Geografía e historia,ESPAÑOL,KUSKIN EDITORES S.R.L.,1
Perú,2018,900 - Geografía e historia,ESPAÑOL,"NEGRON ROMERO, SAYDI MARIA",1
Perú,2018,900 - Geografía e historia,ESPAÑOL,PERUGUIA S.R.L.,1
Perú,2018,900 - Geografía e historia,ESPAÑOL,PERUVIAN LEISURE CORPORATION,1
Perú,2018,900 - Geografía e historia,FRANCÉS,CENTRO INTERNACIONAL DE ADMINISTRACION Y COMERCIO,2
Perú,2018,900 - Geografía e historia,INGLÉS,CENTRO DE ESTUDIOS REGIONALES ANDINOS BARTOLOME DE LAS CASAS,1
Perú,2018,900 - Geografía e historia,INGLÉS,EDICIONES EL LECTOR S.R.L.,3
Perú,2018,900 - Geografía e historia,INGLÉS,KUSKIN EDITORES S.R.L.,1
Perú,2018,900 - Geografía e historia,INGLÉS,PENGUIN RANDOM HOUSE,1
Perú,2018,900 - Geografía e historia,INGLÉS,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,2
Perú,2018,900 - Geografía e historia,ITALIANO,EDITORIAL COMERCIAL,1
Perú,2018,900 - Geografía e historia,QUECHUA,EXPRESIONES PERUANAS AGENCIA Y ASESORIA EN IMAGEN Y COMUNICACION S.R.L.,1
Perú,2019,0 - Generalidades,ESPAÑOL,KUSKIN EDITORES S.R.L.,1
Perú,2019,0 - Generalidades,HEBREO,MANUS SINISTRA DE PAUL NUNEZ SOLANO,1
Perú,2019,0 - Generalidades,INGLÉS,APUS GRAPH EDICIONES S.A.C.,1
Perú,2019,0 - Generalidades,INGLÉS,ERNST & YOUNG ASESORES S. CIVIL DE R. L.,1
Perú,2019,0 - Generalidades,INGLÉS,MANUS SINISTRA DE PAUL NUNEZ SOLANO,2
Perú,2019,0 - Generalidades,ITALIANO,EDITORIAL C S.A.C.,2
Perú,2019,0 - Generalidades,MULTILINGÜE,COMUNIDAD DE CRISTIANOS EN EL PERU,1
Perú,2019,0 - Generalidades,SUECO,MANUS SINISTRA DE PAUL NUNEZ SOLANO,2
Perú,2019,100 - Filosofía y psicología,ALEMÁN,UNIVERSIDAD CATOLICA SAN PABLO,1
Perú,2019,100 - Filosofía y psicología,ESPAÑOL,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,1
Perú,2019,100 - Filosofía y psicología,ESPAÑOL,MANUS SINISTRA DE PAUL NUNEZ SOLANO,2
Perú,2019,100 - Filosofía y psicología,FRANCÉS,UNIVERSIDAD FEMENINA DEL SAGRADO CORAZON,1
Perú,2019,100 - Filosofía y psicología,INGLÉS,MANUS SINISTRA DE PAUL NUNEZ SOLANO,8
Perú,2019,100 - Filosofía y psicología,INGLÉS,MSV ASESORES S.A.C.,2
Perú,2019,100 - Filosofía y psicología,INGLÉS,PENGUIN RANDOM HOUSE,1
Perú,2019,100 - Filosofía y psicología,ITALIANO,TRADUCCIONES JUNGUIANAS DE JUAN FRANCISCO GREGORIO BRAMBILLA VEGA,1
Perú,2019,100 - Filosofía y psicología,ITALIANO,ZELA GRUPO EDITORIAL E.I.R.L.,1
Perú,2019,200 - Religión,COREANO,PUBLICACIONES BUENAS NUEVAS,3
Perú,2019,200 - Religión,ESPAÑOL,"SOCIEDAD BIBLICA PERUANA, ASOCIACION CULTURAL",1
Perú,2019,200 - Religión,HEBREO,"SOCIEDAD BIBLICA PERUANA, ASOCIACION CULTURAL",1
Perú,2019,200 - Religión,INGLÉS,BUDISMO CAMINO DEL DIAMANTE PERU,1
Perú,2019,200 - Religión,INGLÉS,CENTRO DE INVESTIGACIONES Y PUBLICACIONES - EDICIONES PUMA,4
Perú,2019,200 - Religión,INGLÉS,IMPRENTA EDITORA EBENEZER DE RODOLFO QUINONES QUISPE,1
Perú,2019,200 - Religión,INGLÉS,TEOLOGIAPARAVIVIR S.A.C.,4
Perú,2019,200 - Religión,JAPONÉS,ASOCIACION PERUANA DE LA SOKA GAKKAI INTERNACIONAL,1
Perú,2019,200 - Religión,LATÍN,UNIVERSIDAD CATOLICA SEDES SAPIENTIAE,1
Perú,2019,200 - Religión,PORTUGUÉS,"SOCIEDAD BIBLICA PERUANA, ASOCIACION CULTURAL",1
Perú,2019,300 - Ciencias sociales,ALEMÁN,GRUPO EDITORIAL JURIDICA LEGALES PERU E.I.R.L.,1
Perú,2019,300 - Ciencias sociales,ALEMÁN,INSTITUTO APOYO,12
Perú,2019,300 - Ciencias sociales,ALEMÁN,INSTITUTO DE ESTUDIOS PERUANOS,1
Perú,2019,300 - Ciencias sociales,ALEMÁN,PALESTRA EDITORES S.A.C.,2
Perú,2019,300 - Ciencias sociales,COREANO,PUBLICACIONES BUENAS NUEVAS,2
Perú,2019,300 - Ciencias sociales,ESPAÑOL,ALFALIT EN EL PERU,1
Perú,2019,300 - Ciencias sociales,ESPAÑOL,"HUANCA PALOMINO, VICTOR",1
Perú,2019,300 - Ciencias sociales,ESPAÑOL,INSTITUTO APOYO,1
Perú,2019,300 - Ciencias sociales,ESPAÑOL,KUSKIN EDITORES S.R.L.,1
Perú,2019,300 - Ciencias sociales,ESPAÑOL,LEZCANO E.I.R.L.,1
Perú,2019,300 - Ciencias sociales,FRANCÉS,CEQUES EDITORES S.R.L.,1
Perú,2019,300 - Ciencias sociales,FRANCÉS,INSTITUTO DE ESTUDIOS PERUANOS,5
Perú,2019,300 - Ciencias sociales,FRANCÉS,KARTERGRAF S.R.L.,1
Perú,2019,300 - Ciencias sociales,FRANCÉS,UNIVERSIDAD DE LIMA,2
Perú,2019,300 - Ciencias sociales,INGLÉS,AVANTGARD EDICIONES S.A.C.,6
Perú,2019,300 - Ciencias sociales,INGLÉS,EDITORA VUK S.A.C.,1
Perú,2019,300 - Ciencias sociales,INGLÉS,INSTITUTO DE ESTUDIOS PERUANOS,21
Perú,2019,300 - Ciencias sociales,INGLÉS,PALESTRA EDITORES S.A.C.,5
Perú,2019,300 - Ciencias sociales,INGLÉS,UNIVERSIDAD DEL PACIFICO,3
Perú,2019,300 - Ciencias sociales,ITALIANO,GRUPO TEXTOS S.A.C.,1
Perú,2019,300 - Ciencias sociales,ITALIANO,PALESTRA EDITORES S.A.C.,2
Perú,2019,300 - Ciencias sociales,ITALIANO,UNIVERSIDAD CATOLICA SAN PABLO,1
Perú,2019,300 - Ciencias sociales,ITALIANO,ZELA GRUPO EDITORIAL E.I.R.L.,5
Perú,2019,300 - Ciencias sociales,PORTUGUÉS,EDITORA Y DISTRIBUIDORA EDICIONES LEGALES E.I.R.L.,1
Perú,2019,300 - Ciencias sociales,PORTUGUÉS,EDITORA Y LIBRERIA JURIDICA GRIJLEY E.I.R.L.,2
Perú,2019,300 - Ciencias sociales,PORTUGUÉS,PALESTRA EDITORES S.A.C.,3
Perú,2019,400 - Lenguas,ESPAÑOL,"CUYA ARANGO, NICOLAS",1
Perú,2019,400 - Lenguas,INGLÉS,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,2
Perú,2019,400 - Lenguas,QUECHUA,"VALENZUELA TOMAIRO, EPIFANIO",1
Perú,2019,500 - Ciencias naturales y matemáticas,ALEMÁN,INSTITUTO APOYO,4
Perú,2019,500 - Ciencias naturales y matemáticas,ESPAÑOL,"VELARDE VASQUEZ, OSCAR",1
Perú,2019,500 - Ciencias naturales y matemáticas,INGLÉS,AVANTGARD EDICIONES S.A.C.,6
Perú,2019,500 - Ciencias naturales y matemáticas,INGLÉS,EM EDICIONES S.A.C.,1
Perú,2019,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.,1
Perú,2019,600 - Tecnología (Ciencias aplicadas),ESPAÑOL,UNIVERSIDAD SAN IGNACIO DE LOYOLA,3
Perú,2019,600 - Tecnología (Ciencias aplicadas),INGLÉS,ANTARES CULTURA Y DESARROLLO,1
Perú,2019,600 - Tecnología (Ciencias aplicadas),INGLÉS,"PAREDES, BURGA & ASOCIADOS S. CIVIL DE R.L.",1
Perú,2019,600 - Tecnología (Ciencias aplicadas),INGLÉS,UNIVERSIDAD MARIA AUXILIADORA,1
Perú,2019,600 - Tecnología (Ciencias aplicadas),INGLÉS,UNIVERSIDAD PERUANA CAYETANO HEREDIA,1
Perú,2019,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,UNIVERSIDAD CATOLICA DE SANTA MARIA,1
Perú,2019,800 - Literatura y retórica,ALEMÁN,CASCAHUESOS EDITORES S.A.C.,1
Perú,2019,800 - Literatura y retórica,ALEMÁN,EDUCACTIVA,1
Perú,2019,800 - Literatura y retórica,ALEMÁN,EM EDICIONES S.A.C.,2
Perú,2019,800 - Literatura y retórica,ALEMÁN,GRUPO EMPRESARIAL AMOTAPE S.A.C.,1
Perú,2019,800 - Literatura y retórica,ESPAÑOL,ALALUNA S.A.C.,1
Perú,2019,800 - Literatura y retórica,ESPAÑOL,ALASTOR S.A.C.,1
Perú,2019,800 - Literatura y retórica,ESPAÑOL,EDICIONES CONDORPASA E.I.R.L.,1
Perú,2019,800 - Literatura y retórica,ESPAÑOL,INSTITUTO CULTURAL PERUANO NORTEAMERICANO,2
Perú,2019,800 - Literatura y retórica,ESPAÑOL,UNIVERSIDAD RICARDO PALMA,3
Perú,2019,800 - Literatura y retórica,FRANCÉS,ABRIL EN LOS ARBOLES E.I.R.L.,1
Perú,2019,800 - Literatura y retórica,FRANCÉS,BIZARRO EDICIONES S.A.C.,1
Perú,2019,800 - Literatura y retórica,FRANCÉS,EM EDICIONES S.A.C.,2
Perú,2019,800 - Literatura y retórica,FRANCÉS,ENTIDAD PATAFISICA PARA LA PUBLICACION DE TEXTOS URGENTES Y EMERGENTES COLMENA EDITORES E.I.R.L.,1
Perú,2019,800 - Literatura y retórica,INGLÉS,EDITORA VUK S.A.C.,2
Perú,2019,800 - Literatura y retórica,INGLÉS,EDUCACTIVA,3
Perú,2019,800 - Literatura y retórica,INGLÉS,EL GATO DESCALZO DE GERMAN ATOCHE INTILI,6
Perú,2019,800 - Literatura y retórica,INGLÉS,GRUPO PLANETA,3
Perú,2019,800 - Literatura y retórica,INGLÉS,PENGUIN RANDOM HOUSE,7
Perú,2019,800 - Literatura y retórica,ITALIANO,EDUCACTIVA,1
Perú,2019,800 - Literatura y retórica,JAPONÉS,ASOCIACION PERUANO JAPONESA,1
Perú,2019,800 - Literatura y retórica,MULTILINGÜE,ALASTOR S.A.C.,2
Perú,2019,800 - Literatura y retórica,PORTUGUÉS,CANTERA EDITORES E.I.R.L.,2
Perú,2019,800 - Literatura y retórica,PORTUGUÉS,EDUCACTIVA,1
Perú,2019,800 - Literatura y retórica,QUECHUA,LLUVIA EDITORES DE ESTEBAN QUIROZ CISNEROS,1
Perú,2019,800 - Literatura y retórica,QUECHUA,"REMON TENORIO, FLORENTINO FERREOL",1
Perú,2019,900 - Geografía e historia,ESPAÑOL,APUS GRAPH EDICIONES S.A.C.,1
Perú,2019,900 - Geografía e historia,ESPAÑOL,EDICIONES DEL HIPOCAMPO S.A.C.,2
Perú,2019,900 - Geografía e historia,ESPAÑOL,KUSKIN EDITORES S.R.L.,1
Perú,2019,900 - Geografía e historia,ESPAÑOL,UNIVERSIDAD NACIONAL DE INGENIERIA,1
Perú,2019,900 - Geografía e historia,ESPAÑOL,"VILLENA VARGAS, JOSE MANUEL",1
Perú,2019,900 - Geografía e historia,FRANCÉS,INSTITUTO DE ESTUDIOS PERUANOS,1
Perú,2019,900 - Geografía e historia,FRANCÉS,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1
Perú,2019,900 - Geografía e historia,INGLÉS,EDICIONES EL LECTOR S.R.L.,1
Perú,2019,900 - Geografía e historia,INGLÉS,INSTITUTO DE ESTUDIOS PERUANOS,3
Perú,2019,900 - Geografía e historia,INGLÉS,INSTITUTO FRANCES DE ESTUDIOS ANDINOS,1
Perú,2020,0 - Generalidades,ESPAÑOL,APUS GRAPH EDICIONES S.A.C.,1
Perú,2020,0 - Generalidades,ESPAÑOL,"MONCADA ORTEGA, SEGUNDO PEDRO",1
Perú,2020,0 - Generalidades,ESPAÑOL,PERU FONDO EDITORIAL S.R.L.,1
Perú,2020,0 - Generalidades,INGLÉS,APUS GRAPH EDICIONES S.A.C.,1
Perú,2020,100 - Filosofía y psicología,ALEMÁN,UNIVERSIDAD CATOLICA SAN PABLO,1
Perú,2020,100 - Filosofía y psicología,ESPAÑOL,MANUS SINISTRA DE PAUL NUNEZ SOLANO,2
Perú,2020,100 - Filosofía y psicología,INGLÉS,ANDE DE MAXIMO OSCAR LUIS MARTINEZ SALIROSAS,1
Perú,2020,100 - Filosofía y psicología,INGLÉS,MANUS SINISTRA DE PAUL NUNEZ SOLANO,4
Perú,2020,100 - Filosofía y psicología,INGLÉS,PENGUIN RANDOM HOUSE,1
Perú,2020,100 - Filosofía y psicología,ITALIANO,ZELA GRUPO EDITORIAL E.I.R.L.,1
Perú,2020,200 - Religión,ALEMÁN,CENTRO DE INVESTIGACIONES Y PUBLICACIONES - EDICIONES PUMA,2
Perú,2020,200 - Religión,ESPAÑOL,MISION WANCA,1
Perú,2020,200 - Religión,ESPAÑOL,TEOLOGIAPARAVIVIR S.A.C.,1
Perú,2020,200 - Religión,INGLÉS,ASOCIACION PUBLICACIONES VIDA NUEVA,1
Perú,2020,200 - Religión,INGLÉS,ASOCIACION SANTO TOMAS DE AQUINO,1
Perú,2020,200 - Religión,INGLÉS,CENTRO DE INVESTIGACIONES Y PUBLICACIONES - EDICIONES PUMA,19
Perú,2020,200 - Religión,INGLÉS,TEOLOGIAPARAVIVIR S.A.C.,18
Perú,2020,200 - Religión,ITALIANO,ASOCIACION HIJAS DE SAN PABLO,3
Perú,2020,200 - Religión,JAPONÉS,ASOCIACION LIBRERIA EDITORIAL SALESIANA,1
Perú,2020,200 - Religión,LENGUA NO DETERMINADA,SERVICIOS GRAFICOS LITTON'S E.I.R.L.,1
Perú,2020,200 - Religión,NEERLANDÉS,TEOLOGIAPARAVIVIR S.A.C.,2
Perú,2020,300 - Ciencias sociales,ALEMÁN,INSTITUTO APOYO,2
Perú,2020,300 - Ciencias sociales,ALEMÁN,PALESTRA EDITORES S.A.C.,3
Perú,2020,300 - Ciencias sociales,ESPAÑOL,ASOCIACION FE Y ALEGRIA DEL PERU,1
Perú,2020,300 - Ciencias sociales,ESPAÑOL,ERNST & YOUNG CONSULTORES S. CIVIL DE R. L.,1
Perú,2020,300 - Ciencias sociales,ESPAÑOL,FUNDACION BBVA PERU,2
Perú,2020,300 - Ciencias sociales,ESPAÑOL,GRUPO DE ANALISIS PARA EL DESARROLLO,2
Perú,2020,300 - Ciencias sociales,ESPAÑOL,SOCIEDAD PERUANA DE DERECHO AMBIENTAL,2
Perú,2020,300 - Ciencias sociales,FRANCÉS,UNIVERSIDAD DE LIMA,2
Perú,2020,300 - Ciencias sociales,INGLÉS,AVANTGARD EDICIONES S.A.C.,11
Perú,2020,300 - Ciencias sociales,INGLÉS,"CONSEJO NACIONAL DE CIENCIA, TECNOLOGIA E INNOVACION TECNOLOGICA",1
Perú,2020,300 - Ciencias sociales,INGLÉS,INSTITUTO DE ESTUDIOS PERUANOS,8
Perú,2020,300 - Ciencias sociales,INGLÉS,PENGUIN RANDOM HOUSE,2
Perú,2020,300 - Ciencias sociales,INGLÉS,UNIVERSIDAD DEL PACIFICO,3
Perú,2020,300 - Ciencias sociales,ITALIANO,CARAL EDITORES E.I.R.L.,1
Perú,2020,300 - Ciencias sociales,ITALIANO,GRUPO EDITORIAL JURIDICA LEGALES PERU E.I.R.L.,3
Perú,2020,300 - Ciencias sociales,ITALIANO,PALESTRA EDITORES S.A.C.,2
Perú,2020,300 - Ciencias sociales,ITALIANO,ZELA GRUPO EDITORIAL E.I.R.L.,8
Perú,2020,300 - Ciencias sociales,JAPONÉS,LLUVIA EDITORES DE ESTEBAN QUIROZ CISNEROS,1
Perú,2020,300 - Ciencias sociales,PORTUGUÉS,ASOCIACION SANTO TOMAS DE AQUINO,1
Perú,2020,300 - Ciencias sociales,PORTUGUÉS,ZELA GRUPO EDITORIAL E.I.R.L.,1
Perú,2020,400 - Lenguas,INGLÉS,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,2
Perú,2020,500 - Ciencias naturales y matemáticas,ESPAÑOL,"OTA NAKAYAMA, SAYAKA",1
Perú,2020,500 - Ciencias naturales y matemáticas,INGLÉS,APUS GRAPH EDICIONES S.A.C.,1
Perú,2020,500 - Ciencias naturales y matemáticas,INGLÉS,PENGUIN RANDOM HOUSE,1
Perú,2020,600 - Tecnología (Ciencias aplicadas),INGLÉS,INSTITUTO DE ESTUDIOS PERUANOS,2
Perú,2020,600 - Tecnología (Ciencias aplicadas),INGLÉS,"PAREDES, BURGA & ASOCIADOS S. CIVIL DE R.L.",1
Perú,2020,700 - Las Artes Bellas artes y artes decorativas,ESPAÑOL,TERAPIA DE ARTES EXPRESIVAS PERU,1
Perú,2020,700 - Las Artes Bellas artes y artes decorativas,INGLÉS,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,4
Perú,2020,800 - Literatura y retórica,ALEMÁN,ALASTOR S.A.C.,1
Perú,2020,800 - Literatura y retórica,ALEMÁN,PENGUIN RANDOM HOUSE,1
Perú,2020,800 - Literatura y retórica,ESPAÑOL,ALL ART-ARTE TOTAL DE WILLIAM GUILLEN PADILLA,1
Perú,2020,800 - Literatura y retórica,ESPAÑOL,APOGEO E.I.R.L.,1
Perú,2020,800 - Literatura y retórica,ESPAÑOL,"MAEIREIZO TOKESHI, ANGELICA",2
Perú,2020,800 - Literatura y retórica,ESPAÑOL,PARACAIDAS SOLUCIONES EDITORIALES S.A.C.,2
Perú,2020,800 - Literatura y retórica,ESPAÑOL,REPRESENTACIONES GENERALES Y SERVICIOS AMERICANOS S.C.R.L.,2
Perú,2020,800 - Literatura y retórica,FRANCÉS,ALASTOR S.A.C.,2
Perú,2020,800 - Literatura y retórica,FRANCÉS,EDITORA LA TRAVESIA E.I.R.L.,1
Perú,2020,800 - Literatura y retórica,FRANCÉS,ENTIDAD PATAFISICA PARA LA PUBLICACION DE TEXTOS URGENTES Y EMERGENTES COLMENA EDITORES E.I.R.L.,1
Perú,2020,800 - Literatura y retórica,FRANCÉS,GRUPO PLANETA,1
Perú,2020,800 - Literatura y retórica,FRANCÉS,PENGUIN RANDOM HOUSE,1
Perú,2020,800 - Literatura y retórica,INGLÉS,CAMPO LETRADO EDITORES S.A.C.,2
Perú,2020,800 - Literatura y retórica,INGLÉS,CARAL EDITORES E.I.R.L.,2
Perú,2020,800 - Literatura y retórica,INGLÉS,CASA CARTON PERU E.I.R.L.,3
Perú,2020,800 - Literatura y retórica,INGLÉS,GRUPO PLANETA,4
Perú,2020,800 - Literatura y retórica,INGLÉS,PENGUIN RANDOM HOUSE,21
Perú,2020,800 - Literatura y retórica,ITALIANO,EDUCACTIVA,1
Perú,2020,800 - Literatura y retórica,ITALIANO,"FARRIS DE AGOSTINI, GIANCARLO",1
Perú,2020,800 - Literatura y retórica,ITALIANO,GRUPO EMPRESARIAL AMOTAPE S.A.C.,1
Perú,2020,800 - Literatura y retórica,PORTUGUÉS,GRUPO EMPRESARIAL AMOTAPE S.A.C.,1
Perú,2020,800 - Literatura y retórica,QUECHUA,TRILOBITES E.I.R.L.,1
Perú,2020,900 - Geografía e historia,ALEMÁN,CREALIBROS E.I.R.L.,1
Perú,2020,900 - Geografía e historia,ESPAÑOL,APUS GRAPH EDICIONES S.A.C.,4
Perú,2020,900 - Geografía e historia,ESPAÑOL,REPRESENTACIONES GENERALES Y SERVICIOS AMERICANOS S.C.R.L.,2
Perú,2020,900 - Geografía e historia,ESPAÑOL,SOCIEDAD PERUANA DE DERECHO AMBIENTAL,1
Perú,2020,900 - Geografía e historia,FRANCÉS,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,1
Perú,2020,900 - Geografía e historia,INGLÉS,APUS GRAPH EDICIONES S.A.C.,2
Perú,2020,900 - Geografía e historia,INGLÉS,CREALIBROS E.I.R.L.,1
Perú,2020,900 - Geografía e historia,INGLÉS,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,3
Perú,2021,0 - Generalidades,ALEMÁN,CARAL EDITORES E.I.R.L.,1
Perú,2021,0 - Generalidades,ESPAÑOL,"ANICAMA DIAZ, JOEL",1
Perú,2021,0 - Generalidades,ESPAÑOL,ARTE & ESTILO BUCH DE LIZAMEL ACCILIO SANTIAGO,2
Perú,2021,0 - Generalidades,ESPAÑOL,MINISTERIO DE CULTURA,5
Perú,2021,0 - Generalidades,ESPAÑOL,"VALDIVIA TERRAZAS, RENZO FAVIANNI",1
Perú,2021,0 - Generalidades,INGLÉS,BIBLIOTECA NACIONAL DEL PERU,1
Perú,2021,0 - Generalidades,INGLÉS,CARAL EDITORES E.I.R.L.,1
Perú,2021,0 - Generalidades,LENGUA NO DETERMINADA,UNIVERSIDAD SAN IGNACIO DE LOYOLA,1
