ANO,DEWEY PRINCIPAL,TIPO_AGENTE,REGION,IDIOMA DE ORIGEN,CANTIDAD,TOP_DESTINOS,TOP_EDITORIALES,TOP_DEWEYS
2011,700 - Las Artes Bellas artes y artes decorativas,OTROS,RESTO DE LATAM,ESPAÑOL,2,MULTILINGÜE::2,PROVEEDORA GRAFICA DE OAXACA::2,Fotografía y fotografías::1~~Tratamiento histórico. geográfico. de personas en las Artes::1
2011,700 - Las Artes Bellas artes y artes decorativas,TODOS,RESTO DE LATAM,ALEMÁN,9,ESPAÑOL::9,"PANAMERICANA LIBRERIA Y PAPELERIA::3~~ARTE Y ESCENA EDICIONES::1~~GRUPO PLANETA::1~~MORENO GOMEZ, JESUS ALFONSO::1~~SANTILLANA EDICIONES GENERALES::1",LAS ARTES  BELLAS ARTES Y ARTES DECORATIVAS::3~~Arquitectura::2~~Educación. investigación. temas relacionados con las Artes::1~~Formas vocales dramáticas   Óperas::1~~Otras artes decorativas::1
2011,700 - Las Artes Bellas artes y artes decorativas,TODOS,RESTO DE LATAM,ESPAÑOL,94,MULTILINGÜE::52~~ESPAÑOL::30~~INGLÉS::9~~PORTUGUÉS::2~~JAPONÉS::1,"OCHO LIBROS EDITORES SPA::7~~COLIN Y ASOCIADOS::5~~BORDES PACHECO, ANA MARIA PILAR::4~~FUNDACION DEL CENTRO HISTORICO DE LA CIUDAD DE MEXICO::4~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::4",Fotografía y fotografías::18~~Educación. investigación. temas relacionados con las Artes::16~~LAS ARTES  BELLAS ARTES Y ARTES DECORATIVAS::10~~Galerías. museos. colecciones privadas::6~~Arquitectura::4
2011,700 - Las Artes Bellas artes y artes decorativas,TODOS,RESTO DE LATAM,FRANCÉS,26,ESPAÑOL::25~~MULTILINGÜE::1,PANAMERICANA LIBRERIA Y PAPELERIA::16~~HASTINGS GARCIA ISADORA::3~~TEATRO SIN PAREDES::2~~ALIANZA COLOMBO FRANCESA::1~~AM EDITORES::1,LAS ARTES  BELLAS ARTES Y ARTES DECORATIVAS::16~~Artes plásticas  Escultura::3~~Tragedia y teatro serio::2~~Cinematografía. producción de video. actividades relacionadas::1~~Diseño gráfico. ilustración. arte comercial::1
2011,700 - Las Artes Bellas artes y artes decorativas,TODOS,RESTO DE LATAM,GUARANÍ,1,ESPAÑOL::1,PIQUETE::1,Juegos de pelota::1
2011,700 - Las Artes Bellas artes y artes decorativas,TODOS,RESTO DE LATAM,HEBREO,1,ESPAÑOL::1,ESCENOLOGIA::1,Presentaciones escénicas::1
2011,700 - Las Artes Bellas artes y artes decorativas,TODOS,RESTO DE LATAM,INGLÉS,151,ESPAÑOL::146~~MULTILINGÜE::4~~INGLÉS::1,ADVANCED MARKETING::57~~GRUPO EDITORIAL TOMO::21~~PANAMERICANA LIBRERIA Y PAPELERIA::21~~SANTILLANA EDICIONES GENERALES::14~~PENGUIN RANDOM HOUSE::4,LAS ARTES  BELLAS ARTES Y ARTES DECORATIVAS::26~~Actividades recreativas::17~~Dibujo y dibujos::17~~Pinturas de género::17~~Juegos de destreza bajo techo::13
2011,700 - Las Artes Bellas artes y artes decorativas,TODOS,RESTO DE LATAM,ITALIANO,10,ESPAÑOL::9~~MULTILINGÜE::1,"EDITORIAL EVEREST MEXICANA::6~~CENTRO CULTURAL DE ESPANA EN SANTO DOMINGO::1~~EDITORIAL OCEANO::1~~SANTORO, FRANCESCO::1~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::1",Juegos y diversiones bajo techo::6~~Crítica y apreciación::1~~Diseño y decoración::1~~Educación. investigación. temas relacionados con las Artes::1~~Fotografía y fotografías::1
2011,700 - Las Artes Bellas artes y artes decorativas,TODOS,RESTO DE LATAM,LENGUA NO DETERMINADA,27,MULTILINGÜE::16~~ESPAÑOL::10~~INGLÉS::1,CARVAJAL EDUCACION::2~~FUNDACION JUMEX::2~~ASOCIACION CULTURAL EL ESTANQUILLO::1~~BID & CO. EDITOR::1~~CONSEJO NACIONAL PARA LA CULTURA Y LAS ARTES::1,Galerías. museos. colecciones privadas::5~~LAS ARTES  BELLAS ARTES Y ARTES DECORATIVAS::5~~Educación. investigación. temas relacionados con las Artes::4~~Fotografía y fotografías::2~~Juegos y diversiones bajo techo::2
2011,700 - Las Artes Bellas artes y artes decorativas,TODOS,RESTO DE LATAM,MULTILINGÜE,2,ESPAÑOL::1~~MULTILINGÜE::1,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA::1~~PLURALIA EDICIONES E IMPRESIONES::1,Artesanías::1~~Filosofía de las bellas artes y artes decorativas::1
2011,700 - Las Artes Bellas artes y artes decorativas,TODOS,RESTO DE LATAM,PORTUGUÉS,2,ESPAÑOL::2,CALLIS NINOS::1~~INSTITUTO NACIONAL DE ANTROPOLOGIA E HISTORIA::1,LAS ARTES  BELLAS ARTES Y ARTES DECORATIVAS::1~~Tratamiento histórico. geográfico. de personas en la fotografía::1
2011,800 - Literatura y retórica,AMBAS,BRASIL,ALEMÁN,88,PORTUGUÉS::88,EDITORA VOZES::24~~EDITORA WMF MARTINS FONTES::9~~EDITORA ANTROPOSOFICA LTDA::7~~JINKINGS EDITORES ASSOCIADOS LTDA-EPP::7~~EDITORA EVANGELICA ESPERANCA::4,
2011,800 - Literatura y retórica,AMBAS,BRASIL,CHINO,4,PORTUGUÉS::4,COMBOIO DO CORDA EDITORA LTDA::1~~EDITORA ALYA LTDA::1~~ESCRITURAS EDITORA DISTRIBUIDORA DE LIVROS LTDA::1~~UNIVERSIDADE ESTADUAL PAULISTA (UNESP)::1,
2011,800 - Literatura y retórica,AMBAS,BRASIL,COREANO,14,PORTUGUÉS::14,"CALLIS EDITORA LTDA::11~~COMBOIO DO CORDA EDITORA LTDA::1~~COSAC & NAIFY EDICOES LTDA::1~~NACL - NUCLEO DE ARTES, COMUNICACAO E LITERATURA LTDA::1",
2011,800 - Literatura y retórica,AMBAS,BRASIL,ESPAÑOL,157,PORTUGUÉS::154~~ITALIANO::1~~MULTILINGÜE::1~~RUSO::1,VERGARA & RIBA EDITORAS S.A.::20~~COSAC & NAIFY EDICOES LTDA::12~~SISAL EDITORA LTDA::10~~CIRANDA CULTURAL::9~~GRUPO PLANETA::8,
2011,800 - Literatura y retórica,AMBAS,BRASIL,FRANCÉS,189,PORTUGUÉS::169~~HÚNGARO::5~~MULTILINGÜE::4~~SUECO::3~~ESPAÑOL::2,CONSELHO ESPIRITA INTERNACIONAL::46~~COSAC & NAIFY EDICOES LTDA::26~~L&PM EDITORES::20~~EDITORA VOZES::14~~EDITORA WMF MARTINS FONTES::6,
2011,800 - Literatura y retórica,AMBAS,BRASIL,GRIEGO,20,PORTUGUÉS::20,EDIPRO EDICOES PROFISSIONAIS LTDA::10~~ODYSSEUS EDITORA LTDA::2~~ALI CELESTINO COMUNICACAO E MARKETING LTDA::1~~ANNABLUME EDITORA E COMUNICACAO LTDA.::1~~AUTENTICA EDITORA::1,
2011,800 - Literatura y retórica,AMBAS,BRASIL,INGLÉS,1851,PORTUGUÉS::1844~~INGLÉS::4~~ESPAÑOL::2~~GONDI::1,CIRANDA CULTURAL::349~~ARTMED EDITORA::132~~EDITORA FUNDAMENTO EDUCACIONAL LTDA::102~~SARAIVA SA LIVREIROS EDITORES::97~~EDITORA ROCCO::85,
2011,800 - Literatura y retórica,AMBAS,BRASIL,ITALIANO,91,PORTUGUÉS::91,EDITORA FUNDAMENTO EDUCACIONAL LTDA::22~~EDITORA ROCCO::13~~EDITORA VALE DAS LETRAS::10~~PIA SOCIEDADE FILHAS DE SAO PAULO::9~~LIVRO IDEAL DISTRIBUIDORA DE LIVROS LTDA::5,
2011,800 - Literatura y retórica,AMBAS,BRASIL,JAPONÉS,25,PORTUGUÉS::25,NEW POP EDITORA LTDA-ME::15~~LUX ORIENS EDITORA LTDA::4~~GRUPO PANINI::3~~COSAC & NAIFY EDICOES LTDA::2~~EDITORA EDGARD BLUCHER::1,
2011,800 - Literatura y retórica,AMBAS,BRASIL,LENGUA NO DETERMINADA,372,LENGUA NO DETERMINADA::369~~PORTUGUÉS::3,CIRANDA CULTURAL::41~~SARAIVA SA LIVREIROS EDITORES::27~~EDITORA FUNDAMENTO EDUCACIONAL LTDA::22~~ELSEVIER::12~~EDITORA ROCCO::11,
2011,800 - Literatura y retórica,AMBAS,BRASIL,PORTUGUÉS,289,PORTUGUÉS::123~~INGLÉS::71~~ESPAÑOL::56~~MULTILINGÜE::26~~GRIEGO::3,CONSELHO ESPIRITA INTERNACIONAL::126~~CIRANDA CULTURAL::52~~CENTRO DIFUSOR DE CULTURA LTDA::38~~ZOOM EDITORA EDUCACIONAL LTDA::9~~TODOLIVRO::7,
2011,800 - Literatura y retórica,AMBAS,BRASIL,SUECO,4,PORTUGUÉS::4,SARAIVA SA LIVREIROS EDITORES::2~~EDITORA SCHWARCZ::1~~TEXTO EDITORES LTDA::1,
2011,800 - Literatura y retórica,AMBAS,RESTO DE LATAM,ALEMÁN,49,ESPAÑOL::48~~MULTILINGÜE::1,PANAMERICANA LIBRERIA Y PAPELERIA::8~~GRUPO SM::6~~SANTILLANA EDICIONES GENERALES::6~~GRUPO PLANETA::3~~PUNTO Y COMA EDITORES S.A.C.::3,Literatura infantil::25~~LITERATURA Y RETÓRICA::9~~Literatura de las lenguas germánicas::6~~Novelística alemana::6~~Ensayos alemanes::1
2011,800 - Literatura y retórica,AMBAS,RESTO DE LATAM,CHINO,11,ESPAÑOL::11,SANTILLANA EDICIONES GENERALES::11,Literatura coreana::10~~Literatura china::1
2011,800 - Literatura y retórica,AMBAS,RESTO DE LATAM,ESPAÑOL,180,ESPAÑOL::110~~INGLÉS::25~~MULTILINGÜE::25~~PORTUGUÉS::9~~PAPIAMENTO::6,LATINBOOKS INTERNATIONAL::26~~AUDIBLES LTDA::10~~EDITORA GEMINIS::10~~GRUPO EDITORIAL KIPUS::10~~LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.::10,Literatura infantil::86~~LITERATURA Y RETÓRICA::48~~Literaturas española y portuguesa::14~~Poesía española::10~~Ensayos españoles::5
2011,800 - Literatura y retórica,AMBAS,RESTO DE LATAM,FRANCÉS,138,ESPAÑOL::131~~MULTILINGÜE::7,EDITORIAL OCEANO::21~~GRUPO EDITORIAL PEISA S.A.C.::12~~EDITORA LEALTAD S.A.C.::10~~GRUPO PLANETA::7~~TUSQUETS EDITORES MEXICO::7,Literatura infantil::64~~Novelística francesa::29~~LITERATURA Y RETÓRICA::10~~Poesía francesa::7~~Teatro francés::6
2011,800 - Literatura y retórica,AMBAS,RESTO DE LATAM,GRIEGO,12,ESPAÑOL::7~~MULTILINGÜE::5,ORIGO EDICIONES Y COMUNICACIONES LTDA.::2~~TEXTOFILIA::2~~UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO::2~~UNIVERSIDAD RICARDO PALMA::2~~EDICIONES CRUZ DEL SUR::1,Literaturas helénicas  Literatura griega clásica::4~~LITERATURA Y RETÓRICA::3~~Poesía griega clásica::2~~Poesía y teatro dramáticos griegos clásicos::2~~Literatura griega moderna::1
2011,800 - Literatura y retórica,AMBAS,RESTO DE LATAM,INGLÉS,666,ESPAÑOL::655~~MULTILINGÜE::9~~INGLÉS::2,PANAMERICANA LIBRERIA Y PAPELERIA::79~~SANTILLANA EDICIONES GENERALES::63~~EDICIONES LAROUSSE::54~~EDUCACTIVA::50~~PENGUIN RANDOM HOUSE::47,Literatura infantil::311~~LITERATURA Y RETÓRICA::111~~Novelística inglesa::72~~Literatura inglesa e inglesa antigua::53~~Literaturas española y portuguesa::14
2011,800 - Literatura y retórica,AMBAS,RESTO DE LATAM,ITALIANO,35,ESPAÑOL::33~~MULTILINGÜE::2,PANAMERICANA LIBRERIA Y PAPELERIA::10~~FONDO DE CULTURA ECONOMICA MEXICO::7~~EDICIONES CUBANAS-ARTEX::3~~GRUPO PLANETA::3~~VASO ROTO EDICIONES::2,LITERATURA Y RETÓRICA::10~~Literatura italiana. rumana. retorromana::5~~Literaturas española y portuguesa::5~~Novelística italiana::5~~Literatura infantil::3
2011,800 - Literatura y retórica,AMBAS,RESTO DE LATAM,JAPONÉS,10,ESPAÑOL::10,TUSQUETS EDITORES MEXICO::7~~SANTILLANA EDICIONES GENERALES::2~~EDICIONES MONSERRATE SAS::1,Literatura japonesa::4~~LITERATURA Y RETÓRICA::2~~Indoeuropeas. orientales y célticas::1~~Literatura infantil::1~~Literaturas de otras lenguas::1
2011,800 - Literatura y retórica,AMBAS,RESTO DE LATAM,LENGUA NO DETERMINADA,64,ESPAÑOL::42~~MULTILINGÜE::22,PIGGY PRESS::14~~GRUPO SANTILLANA::10~~GRUPO PLANETA::9~~PUNTO Y COMA EDITORES S.A.C.::7~~EDITORIAL UNIVERSIDAD DE CALDAS::2,Literatura infantil::29~~Literaturas nativas norteamericanas::7~~Literaturas española y portuguesa::6~~Novelística inglesa::6~~LITERATURA Y RETÓRICA::5
2011,800 - Literatura y retórica,AMBAS,RESTO DE LATAM,PORTUGUÉS,43,ESPAÑOL::38~~MULTILINGÜE::4~~PORTUGUÉS::1,SANTILLANA EDICIONES GENERALES::15~~EDUCACTIVA::4~~EDITORIAL VERDEHALAGO::3~~ARMENTA MALPICA LUIS::2~~ELEPHAS::2,Literatura infantil::17~~LITERATURA Y RETÓRICA::7~~Poesía portuguesa::7~~Literatura portuguesa::3~~Novelística portuguesa::3
2011,800 - Literatura y retórica,AMBAS,RESTO DE LATAM,SUECO,17,ESPAÑOL::16~~MULTILINGÜE::1,EDITORIAL OCEANO::5~~TUSQUETS EDITORES MEXICO::4~~BABEL LIBROS S.A.S.::2~~GRUPO SM::2~~CHANCACAZO PUBLICACIONES SPA::1,Literatura sueca::8~~Literatura infantil::3~~Novelística española::3~~Retórica de la novelística::3
2011,800 - Literatura y retórica,AUTOR-EDITOR,BRASIL,ESPAÑOL,1,PORTUGUÉS::1,HERBARIO BARBOSA RODRIGUES::1,
2011,800 - Literatura y retórica,AUTOR-EDITOR,BRASIL,INGLÉS,10,PORTUGUÉS::10,GRUPOS FAMILIARES AL-ANON DO BRASIL::4~~ELIANE GALLUCCI-ME::2~~SERGIO FERNANDES::2~~ANA ESTHER BALBAO PITHAN::1~~MARIA AMELIA RODAS DE CARVALHO::1,
2011,800 - Literatura y retórica,AUTOR-EDITOR,BRASIL,LENGUA NO DETERMINADA,6,LENGUA NO DETERMINADA::6,ERIVELTO LUIS DO COUTO::1~~MARCELO GRECO::1~~MARIA ELIZABETH GONTIJO DE BRITO::1~~MARIA LUCIA PESSOA SANTOS::1~~MARIA LUIZA VOLPINI DE MENDONCA::1,
2011,800 - Literatura y retórica,AUTOR-EDITOR,BRASIL,PORTUGUÉS,8,INGLÉS::7~~ESPAÑOL::1,BENEDITO CESAR SILVA::1~~CYNARA CAMPANATI TRINDADE::1~~ENOCK FERNANDES SACRAMENTO::1~~JOAO CLOVES TENORIO DE VASCONCELOS::1~~JORGE EDUARDO DESGRANGES DE CARVALHO::1,
2011,800 - Literatura y retórica,AUTOR-EDITOR,BRASIL,RUMANO,6,PORTUGUÉS::6,RACHEL GONTIJO DE ARAUJO - ME::6,
2011,800 - Literatura y retórica,AUTOR-EDITOR,BRASIL,SÁNSCRITO,1,PORTUGUÉS::1,ROGERIO DUARTE GUIMARAES::1,
2011,800 - Literatura y retórica,AUTOR-EDITOR,RESTO DE LATAM,ESPAÑOL,18,ESPAÑOL::9~~INGLÉS::6~~MULTILINGÜE::3,"KELLER TORRES RODOLFO ALEJANDRO::2~~VILLARREAL BARON, JOSE MIGUEL::2~~ARAYA CHACON, PATRICIA::1~~BATLLE CASTILLO, MARIA RENEE::1~~BRUZUAL BAEZ, GILBERTO MATIAS::1",Poesía española::5~~Literatura infantil::4~~Literaturas española y portuguesa::3~~Novelística española::2~~Novelística italiana::1
2011,800 - Literatura y retórica,AUTOR-EDITOR,RESTO DE LATAM,FRANCÉS,3,ESPAÑOL::3,"FIGUEROA MAC-GYNTI, PATRICK::1~~JORGE MODESTO RENE FERMANDOIS BAEZA::1~~NAHMAD SITTON ELIAS::1",Ensayos franceses::1~~Literatura infantil::1~~Poesía francesa::1
2011,800 - Literatura y retórica,AUTOR-EDITOR,RESTO DE LATAM,INGLÉS,9,ESPAÑOL::8~~INGLÉS::1,"BAMBAREN ROGGERO, SERGIO::2~~CALLEJAS, EDUARDO::1~~CONCHA VALENCIA, MARCOS::1~~DE LOS HEROS GAMERO, LUIS RAUL::1~~GONZALEZ VELAZQUEZ, MONICA::1",Literatura infantil::2~~Literaturas española y portuguesa::2~~Ensayos españoles::1~~LITERATURA Y RETÓRICA::1~~Novelística española::1
2011,800 - Literatura y retórica,AUTOR-EDITOR,RESTO DE LATAM,LENGUA NO DETERMINADA,5,MULTILINGÜE::4~~ESPAÑOL::1,"ZAVALA GUZMAN, SIMON BOLIVAR::2~~CRISTIAN, POSTEL::1~~O`BARR, CYNTHIA ANNE::1~~SALDARRIAGA ROLDAN, ANGELA MARIA::1",Literatura infantil::2~~Poesía española::2~~LITERATURA Y RETÓRICA::1
2011,800 - Literatura y retórica,AUTOR-EDITOR,RESTO DE LATAM,PORTUGUÉS,1,MULTILINGÜE::1,"RAMOS DE ECHANDIA, MARTHA ESPERANZA::1",Literaturas española y portuguesa::1
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,ALEMÁN,87,PORTUGUÉS::87,EDITORA VOZES::24~~EDITORA WMF MARTINS FONTES::9~~EDITORA ANTROPOSOFICA LTDA::7~~JINKINGS EDITORES ASSOCIADOS LTDA-EPP::7~~EDITORA EVANGELICA ESPERANCA::4,
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,CHINO,4,PORTUGUÉS::4,COMBOIO DO CORDA EDITORA LTDA::1~~EDITORA ALYA LTDA::1~~ESCRITURAS EDITORA DISTRIBUIDORA DE LIVROS LTDA::1~~UNIVERSIDADE ESTADUAL PAULISTA (UNESP)::1,
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,COREANO,14,PORTUGUÉS::14,"CALLIS EDITORA LTDA::11~~COMBOIO DO CORDA EDITORA LTDA::1~~COSAC & NAIFY EDICOES LTDA::1~~NACL - NUCLEO DE ARTES, COMUNICACAO E LITERATURA LTDA::1",
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,DANÉS,3,PORTUGUÉS::3,COMBOIO DO CORDA EDITORA LTDA::1~~COSAC & NAIFY EDICOES LTDA::1~~EDITORA VOZES::1,
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,ESPAÑOL,155,PORTUGUÉS::152~~ITALIANO::1~~MULTILINGÜE::1~~RUSO::1,VERGARA & RIBA EDITORAS S.A.::20~~COSAC & NAIFY EDICOES LTDA::12~~SISAL EDITORA LTDA::10~~CIRANDA CULTURAL::9~~GRUPO PLANETA::8,
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,FRANCÉS,184,PORTUGUÉS::164~~HÚNGARO::5~~MULTILINGÜE::4~~SUECO::3~~ESPAÑOL::2,CONSELHO ESPIRITA INTERNACIONAL::46~~COSAC & NAIFY EDICOES LTDA::26~~L&PM EDITORES::20~~EDITORA VOZES::14~~EDITORA WMF MARTINS FONTES::6,
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,GRIEGO,20,PORTUGUÉS::20,EDIPRO EDICOES PROFISSIONAIS LTDA::10~~ODYSSEUS EDITORA LTDA::2~~ALI CELESTINO COMUNICACAO E MARKETING LTDA::1~~ANNABLUME EDITORA E COMUNICACAO LTDA.::1~~AUTENTICA EDITORA::1,
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,INGLÉS,1848,PORTUGUÉS::1841~~INGLÉS::4~~ESPAÑOL::2~~GONDI::1,CIRANDA CULTURAL::349~~ARTMED EDITORA::132~~EDITORA FUNDAMENTO EDUCACIONAL LTDA::102~~SARAIVA SA LIVREIROS EDITORES::97~~EDITORA ROCCO::85,
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,ITALIANO,90,PORTUGUÉS::90,EDITORA FUNDAMENTO EDUCACIONAL LTDA::22~~EDITORA ROCCO::13~~EDITORA VALE DAS LETRAS::10~~PIA SOCIEDADE FILHAS DE SAO PAULO::9~~LIVRO IDEAL DISTRIBUIDORA DE LIVROS LTDA::5,
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,JAPONÉS,25,PORTUGUÉS::25,NEW POP EDITORA LTDA-ME::15~~LUX ORIENS EDITORA LTDA::4~~GRUPO PANINI::3~~COSAC & NAIFY EDICOES LTDA::2~~EDITORA EDGARD BLUCHER::1,
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,LENGUA NO DETERMINADA,363,LENGUA NO DETERMINADA::360~~PORTUGUÉS::3,CIRANDA CULTURAL::41~~SARAIVA SA LIVREIROS EDITORES::27~~EDITORA FUNDAMENTO EDUCACIONAL LTDA::22~~ELSEVIER::12~~EDITORA ROCCO::11,
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,PORTUGUÉS,288,PORTUGUÉS::123~~INGLÉS::70~~ESPAÑOL::56~~MULTILINGÜE::26~~GRIEGO::3,CONSELHO ESPIRITA INTERNACIONAL::126~~CIRANDA CULTURAL::52~~CENTRO DIFUSOR DE CULTURA LTDA::38~~ZOOM EDITORA EDUCACIONAL LTDA::9~~TODOLIVRO::7,
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,BRASIL,SUECO,4,PORTUGUÉS::4,SARAIVA SA LIVREIROS EDITORES::2~~EDITORA SCHWARCZ::1~~TEXTO EDITORES LTDA::1,
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,RESTO DE LATAM,ALEMÁN,47,ESPAÑOL::46~~MULTILINGÜE::1,PANAMERICANA LIBRERIA Y PAPELERIA::8~~GRUPO SM::6~~SANTILLANA EDICIONES GENERALES::6~~GRUPO PLANETA::3~~PUNTO Y COMA EDITORES S.A.C.::3,Literatura infantil::25~~LITERATURA Y RETÓRICA::8~~Literatura de las lenguas germánicas::6~~Novelística alemana::6~~Literaturas escandinavas (germánicas nórdicas)::1
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,RESTO DE LATAM,CHINO,11,ESPAÑOL::11,SANTILLANA EDICIONES GENERALES::11,Literatura coreana::10~~Literatura china::1
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,RESTO DE LATAM,DANÉS,10,ESPAÑOL::10,EDITORA LEALTAD S.A.C.::5~~GRUPO PLANETA::2~~SANTILLANA EDICIONES GENERALES::2~~EDITORIAL OCEANO::1,Literatura infantil::5~~Literatura danesa::3~~Literaturas de otras lenguas::1~~Retórica de la novelística::1
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,RESTO DE LATAM,ESPAÑOL,177,ESPAÑOL::107~~INGLÉS::25~~MULTILINGÜE::25~~PORTUGUÉS::9~~PAPIAMENTO::6,LATINBOOKS INTERNATIONAL::26~~AUDIBLES LTDA::10~~EDITORA GEMINIS::10~~GRUPO EDITORIAL KIPUS::10~~LOS LIBROS MAS PEQUENOS DEL MUNDO E.I.R.L.::10,Literatura infantil::86~~LITERATURA Y RETÓRICA::47~~Literaturas española y portuguesa::14~~Poesía española::10~~Ensayos españoles::5
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,RESTO DE LATAM,FRANCÉS,126,ESPAÑOL::120~~MULTILINGÜE::6,EDITORIAL OCEANO::21~~GRUPO EDITORIAL PEISA S.A.C.::12~~EDITORA LEALTAD S.A.C.::10~~GRUPO PLANETA::7~~TUSQUETS EDITORES MEXICO::7,Literatura infantil::64~~Novelística francesa::26~~LITERATURA Y RETÓRICA::9~~Poesía francesa::6~~Literatura de las lenguas romances::5
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,RESTO DE LATAM,GRIEGO,7,ESPAÑOL::4~~MULTILINGÜE::3,ORIGO EDICIONES Y COMUNICACIONES LTDA.::2~~TEXTOFILIA::2~~EDICIONES CRUZ DEL SUR::1~~EDICIONES TACITAS::1~~TUSQUETS EDITORES MEXICO::1,Literaturas helénicas  Literatura griega clásica::2~~Poesía griega clásica::2~~LITERATURA Y RETÓRICA::1~~Literatura griega moderna::1~~Poesía y teatro dramáticos griegos clásicos::1
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,RESTO DE LATAM,INGLÉS,653,ESPAÑOL::644~~MULTILINGÜE::8~~INGLÉS::1,PANAMERICANA LIBRERIA Y PAPELERIA::79~~SANTILLANA EDICIONES GENERALES::63~~EDICIONES LAROUSSE::54~~EDUCACTIVA::50~~PENGUIN RANDOM HOUSE::47,Literatura infantil::311~~LITERATURA Y RETÓRICA::109~~Novelística inglesa::72~~Literatura inglesa e inglesa antigua::52~~Literaturas española y portuguesa::14
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,RESTO DE LATAM,ITALIANO,34,ESPAÑOL::32~~MULTILINGÜE::2,PANAMERICANA LIBRERIA Y PAPELERIA::10~~FONDO DE CULTURA ECONOMICA MEXICO::7~~EDICIONES CUBANAS-ARTEX::3~~GRUPO PLANETA::3~~VASO ROTO EDICIONES::2,LITERATURA Y RETÓRICA::10~~Literatura italiana. rumana. retorromana::5~~Literaturas española y portuguesa::5~~Novelística italiana::5~~Literatura infantil::3
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,RESTO DE LATAM,JAPONÉS,10,ESPAÑOL::10,TUSQUETS EDITORES MEXICO::7~~SANTILLANA EDICIONES GENERALES::2~~EDICIONES MONSERRATE SAS::1,Literatura japonesa::4~~LITERATURA Y RETÓRICA::2~~Indoeuropeas. orientales y célticas::1~~Literatura infantil::1~~Literaturas de otras lenguas::1
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,RESTO DE LATAM,LENGUA NO DETERMINADA,61,ESPAÑOL::39~~MULTILINGÜE::22,PIGGY PRESS::14~~GRUPO SANTILLANA::10~~GRUPO PLANETA::9~~PUNTO Y COMA EDITORES S.A.C.::7~~EDUCACTIVA::2,Literatura infantil::29~~Literaturas nativas norteamericanas::7~~Literaturas española y portuguesa::6~~Novelística inglesa::6~~LITERATURA Y RETÓRICA::5
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,RESTO DE LATAM,PORTUGUÉS,39,ESPAÑOL::35~~MULTILINGÜE::4,SANTILLANA EDICIONES GENERALES::15~~EDUCACTIVA::4~~EDITORIAL VERDEHALAGO::3~~ARMENTA MALPICA LUIS::2~~ELEPHAS::2,Literatura infantil::17~~LITERATURA Y RETÓRICA::7~~Poesía portuguesa::6~~Literatura portuguesa::3~~Novelística portuguesa::3
2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,RESTO DE LATAM,SUECO,17,ESPAÑOL::16~~MULTILINGÜE::1,EDITORIAL OCEANO::5~~TUSQUETS EDITORES MEXICO::4~~BABEL LIBROS S.A.S.::2~~GRUPO SM::2~~CHANCACAZO PUBLICACIONES SPA::1,Literatura sueca::8~~Literatura infantil::3~~Novelística española::3~~Retórica de la novelística::3
2011,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,BRASIL,ALEMÁN,1,PORTUGUÉS::1,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO::1,
2011,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,BRASIL,ESPAÑOL,2,PORTUGUÉS::2,UNIVERSIDADE FEDERAL DE MINAS GERAIS::2,
