PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,EDITORIAL,CANTIDAD
Brasil,2019,0 - Generalidades,EDITORIAL COMERCIAL,NOVATEC EDITORA LTDA,77
Brasil,2019,0 - Generalidades,EDITORIAL COMERCIAL,PLANETA DE AGOSTINI,524
Brasil,2019,0 - Generalidades,EDITORIAL COMERCIAL,TODOLIVRO,92
Brasil,2019,0 - Generalidades,EDITORIAL COMERCIAL,VIZU DISTRIBUIDORA DE LIVROS LTDA,89
Brasil,2019,0 - Generalidades,EDITORIAL UNIVERSITARIA,EDITORA E GRAFICA UNIVERSITARIA - UFPEL,1
Brasil,2019,0 - Generalidades,EDITORIAL UNIVERSITARIA,ESCOLA DE COMUNICACOES E ARTES DA UNIVERSIDADE DE SAO PAULO,1
Brasil,2019,0 - Generalidades,EDITORIAL UNIVERSITARIA,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO MARANHAO,1
Brasil,2019,0 - Generalidades,EDITORIAL UNIVERSITARIA,UNIVERSIDADE ESTADUAL DE LONDRINA,10
Brasil,2019,0 - Generalidades,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE SANTA CATARINA,2
Brasil,2019,100 - Filosofía y psicología,EDITORIAL COMERCIAL,CASA DOS LIVROS EDITORA LTDA,35
Brasil,2019,100 - Filosofía y psicología,EDITORIAL COMERCIAL,CDG EDICOES E PUBLICACOES LTDA,32
Brasil,2019,100 - Filosofía y psicología,EDITORIAL COMERCIAL,EDITORA PENSAMENTO-CULTRIX,54
Brasil,2019,100 - Filosofía y psicología,EDITORIAL COMERCIAL,FEDERACAO ESPIRITA BRASILEIRA,83
Brasil,2019,100 - Filosofía y psicología,EDITORIAL COMERCIAL,LINEAR B GRAFICA E EDITORA LTDA-EPP,43
Brasil,2019,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA, TECNOLOGIA E DA CULTURA",1
Brasil,2019,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,SENAC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,4
Brasil,2019,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDADE ESTADUAL DE CAMPINAS,2
Brasil,2019,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDADE ESTADUAL DE LONDRINA,2
Brasil,2019,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,2
Brasil,2019,200 - Religión,EDITORIAL COMERCIAL,ASSOCIACAO RELIGIOSA EDITORIAL MUNDO CRISTAO,66
Brasil,2019,200 - Religión,EDITORIAL COMERCIAL,CASA EDITORA PRESBITERIANA,67
Brasil,2019,200 - Religión,EDITORIAL COMERCIAL,PIA SOCIEDADE FILHAS DE SAO PAULO,53
Brasil,2019,200 - Religión,EDITORIAL COMERCIAL,SOCIEDADE RELIGIOSA EDICOES VIDA NOVA,98
Brasil,2019,200 - Religión,EDITORIAL COMERCIAL,VIDA MELHOR EDITORA,81
Brasil,2019,200 - Religión,EDITORIAL UNIVERSITARIA,ACAO EDUCACIONAL CLARETIANA,1
Brasil,2019,200 - Religión,EDITORIAL UNIVERSITARIA,ASSOCIACAO PARANAENSE DE CULTURA - EDITORA UNIVERSITARIA CHAMPAGNAT,2
Brasil,2019,200 - Religión,EDITORIAL UNIVERSITARIA,SEMINARIO TEOLOGICO EBNESR,1
Brasil,2019,300 - Ciencias sociales,EDITORIAL COMERCIAL,BOM BOM BOOK'S LTDA,39
Brasil,2019,300 - Ciencias sociales,EDITORIAL COMERCIAL,CEDET - CENTRO DE DESENVOLVIMENTO PROFISSIONAL E TECNOLOGICO LTDA,34
Brasil,2019,300 - Ciencias sociales,EDITORIAL COMERCIAL,LVM EDITORA LTDA - EPP,34
Brasil,2019,300 - Ciencias sociales,EDITORIAL COMERCIAL,STARLIN ALTA EDITORA E CONSULTORIA - EIRELI,31
Brasil,2019,300 - Ciencias sociales,EDITORIAL COMERCIAL,VIAMAKER FRANCHISING LTDA.,72
Brasil,2019,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,ASSOCIACAO PARANAENSE DE CULTURA - EDITORA UNIVERSITARIA CHAMPAGNAT,2
Brasil,2019,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA, TECNOLOGIA E DA CULTURA",6
Brasil,2019,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,SENAC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,7
Brasil,2019,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DA BAHIA,3
Brasil,2019,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,3
Brasil,2019,400  - Lenguas,EDITORIAL COMERCIAL,EDITORA EDEBE BRASIL LTDA,10
Brasil,2019,400  - Lenguas,EDITORIAL COMERCIAL,EDITORA NOVA ALEXANDRIA LTDA,14
Brasil,2019,400  - Lenguas,EDITORIAL COMERCIAL,GMT EDITORES LTDA,10
Brasil,2019,400  - Lenguas,EDITORIAL COMERCIAL,PEARSON,19
Brasil,2019,400  - Lenguas,EDITORIAL COMERCIAL,STARLIN ALTA EDITORA E CONSULTORIA - EIRELI,13
Brasil,2019,400  - Lenguas,EDITORIAL UNIVERSITARIA,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA, TECNOLOGIA E DA CULTURA",1
Brasil,2019,400  - Lenguas,EDITORIAL UNIVERSITARIA,SENAC SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,2
Brasil,2019,400  - Lenguas,EDITORIAL UNIVERSITARIA,UNIVERSIDADE ESTADUAL DE CAMPINAS,2
Brasil,2019,400  - Lenguas,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DA BAHIA,1
Brasil,2019,400  - Lenguas,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,4
Brasil,2019,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,ARTMED EDITORA,4
Brasil,2019,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,EDITORA EDGARD BLUCHER,17
Brasil,2019,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,GRUPO PLANETA,8
Brasil,2019,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,SERVICO DE APOIO AS MICRO E PEQUENAS EMPRESAS,8
Brasil,2019,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,STARLIN ALTA EDITORA E CONSULTORIA - EIRELI,5
Brasil,2019,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA, TECNOLOGIA E DA CULTURA",1
Brasil,2019,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,FUNDACAO UNIVERSIDADE FEDERAL DO ABC,1
Brasil,2019,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,1
Brasil,2019,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE MINAS GERAIS,1
Brasil,2019,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,1
Brasil,2019,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,EDITORA PENSAMENTO-CULTRIX,25
Brasil,2019,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,ELSEVIER,50
Brasil,2019,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,GEN -GRUPO EDITORIAL NACIONAL PARTICIPACOES S.A.,47
Brasil,2019,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,STARLIN ALTA EDITORA E CONSULTORIA - EIRELI,86
