PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,EDITORIAL,CANTIDAD
México,2015,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,2
México,2015,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,TUMBONA EDICIONES,2
México,2015,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,COLEGIO DE POSTGRADUADOS,1
México,2015,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,1
México,2015,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1
México,2015,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,15
México,2015,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD VERACRUZANA,3
México,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,EDICIONES CASTILLO,61
México,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,EDICIONES LAROUSSE,43
México,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,EDITORIAL OCEANO,172
México,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,77
México,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,GRUPO PLANETA,65
México,2015,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,EL COLEGIO DE MEXICO,2
México,2015,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,8
México,2015,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA METROPOLITANA,5
México,2015,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,14
México,2015,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD VERACRUZANA,7
México,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,CACCIANI,7
México,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,CENGAGE LEARNING,35
México,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,EDITORIAL EVEREST MEXICANA,7
México,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,46
México,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,TRAVESIAS EDITORES,5
México,2015,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,2
México,2015,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,EL COLEGIO DE MEXICO,6
México,2015,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE CIENCIAS Y ARTES DE CHIAPAS,2
México,2015,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD IBEROAMERICANA,2
México,2015,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,3
México,2016,0 - Generalidades,EDITORIAL COMERCIAL,CENGAGE LEARNING,12
México,2016,0 - Generalidades,EDITORIAL COMERCIAL,EDICIONES URANO,3
México,2016,0 - Generalidades,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,8
México,2016,0 - Generalidades,EDITORIAL COMERCIAL,GRUPO PAIDOS,2
México,2016,0 - Generalidades,EDITORIAL COMERCIAL,GRUPO PLANETA,7
México,2016,0 - Generalidades,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE GUADALAJARA,2
México,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,EDICIONES B,55
México,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,47
México,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,GRUPO EDITORIAL PATRIA,25
México,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,GRUPO PLANETA,19
México,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,25
México,2016,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1
México,2016,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,1
México,2016,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD IBEROAMERICANA,1
México,2016,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,5
México,2016,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD VERACRUZANA,1
México,2016,200 - Religión,EDITORIAL COMERCIAL,EDICIONES DABAR,5
México,2016,200 - Religión,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,20
México,2016,200 - Religión,EDITORIAL COMERCIAL,LA TORRE DEL VIGIA,23
México,2016,200 - Religión,EDITORIAL COMERCIAL,OBRA NACIONAL DE LA BUENA PRENSA,6
México,2016,200 - Religión,EDITORIAL COMERCIAL,PPC EDITORIAL,11
México,2016,200 - Religión,EDITORIAL UNIVERSITARIA,UNIVERSIDAD IBEROAMERICANA,1
México,2016,200 - Religión,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,CENGAGE LEARNING,220
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,EDICIONES LAROUSSE,34
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,132
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,53
México,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,14
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS,8
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,10
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,EL COLEGIO DE MICHOACAN,5
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,4
México,2016,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,12
México,2016,400  - Lenguas,EDITORIAL COMERCIAL,EDITORIAL DANTE,1
México,2016,400  - Lenguas,EDITORIAL COMERCIAL,EDITORIAL FONTAMARA,1
México,2016,400  - Lenguas,EDITORIAL COMERCIAL,GRUPO PAIDOS,2
México,2016,400  - Lenguas,EDITORIAL COMERCIAL,GRUPO PLANETA,1
México,2016,400  - Lenguas,EDITORIAL COMERCIAL,NUEVO MUNDO PEGASSO,5
México,2016,400  - Lenguas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE GUADALAJARA,1
México,2016,400  - Lenguas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD INTERCULTURAL DEL ESTADO DE TABASCO,2
México,2016,400 - Lenguas,EDITORIAL COMERCIAL,BONILLA ARTIGAS EDITORES,1
México,2016,400 - Lenguas,EDITORIAL COMERCIAL,EDICIONES CULTURALES INTERNACIONALES,8
México,2016,400 - Lenguas,EDITORIAL COMERCIAL,EDICIONES LAROUSSE,2
México,2016,400 - Lenguas,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,6
México,2016,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,ACTS WITH SCIENCE,3
México,2016,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,CENGAGE LEARNING,169
México,2016,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,32
México,2016,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,GRUPO PAIDOS,11
México,2016,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,PEARSON,12
México,2016,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,ACADEMIA MEXICANA DE CIENCIAS,1
México,2016,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA METROPOLITANA,2
México,2016,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE NUEVAS CIENCIAS MEDICAS,1
México,2016,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD IBEROAMERICANA,1
México,2016,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,4
México,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,CENGAGE LEARNING,145
México,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,EDICIONES LAROUSSE,9
México,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,EDITORIAL TRILLAS,16
México,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,GRUPO PAIDOS,6
México,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,MCGRAW-HILL,6
México,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,COLEGIO DE POSTGRADUADOS,2
México,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,INSTITUTO MEXICANO DEL PETROLEO,1
México,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,1
México,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,2
México,2016,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,3
México,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,AM EDITORES,14
México,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDICIONES LAROUSSE,5
México,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDITORES MEXICANOS UNIDOS,17
México,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDITORIAL RM,3
México,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDITORIAL TURNER DE MEXICO,2
México,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1
México,2016,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DE SINALOA,1
México,2016,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,AM EDITORES,2
México,2016,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDITORES MEXICANOS UNIDOS,8
México,2016,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,10
México,2016,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,GRUPO EDITORIAL TOMO,6
México,2016,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,"TOMA, EDICIONES Y PRODUCCIONES ESCENICAS Y CINEMATOGRAFICAS",3
México,2016,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,INSTITUTO VERACRUZANO DE LA CULTURA,1
México,2016,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA METROPOLITANA,1
México,2016,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,17
México,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,EDICIONES B,133
México,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,EDITORIAL OCEANO,225
México,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,102
México,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,GRUPO PANINI,437
México,2016,800 - Literatura y retórica,EDITORIAL COMERCIAL,GRUPO PLANETA,116
México,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,3
México,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,2
México,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,6
México,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,29
México,2016,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD VERACRUZANA,8
México,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,EDITORIAL HIPERLIBRO,4
México,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,EDITORIAL LA JOPLIN,4
México,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,93
México,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,GRUPO PAIDOS,5
México,2016,900 - Geografía e historia,EDITORIAL COMERCIAL,GRUPO PLANETA,4
México,2016,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,2
México,2016,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,EL COLEGIO DE MEXICO,12
México,2016,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,EL COLEGIO DE MICHOACAN,3
México,2016,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DE CHIAPAS,2
México,2016,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2
México,2017,0 - Generalidades,EDITORIAL COMERCIAL,COLIN Y ASOCIADOS,4
México,2017,0 - Generalidades,EDITORIAL COMERCIAL,EDICIONES B,6
México,2017,0 - Generalidades,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,2
México,2017,0 - Generalidades,EDITORIAL COMERCIAL,GRUPO EDITORIAL PATRIA,2
México,2017,0 - Generalidades,EDITORIAL COMERCIAL,GRUPO PAIDOS,3
México,2017,0 - Generalidades,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA METROPOLITANA,1
México,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,EDICIONES B,39
México,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,20
México,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,GRUPO PAIDOS,32
México,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,GRUPO PLANETA,31
México,2017,100 - Filosofía y psicología,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,92
México,2017,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA METROPOLITANA,3
México,2017,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE GUADALAJARA,3
México,2017,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD IBEROAMERICANA,3
México,2017,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2
México,2017,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,UNIVERSIDAD VERACRUZANA,2
México,2017,200 - Religión,EDITORIAL COMERCIAL,AGENCIA DE PUBLICACIONES MEXICO CENTRAL,8
México,2017,200 - Religión,EDITORIAL COMERCIAL,EDICIONES DABAR,12
México,2017,200 - Religión,EDITORIAL COMERCIAL,EDICIONES Y DISTRIBUCIONES LOGOS,12
México,2017,200 - Religión,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,8
México,2017,200 - Religión,EDITORIAL COMERCIAL,OBRA NACIONAL DE LA BUENA PRENSA,11
México,2017,200 - Religión,EDITORIAL UNIVERSITARIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,4
México,2017,200 - Religión,EDITORIAL UNIVERSITARIA,INVESTIGACIONES Y ESTUDIOS SUPERIORES,1
México,2017,200 - Religión,EDITORIAL UNIVERSITARIA,UNIVERSIDAD IBEROAMERICANA,1
México,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,EDITORIAL FONTAMARA,12
México,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,92
México,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,GRUPO PAIDOS,23
México,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,PEARSON,13
México,2017,300 - Ciencias sociales,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,370
México,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS,6
México,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,6
México,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE MEXICO,8
México,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,12
México,2017,300 - Ciencias sociales,EDITORIAL UNIVERSITARIA,UNIVERSIDAD VERACRUZANA,5
México,2017,400  - Lenguas,EDITORIAL COMERCIAL,SIGLO XXI EDITORES,1
México,2017,400  - Lenguas,EDITORIAL COMERCIAL,U.D. PUBLISHING,14
México,2017,400  - Lenguas,EDITORIAL UNIVERSITARIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1
México,2017,400 - Lenguas,EDITORIAL COMERCIAL,BONILLA ARTIGAS EDITORES,2
México,2017,400 - Lenguas,EDITORIAL COMERCIAL,EDICIONES PUNTO FIJO,3
México,2017,400 - Lenguas,EDITORIAL COMERCIAL,"RAMOS ESCAMILLA, MARIA DE JESUS",10
México,2017,400 - Lenguas,EDITORIAL UNIVERSITARIA,INSTITUTO POLITECNICO NACIONAL,1
México,2017,400 - Lenguas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DE CHIAPAS,1
México,2017,400 - Lenguas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE GUADALAJARA,2
México,2017,400 - Lenguas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,3
México,2017,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,CENGAGE LEARNING,42
México,2017,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,COLOFON,2
México,2017,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,11
México,2017,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,GRUPO PAIDOS,20
México,2017,500 - Ciencias naturales y matemáticas,EDITORIAL COMERCIAL,PEARSON,8
México,2017,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,INSTITUTO POLITECNICO NACIONAL,1
México,2017,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DEL ESTADO DE BAJA CALIFORNIA,1
México,2017,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE NUEVAS CIENCIAS MEDICAS,7
México,2017,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE QUINTANA ROO,1
México,2017,500 - Ciencias naturales y matemáticas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,26
México,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,EDICIONES LAROUSSE,6
México,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,EDITORIAL MEDICA PANAMERICANA,8
México,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,6
México,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,GRUPO PAIDOS,7
México,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,PEARSON,12
México,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,1
México,2017,600 - Tecnología (Ciencias aplicadas),EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1
México,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,AM EDITORES,8
México,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDICIONES LAROUSSE,3
México,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDICIONES URANO,1
México,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDITORES MEXICANOS UNIDOS,10
México,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL COMERCIAL,"TOMA, EDICIONES Y PRODUCCIONES ESCENICAS Y CINEMATOGRAFICAS",2
México,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1
México,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,"FUNDACION UNIVERSIDAD DE LAS AMERICAS, PUEBLA",1
México,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,1
México,2017,700 - Las Artes  Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,3
México,2017,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,AM EDITORES,3
México,2017,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,CRUZ CRUZ ANA IRIS,2
México,2017,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDICIONES LAROUSSE,3
México,2017,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,EDITORIAL TRILLAS,5
México,2017,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,8
México,2017,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,COLEGIO DE POSTGRADUADOS,1
México,2017,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,EL COLEGIO DE MICHOACAN,1
México,2017,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,1
México,2017,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD DE GUADALAJARA,1
México,2017,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,24
México,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,EDICIONES B,150
México,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,EDITORES MEXICANOS UNIDOS,246
México,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,EDITORIAL OCEANO,211
México,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,GRUPO PANINI,555
México,2017,800 - Literatura y retórica,EDITORIAL COMERCIAL,GRUPO PLANETA,295
México,2017,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DE NUEVO LEON,3
México,2017,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA DE SINALOA,4
México,2017,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA METROPOLITANA,4
México,2017,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,27
México,2017,800 - Literatura y retórica,EDITORIAL UNIVERSITARIA,UNIVERSIDAD VERACRUZANA,7
México,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,EDITORIAL HIPERLIBRO,3
México,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,EDITORIAL TRILLAS,3
México,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,32
México,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,GRUPO PAIDOS,10
México,2017,900 - Geografía e historia,EDITORIAL COMERCIAL,GRUPO PLANETA,6
México,2017,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,1
México,2017,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,EL COLEGIO DE MEXICO,3
México,2017,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,EL COLEGIO DE MICHOACAN,4
México,2017,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD AUTONOMA METROPOLITANA,2
México,2017,900 - Geografía e historia,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2
México,2018,0 - Generalidades,EDITORIAL COMERCIAL,EK EDITORES,2
México,2018,0 - Generalidades,EDITORIAL COMERCIAL,FONDO DE CULTURA ECONOMICA MEXICO,1
México,2018,0 - Generalidades,EDITORIAL COMERCIAL,GRUPO PLANETA,2
México,2018,0 - Generalidades,EDITORIAL COMERCIAL,HAMUI PICCIOTTO JEANNETTE,1
México,2018,0 - Generalidades,EDITORIAL COMERCIAL,PEARSON,1
México,2018,0 - Generalidades,EDITORIAL UNIVERSITARIA,ACADEMIA MEXICANA DE CIENCIAS,1
México,2018,0 - Generalidades,EDITORIAL UNIVERSITARIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,1
México,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,EDITORIAL EL MANUAL MODERNO,13
México,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,GRUPO PAIDOS,45
México,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,GRUPO PLANETA,37
México,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,PENGUIN RANDOM HOUSE,78
México,2018,100 - Filosofía y psicología,EDITORIAL COMERCIAL,RBA EDITORES MEXICO,46
México,2018,100 - Filosofía y psicología,EDITORIAL UNIVERSITARIA,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE OCCIDENTE,3
