PAIS,ANO,DEWEY PRINCIPAL,TIPO_AGENTE,IDIOMA_ORIGEN_ST,IDIOMA_DESTINO_ST,EDITORIAL,CANTIDAD
Brasil,2010,0 - Generalidades,AMBAS,Portugués,Español,OTROS,4
Brasil,2010,0 - Generalidades,EDITORIAL COMERCIAL,Español,Portugués,OTROS,24
Brasil,2010,0 - Generalidades,EDITORIAL COMERCIAL,Portugués,Español,OTROS,4
Brasil,2010,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,2
Brasil,2010,0 - Generalidades,TODOS,Español,Portugués,OTROS,34
Brasil,2010,0 - Generalidades,TODOS,Portugués,Español,OTROS,8
Brasil,2010,200 - Religión,AMBAS,Español,Portugués,OTROS,4
Brasil,2010,200 - Religión,EDITORIAL COMERCIAL,Español,Portugués,OTROS,4
Brasil,2010,200 - Religión,TODOS,Español,Portugués,OTROS,8
Brasil,2010,200 - Religión,TODOS,Portugués,Español,OTROS,3
Brasil,2010,300 - Ciencias sociales,AMBAS,Español,Portugués,OTROS,8
Brasil,2010,300 - Ciencias sociales,EDITORIAL COMERCIAL,Español,Portugués,OTROS,7
Brasil,2010,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,1
Brasil,2010,300 - Ciencias sociales,TODOS,Español,Portugués,OTROS,16
Brasil,2010,300 - Ciencias sociales,TODOS,Portugués,Español,OTROS,3
Brasil,2010,600 - Tecnología (Ciencias aplicadas),TODOS,Español,Portugués,OTROS,1
Brasil,2010,800 - Literatura y retórica,AMBAS,Español,Portugués,OTROS,49
Brasil,2010,800 - Literatura y retórica,AMBAS,Portugués,Español,OTROS,2
Brasil,2010,800 - Literatura y retórica,EDITORIAL COMERCIAL,Español,Portugués,OTROS,48
Brasil,2010,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,OTROS,2
Brasil,2010,800 - Literatura y retórica,TODOS,Español,Portugués,OTROS,52
Brasil,2010,800 - Literatura y retórica,TODOS,Portugués,Español,OTROS,3
Brasil,2010,SIN IDENTIFICAR,AMBAS,Español,Portugués,OTROS,131
Brasil,2010,SIN IDENTIFICAR,AMBAS,Portugués,Español,OTROS,8
Brasil,2010,SIN IDENTIFICAR,AUTOR-EDITOR,Portugués,Español,OTROS,2
Brasil,2010,SIN IDENTIFICAR,EDITORIAL COMERCIAL,Español,Portugués,OTROS,127
Brasil,2010,SIN IDENTIFICAR,EDITORIAL COMERCIAL,Portugués,Español,OTROS,7
Brasil,2010,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,6
Brasil,2010,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,3
Brasil,2010,SIN IDENTIFICAR,TODOS,Español,Portugués,OTROS,156
Brasil,2010,SIN IDENTIFICAR,TODOS,Portugués,Español,OTROS,30
Brasil,2010,TODOS,AMBAS,Español,Portugués,OTROS,361
Brasil,2010,TODOS,AMBAS,Portugués,Español,OTROS,55
Brasil,2010,TODOS,AUTOR-EDITOR,Portugués,Español,OTROS,4
Brasil,2010,TODOS,EDITORIAL COMERCIAL,Español,Portugués,OTROS,354
Brasil,2010,TODOS,EDITORIAL COMERCIAL,Portugués,Español,OTROS,54
Brasil,2010,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,36
Brasil,2010,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,13
Brasil,2010,TODOS,TODOS,Español,Portugués,OTROS,426
Brasil,2010,TODOS,TODOS,Portugués,Español,OTROS,103
Brasil,2011,0 - Generalidades,AMBAS,Español,Portugués,OTROS,134
Brasil,2011,0 - Generalidades,AMBAS,Portugués,Español,OTROS,12
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,Español,Portugués,OTROS,128
Brasil,2011,0 - Generalidades,EDITORIAL COMERCIAL,Portugués,Español,OTROS,12
Brasil,2011,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,9
Brasil,2011,0 - Generalidades,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,2
Brasil,2011,0 - Generalidades,TODOS,Español,Portugués,OTROS,164
Brasil,2011,0 - Generalidades,TODOS,Portugués,Español,OTROS,24
Brasil,2011,200 - Religión,AMBAS,Español,Portugués,OTROS,9
Brasil,2011,200 - Religión,AMBAS,Portugués,Español,OTROS,1
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,Español,Portugués,OTROS,8
Brasil,2011,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,OTROS,1
Brasil,2011,200 - Religión,TODOS,Español,Portugués,OTROS,14
Brasil,2011,200 - Religión,TODOS,Portugués,Español,OTROS,3
Brasil,2011,300 - Ciencias sociales,AMBAS,Español,Portugués,OTROS,34
Brasil,2011,300 - Ciencias sociales,AMBAS,Portugués,Español,OTROS,6
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,Español,Portugués,OTROS,34
Brasil,2011,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,OTROS,6
Brasil,2011,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,3
Brasil,2011,300 - Ciencias sociales,TODOS,Español,Portugués,OTROS,60
Brasil,2011,300 - Ciencias sociales,TODOS,Portugués,Español,OTROS,8
Brasil,2011,600 - Tecnología (Ciencias aplicadas),AMBAS,Español,Portugués,OTROS,17
Brasil,2011,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Español,Portugués,OTROS,17
Brasil,2011,600 - Tecnología (Ciencias aplicadas),TODOS,Español,Portugués,OTROS,20
Brasil,2011,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,OTROS,1
Brasil,2011,800 - Literatura y retórica,AMBAS,Español,Portugués,OTROS,95
Brasil,2011,800 - Literatura y retórica,AMBAS,Portugués,Español,OTROS,13
Brasil,2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,Español,Portugués,OTROS,93
Brasil,2011,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,OTROS,13
Brasil,2011,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,8
Brasil,2011,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,2
Brasil,2011,800 - Literatura y retórica,TODOS,Español,Portugués,OTROS,112
Brasil,2011,800 - Literatura y retórica,TODOS,Portugués,Español,OTROS,22
Brasil,2011,SIN IDENTIFICAR,AMBAS,Español,Portugués,OTROS,38
Brasil,2011,SIN IDENTIFICAR,AMBAS,Portugués,Español,OTROS,1
Brasil,2011,SIN IDENTIFICAR,EDITORIAL COMERCIAL,Español,Portugués,OTROS,37
Brasil,2011,SIN IDENTIFICAR,TODOS,Español,Portugués,OTROS,52
Brasil,2011,SIN IDENTIFICAR,TODOS,Portugués,Español,OTROS,3
Brasil,2011,TODOS,AMBAS,Español,Portugués,OTROS,426
Brasil,2011,TODOS,AMBAS,Portugués,Español,OTROS,56
Brasil,2011,TODOS,EDITORIAL COMERCIAL,Español,Portugués,OTROS,416
Brasil,2011,TODOS,EDITORIAL COMERCIAL,Portugués,Español,OTROS,55
Brasil,2011,TODOS,EDITORIAL UNIVERSITARIA,Español,Portugués,OTROS,3
Brasil,2011,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,42
Brasil,2011,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,12
Brasil,2011,TODOS,TODOS,Español,Portugués,OTROS,576
Brasil,2011,TODOS,TODOS,Portugués,Español,OTROS,86
Brasil,2012,0 - Generalidades,AMBAS,Español,Portugués,OTROS,69
Brasil,2012,0 - Generalidades,AMBAS,Portugués,Español,OTROS,4
Brasil,2012,0 - Generalidades,EDITORIAL COMERCIAL,Español,Portugués,OTROS,65
Brasil,2012,0 - Generalidades,EDITORIAL COMERCIAL,Portugués,Español,OTROS,4
Brasil,2012,0 - Generalidades,TODOS,Español,Portugués,OTROS,82
Brasil,2012,0 - Generalidades,TODOS,Portugués,Español,OTROS,12
Brasil,2012,200 - Religión,AMBAS,Español,Portugués,OTROS,2
Brasil,2012,200 - Religión,EDITORIAL COMERCIAL,Español,Portugués,OTROS,2
Brasil,2012,200 - Religión,TODOS,Español,Portugués,OTROS,5
Brasil,2012,200 - Religión,TODOS,Portugués,Español,OTROS,5
Brasil,2012,300 - Ciencias sociales,AMBAS,Español,Portugués,OTROS,16
Brasil,2012,300 - Ciencias sociales,EDITORIAL COMERCIAL,Español,Portugués,OTROS,16
Brasil,2012,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,3
Brasil,2012,300 - Ciencias sociales,TODOS,Español,Portugués,OTROS,27
Brasil,2012,800 - Literatura y retórica,AMBAS,Español,Portugués,OTROS,58
Brasil,2012,800 - Literatura y retórica,AMBAS,Portugués,Español,OTROS,1
Brasil,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,Español,Portugués,OTROS,58
Brasil,2012,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,OTROS,1
Brasil,2012,800 - Literatura y retórica,TODOS,Español,Portugués,OTROS,60
Brasil,2012,800 - Literatura y retórica,TODOS,Portugués,Español,OTROS,2
Brasil,2012,SIN IDENTIFICAR,AMBAS,Español,Portugués,OTROS,84
Brasil,2012,SIN IDENTIFICAR,AMBAS,Portugués,Español,OTROS,8
Brasil,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,Español,Portugués,OTROS,77
Brasil,2012,SIN IDENTIFICAR,EDITORIAL COMERCIAL,Portugués,Español,OTROS,5
Brasil,2012,SIN IDENTIFICAR,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,5
Brasil,2012,SIN IDENTIFICAR,TODOS,Español,Portugués,OTROS,105
Brasil,2012,SIN IDENTIFICAR,TODOS,Portugués,Español,OTROS,18
Brasil,2012,TODOS,AMBAS,Español,Portugués,OTROS,353
Brasil,2012,TODOS,AMBAS,Portugués,Español,OTROS,44
Brasil,2012,TODOS,AUTOR-EDITOR,Portugués,Español,OTROS,1
Brasil,2012,TODOS,EDITORIAL COMERCIAL,Español,Portugués,OTROS,341
Brasil,2012,TODOS,EDITORIAL COMERCIAL,Portugués,Español,OTROS,41
Brasil,2012,TODOS,EDITORIAL UNIVERSITARIA,Español,Portugués,OTROS,3
Brasil,2012,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,23
Brasil,2012,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,8
Brasil,2012,TODOS,TODOS,Español,Portugués,OTROS,424
Brasil,2012,TODOS,TODOS,Portugués,Español,OTROS,78
Brasil,2013,0 - Generalidades,AMBAS,Español,Portugués,OTROS,10
Brasil,2013,0 - Generalidades,EDITORIAL COMERCIAL,Español,Portugués,OTROS,10
Brasil,2013,0 - Generalidades,TODOS,Español,Portugués,OTROS,21
Brasil,2013,100 - Filosofía y psicología,AMBAS,Español,Portugués,OTROS,26
Brasil,2013,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Español,Portugués,OTROS,26
Brasil,2013,100 - Filosofía y psicología,TODOS,Español,Portugués,OTROS,34
Brasil,2013,100 - Filosofía y psicología,TODOS,Portugués,Español,OTROS,7
Brasil,2013,200 - Religión,AMBAS,Español,Portugués,OTROS,23
Brasil,2013,200 - Religión,AMBAS,Portugués,Español,OTROS,2
Brasil,2013,200 - Religión,EDITORIAL COMERCIAL,Español,Portugués,OTROS,23
Brasil,2013,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,OTROS,1
Brasil,2013,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,2
Brasil,2013,200 - Religión,TODOS,Español,Portugués,OTROS,40
Brasil,2013,200 - Religión,TODOS,Portugués,Español,OTROS,8
Brasil,2013,300 - Ciencias sociales,AMBAS,Español,Portugués,OTROS,21
Brasil,2013,300 - Ciencias sociales,AMBAS,Portugués,Español,OTROS,3
Brasil,2013,300 - Ciencias sociales,EDITORIAL COMERCIAL,Español,Portugués,OTROS,15
Brasil,2013,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,OTROS,3
Brasil,2013,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,1
Brasil,2013,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,2
Brasil,2013,300 - Ciencias sociales,TODOS,Español,Portugués,OTROS,32
Brasil,2013,300 - Ciencias sociales,TODOS,Portugués,Español,OTROS,12
Brasil,2013,600 - Tecnología (Ciencias aplicadas),AMBAS,Español,Portugués,OTROS,3
Brasil,2013,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Español,Portugués,OTROS,3
Brasil,2013,600 - Tecnología (Ciencias aplicadas),TODOS,Español,Portugués,OTROS,4
Brasil,2013,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,OTROS,2
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,AMBAS,Español,Portugués,OTROS,5
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,Español,Portugués,OTROS,5
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,TODOS,Español,Portugués,OTROS,8
Brasil,2013,700 - Las Artes Bellas artes y artes decorativas,TODOS,Portugués,Español,OTROS,2
Brasil,2013,800 - Literatura y retórica,AMBAS,Español,Portugués,OTROS,152
Brasil,2013,800 - Literatura y retórica,AMBAS,Portugués,Español,OTROS,12
Brasil,2013,800 - Literatura y retórica,EDITORIAL COMERCIAL,Español,Portugués,OTROS,148
Brasil,2013,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,OTROS,10
Brasil,2013,800 - Literatura y retórica,TODOS,Español,Portugués,OTROS,161
Brasil,2013,800 - Literatura y retórica,TODOS,Portugués,Español,OTROS,15
Brasil,2013,900 - Geografía e historia,AMBAS,Español,Portugués,OTROS,28
Brasil,2013,900 - Geografía e historia,EDITORIAL COMERCIAL,Español,Portugués,OTROS,27
Brasil,2013,900 - Geografía e historia,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,1
Brasil,2013,900 - Geografía e historia,TODOS,Español,Portugués,OTROS,40
Brasil,2013,900 - Geografía e historia,TODOS,Portugués,Español,OTROS,4
Brasil,2013,TODOS,AMBAS,Español,Portugués,OTROS,452
Brasil,2013,TODOS,AMBAS,Portugués,Español,OTROS,65
Brasil,2013,TODOS,AUTOR-EDITOR,Portugués,Español,OTROS,5
Brasil,2013,TODOS,EDITORIAL COMERCIAL,Español,Portugués,OTROS,441
Brasil,2013,TODOS,EDITORIAL COMERCIAL,Portugués,Español,OTROS,62
Brasil,2013,TODOS,EDITORIAL UNIVERSITARIA,Español,Portugués,OTROS,1
Brasil,2013,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,44
Brasil,2013,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,25
Brasil,2013,TODOS,TODOS,Español,Portugués,OTROS,560
Brasil,2013,TODOS,TODOS,Portugués,Español,OTROS,121
Brasil,2014,0 - Generalidades,AMBAS,Español,Portugués,OTROS,9
Brasil,2014,0 - Generalidades,EDITORIAL COMERCIAL,Español,Portugués,OTROS,9
Brasil,2014,0 - Generalidades,TODOS,Español,Portugués,OTROS,16
Brasil,2014,100 - Filosofía y psicología,AMBAS,Español,Portugués,OTROS,19
Brasil,2014,100 - Filosofía y psicología,AMBAS,Portugués,Español,OTROS,3
Brasil,2014,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Español,Portugués,OTROS,18
Brasil,2014,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Portugués,Español,OTROS,3
Brasil,2014,100 - Filosofía y psicología,TODOS,Español,Portugués,OTROS,27
Brasil,2014,100 - Filosofía y psicología,TODOS,Portugués,Español,OTROS,7
Brasil,2014,200 - Religión,AMBAS,Español,Portugués,OTROS,21
Brasil,2014,200 - Religión,AMBAS,Portugués,Español,OTROS,8
Brasil,2014,200 - Religión,EDITORIAL COMERCIAL,Español,Portugués,OTROS,20
Brasil,2014,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,OTROS,7
Brasil,2014,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,2
Brasil,2014,200 - Religión,TODOS,Español,Portugués,OTROS,39
Brasil,2014,200 - Religión,TODOS,Portugués,Español,OTROS,15
Brasil,2014,300 - Ciencias sociales,AMBAS,Español,Portugués,OTROS,28
Brasil,2014,300 - Ciencias sociales,EDITORIAL COMERCIAL,Español,Portugués,OTROS,27
Brasil,2014,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,6
Brasil,2014,300 - Ciencias sociales,TODOS,Español,Portugués,OTROS,43
Brasil,2014,300 - Ciencias sociales,TODOS,Portugués,Español,OTROS,6
Brasil,2014,600 - Tecnología (Ciencias aplicadas),AMBAS,Español,Portugués,OTROS,6
Brasil,2014,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,OTROS,2
Brasil,2014,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Español,Portugués,OTROS,4
Brasil,2014,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,OTROS,1
Brasil,2014,600 - Tecnología (Ciencias aplicadas),TODOS,Español,Portugués,OTROS,8
Brasil,2014,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,OTROS,7
Brasil,2014,700 - Las Artes Bellas artes y artes decorativas,AMBAS,Español,Portugués,OTROS,6
Brasil,2014,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,Español,Portugués,OTROS,6
Brasil,2014,700 - Las Artes Bellas artes y artes decorativas,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,2
Brasil,2014,700 - Las Artes Bellas artes y artes decorativas,TODOS,Español,Portugués,OTROS,13
Brasil,2014,700 - Las Artes Bellas artes y artes decorativas,TODOS,Portugués,Español,OTROS,2
Brasil,2014,800 - Literatura y retórica,AMBAS,Español,Portugués,OTROS,121
Brasil,2014,800 - Literatura y retórica,AMBAS,Portugués,Español,OTROS,9
Brasil,2014,800 - Literatura y retórica,EDITORIAL COMERCIAL,Español,Portugués,OTROS,119
Brasil,2014,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,OTROS,8
Brasil,2014,800 - Literatura y retórica,TODOS,Español,Portugués,OTROS,143
Brasil,2014,800 - Literatura y retórica,TODOS,Portugués,Español,OTROS,19
Brasil,2014,900 - Geografía e historia,AMBAS,Español,Portugués,OTROS,41
Brasil,2014,900 - Geografía e historia,AMBAS,Portugués,Español,OTROS,1
Brasil,2014,900 - Geografía e historia,EDITORIAL COMERCIAL,Español,Portugués,OTROS,41
Brasil,2014,900 - Geografía e historia,EDITORIAL COMERCIAL,Portugués,Español,OTROS,1
Brasil,2014,900 - Geografía e historia,TODOS,Español,Portugués,OTROS,49
Brasil,2014,900 - Geografía e historia,TODOS,Portugués,Español,OTROS,7
Brasil,2014,TODOS,AMBAS,Español,Portugués,OTROS,429
Brasil,2014,TODOS,AMBAS,Portugués,Español,OTROS,73
Brasil,2014,TODOS,AUTOR-EDITOR,Español,Portugués,OTROS,3
Brasil,2014,TODOS,AUTOR-EDITOR,Portugués,Español,OTROS,12
Brasil,2014,TODOS,EDITORIAL COMERCIAL,Español,Portugués,OTROS,421
Brasil,2014,TODOS,EDITORIAL COMERCIAL,Portugués,Español,OTROS,69
Brasil,2014,TODOS,EDITORIAL UNIVERSITARIA,Español,Portugués,OTROS,2
Brasil,2014,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,44
Brasil,2014,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,23
Brasil,2014,TODOS,TODOS,Español,Portugués,OTROS,552
Brasil,2014,TODOS,TODOS,Portugués,Español,OTROS,138
Brasil,2015,0 - Generalidades,AMBAS,Español,Portugués,OTROS,8
Brasil,2015,0 - Generalidades,EDITORIAL COMERCIAL,Español,Portugués,OTROS,8
Brasil,2015,0 - Generalidades,TODOS,Español,Portugués,OTROS,9
Brasil,2015,100 - Filosofía y psicología,AMBAS,Español,Portugués,OTROS,15
Brasil,2015,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Español,Portugués,OTROS,15
Brasil,2015,100 - Filosofía y psicología,TODOS,Español,Portugués,OTROS,20
Brasil,2015,100 - Filosofía y psicología,TODOS,Portugués,Español,OTROS,4
Brasil,2015,200 - Religión,AMBAS,Español,Portugués,OTROS,18
Brasil,2015,200 - Religión,AMBAS,Portugués,Español,OTROS,5
Brasil,2015,200 - Religión,EDITORIAL COMERCIAL,Español,Portugués,OTROS,17
Brasil,2015,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,OTROS,5
Brasil,2015,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,3
Brasil,2015,200 - Religión,TODOS,Español,Portugués,OTROS,37
Brasil,2015,200 - Religión,TODOS,Portugués,Español,OTROS,15
Brasil,2015,300 - Ciencias sociales,AMBAS,Español,Portugués,OTROS,29
Brasil,2015,300 - Ciencias sociales,AMBAS,Portugués,Español,OTROS,1
Brasil,2015,300 - Ciencias sociales,EDITORIAL COMERCIAL,Español,Portugués,OTROS,29
Brasil,2015,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,5
Brasil,2015,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,1
Brasil,2015,300 - Ciencias sociales,TODOS,Español,Portugués,OTROS,46
Brasil,2015,300 - Ciencias sociales,TODOS,Portugués,Español,OTROS,9
Brasil,2015,400 - Lenguas,AMBAS,Español,Portugués,OTROS,1
Brasil,2015,400 - Lenguas,TODOS,Español,Portugués,OTROS,2
Brasil,2015,600 - Tecnología (Ciencias aplicadas),AMBAS,Español,Portugués,OTROS,4
Brasil,2015,600 - Tecnología (Ciencias aplicadas),AMBAS,Portugués,Español,OTROS,2
Brasil,2015,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Español,Portugués,OTROS,3
Brasil,2015,600 - Tecnología (Ciencias aplicadas),EDITORIAL COMERCIAL,Portugués,Español,OTROS,1
Brasil,2015,600 - Tecnología (Ciencias aplicadas),TODOS,Español,Portugués,OTROS,6
Brasil,2015,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,OTROS,12
Brasil,2015,700 - Las Artes Bellas artes y artes decorativas,AMBAS,Español,Portugués,OTROS,8
Brasil,2015,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,Español,Portugués,OTROS,8
Brasil,2015,700 - Las Artes Bellas artes y artes decorativas,TODOS,Español,Portugués,OTROS,13
Brasil,2015,700 - Las Artes Bellas artes y artes decorativas,TODOS,Portugués,Español,OTROS,1
Brasil,2015,800 - Literatura y retórica,AMBAS,Español,Portugués,OTROS,102
Brasil,2015,800 - Literatura y retórica,AMBAS,Portugués,Español,OTROS,23
Brasil,2015,800 - Literatura y retórica,AUTOR-EDITOR,Portugués,Español,OTROS,1
Brasil,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,Español,Portugués,OTROS,98
Brasil,2015,800 - Literatura y retórica,EDITORIAL COMERCIAL,Portugués,Español,OTROS,20
Brasil,2015,800 - Literatura y retórica,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,2
Brasil,2015,800 - Literatura y retórica,TODOS,Español,Portugués,OTROS,111
Brasil,2015,800 - Literatura y retórica,TODOS,Portugués,Español,OTROS,40
Brasil,2015,900 - Geografía e historia,AMBAS,Español,Portugués,OTROS,12
Brasil,2015,900 - Geografía e historia,EDITORIAL COMERCIAL,Español,Portugués,OTROS,12
Brasil,2015,900 - Geografía e historia,TODOS,Español,Portugués,OTROS,16
Brasil,2015,900 - Geografía e historia,TODOS,Portugués,Español,OTROS,1
Brasil,2015,TODOS,AMBAS,Español,Portugués,OTROS,357
Brasil,2015,TODOS,AMBAS,Portugués,Español,OTROS,102
Brasil,2015,TODOS,AUTOR-EDITOR,Portugués,Español,OTROS,9
Brasil,2015,TODOS,EDITORIAL COMERCIAL,Español,Portugués,OTROS,347
Brasil,2015,TODOS,EDITORIAL COMERCIAL,Portugués,Español,OTROS,94
Brasil,2015,TODOS,EDITORIAL UNIVERSITARIA,Español,Portugués,OTROS,1
Brasil,2015,TODOS,EDITORIAL UNIVERSITARIA,Portugués,Español,OTROS,1
Brasil,2015,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,29
Brasil,2015,TODOS,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,28
Brasil,2015,TODOS,OTROS,Español,Portugués,OTROS,5
Brasil,2015,TODOS,TODOS,Español,Portugués,OTROS,422
Brasil,2015,TODOS,TODOS,Portugués,Español,OTROS,170
Brasil,2016,0 - Generalidades,AMBAS,Español,Portugués,OTROS,2
Brasil,2016,0 - Generalidades,EDITORIAL COMERCIAL,Español,Portugués,OTROS,2
Brasil,2016,0 - Generalidades,TODOS,Español,Portugués,OTROS,5
Brasil,2016,100 - Filosofía y psicología,AMBAS,Español,Portugués,OTROS,10
Brasil,2016,100 - Filosofía y psicología,AMBAS,Portugués,Español,OTROS,2
Brasil,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Español,Portugués,OTROS,9
Brasil,2016,100 - Filosofía y psicología,EDITORIAL COMERCIAL,Portugués,Español,OTROS,2
Brasil,2016,100 - Filosofía y psicología,TODOS,Español,Portugués,OTROS,18
Brasil,2016,100 - Filosofía y psicología,TODOS,Portugués,Español,OTROS,11
Brasil,2016,200 - Religión,AMBAS,Español,Portugués,OTROS,20
Brasil,2016,200 - Religión,AMBAS,Portugués,Español,OTROS,1
Brasil,2016,200 - Religión,EDITORIAL COMERCIAL,Español,Portugués,OTROS,19
Brasil,2016,200 - Religión,EDITORIAL COMERCIAL,Portugués,Español,OTROS,1
Brasil,2016,200 - Religión,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,5
Brasil,2016,200 - Religión,TODOS,Español,Portugués,OTROS,46
Brasil,2016,200 - Religión,TODOS,Portugués,Español,OTROS,7
Brasil,2016,300 - Ciencias sociales,AMBAS,Español,Portugués,OTROS,32
Brasil,2016,300 - Ciencias sociales,AMBAS,Portugués,Español,OTROS,8
Brasil,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,Español,Portugués,OTROS,29
Brasil,2016,300 - Ciencias sociales,EDITORIAL COMERCIAL,Portugués,Español,OTROS,8
Brasil,2016,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Español,Portugués,OTROS,10
Brasil,2016,300 - Ciencias sociales,ENTIDAD PRIVADA NO EDITORIAL,Portugués,Español,OTROS,3
Brasil,2016,300 - Ciencias sociales,TODOS,Español,Portugués,OTROS,65
Brasil,2016,300 - Ciencias sociales,TODOS,Portugués,Español,OTROS,20
Brasil,2016,600 - Tecnología (Ciencias aplicadas),TODOS,Español,Portugués,OTROS,3
Brasil,2016,600 - Tecnología (Ciencias aplicadas),TODOS,Portugués,Español,OTROS,7
Brasil,2016,700 - Las Artes Bellas artes y artes decorativas,AMBAS,Español,Portugués,OTROS,4
Brasil,2016,700 - Las Artes Bellas artes y artes decorativas,EDITORIAL COMERCIAL,Español,Portugués,OTROS,3
